Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
1217057, 28855, truthful, baseline, 33.14528, 4.035843, -28.19394, -0.1286621, -0.1424103, 0.9813995, 3.287262, 1, -32.72075, 3.81366, -30.28699, -0.114502, -0.1280518, 0.9851227, 3.299393, 1
1217066, 28856, truthful, baseline, 33.14095, 4.031403, -28.18015, -0.1282959, -0.1401978, 0.9817657, 3.28064, 1, -32.7244, 3.81366, -30.2849, -0.1178894, -0.127655, 0.9847717, 3.332901, 1
1217074, 28857, truthful, baseline, 33.13661, 4.026947, -28.16634, -0.1279297, -0.138031, 0.9821167, 3.274277, 1, -32.72443, 3.81366, -30.28215, -0.1201019, -0.127594, 0.9845123, 3.333298, 1
1217082, 28858, truthful, baseline, 33.13257, 3.962189, -27.91104, -0.1293488, -0.1380615, 0.9819336, 3.287384, 1, -32.72614, 3.814148, -30.2796, -0.1212006, -0.1278839, 0.9843445, 3.337173, 1
1217091, 28859, truthful, baseline, 33.12851, 3.89743, -27.65576, -0.1306763, -0.1381378, 0.9817505, 3.286484, 1, -32.73567, 3.814148, -30.27481, -0.121933, -0.1278839, 0.9842529, 3.333649, 1
1217107, 28861, truthful, baseline, 33.12354, 3.895126, -27.65431, -0.1300201, -0.1378021, 0.9818726, 3.257629, 1, -32.74786, 3.818268, -30.26956, -0.1259155, -0.1283875, 0.9836884, 3.309296, 1
1217116, 28862, truthful, baseline, 33.11981, 3.893967, -27.64232, -0.1317444, -0.1383972, 0.9815674, 3.271286, 1, -32.75586, 3.820099, -30.26634, -0.1252136, -0.1289215, 0.9837036, 3.308899, 1
1217124, 28863, truthful, baseline, 33.1161, 3.892792, -27.63033, -0.133255, -0.1384735, 0.9813538, 3.258026, 1, -32.79871, 3.822495, -30.26305, -0.1215363, -0.1289673, 0.9841614, 3.307846, 1
1217141, 28865, truthful, baseline, 33.1076, 3.895126, -27.65431, -0.1332245, -0.1382751, 0.9813843, 3.257446, 1, -32.80588, 3.825394, -30.25594, -0.1289063, -0.1282959, 0.9833069, 3.309784, 1
1217149, 28866, truthful, baseline, 33.10301, 3.896286, -27.65503, -0.1329041, -0.1387329, 0.981369, 3.261612, 1, -32.8071, 3.825974, -30.25594, -0.1296844, -0.1282654, 0.9832153, 3.309921, 1
1217157, 28867, truthful, baseline, 33.06525, 4.03093, -28.14482, -0.1493683, -0.1400909, 0.9787903, 3.247009, 1, -32.81239, 3.828659, -30.25594, -0.1296692, -0.1287384, 0.9831543, 3.303467, 1
1217174, 28869, truthful, baseline, 33.05411, 4.020386, -28.07901, -0.1503906, -0.1528778, 0.9767303, 3.229919, 1, -32.82088, 3.835114, -30.25594, -0.1325531, -0.1283875, 0.9828186, 3.288223, 1
1217182, 28870, truthful, baseline, 33.04483, 4.015778, -28.04318, -0.148468, -0.1426544, 0.9785614, 3.20993, 1, -32.83224, 3.838608, -30.25594, -0.1324921, -0.1286011, 0.9827881, 3.287125, 1
1217191, 28871, truthful, baseline, 33.04221, 4.013351, -28.03416, -0.1487579, -0.1447906, 0.9782104, 3.226196, 1, -32.83224, 3.838608, -30.25594, -0.1356201, -0.1277161, 0.9824829, 3.287979, 1
1217207, 28873, truthful, baseline, 33.03741, 4.004166, -28.00104, -0.1484833, -0.1453705, 0.9781647, 3.229584, 1, -32.84364, 3.841446, -30.26163, -0.1386871, -0.1267548, 0.9821777, 3.288605, 1
1217216, 28874, truthful, baseline, 33.03523, 3.997406, -27.97691, -0.1482086, -0.14505, 0.9782562, 3.234512, 1, -32.8441, 3.841919, -30.26491, -0.1434021, -0.1264191, 0.9815521, 3.28981, 1
1217224, 28875, truthful, baseline, 33.03291, 4.002182, -27.98471, -0.1495667, -0.1450958, 0.9780426, 3.225861, 1, -32.84698, 3.842682, -30.2677, -0.1430969, -0.1264954, 0.9815826, 3.284073, 1
1217241, 28877, truthful, baseline, 33.02937, 4.008911, -27.99588, -0.1507874, -0.1458282, 0.9777374, 3.225723, 1, -32.86148, 3.846252, -30.27209, -0.1461639, -0.126709, 0.9811096, 3.235886, 1
1217249, 28878, truthful, baseline, 33.02814, 4.01088, -27.99928, -0.1505432, -0.1464996, 0.9776764, 3.217072, 1, -32.8674, 3.847626, -30.27373, -0.146637, -0.1268311, 0.9810181, 3.235779, 1
1217257, 28879, truthful, baseline, 33.02635, 4.010895, -28.00224, -0.1502686, -0.1459198, 0.9778137, 3.216919, 1, -32.86922, 3.847733, -30.27888, -0.1465454, -0.12677, 0.9810333, 3.209396, 1
1217274, 28881, truthful, baseline, 33.02257, 4.011658, -28.00029, -0.1503601, -0.1459961, 0.9777832, 3.225449, 1, -32.87114, 3.851105, -30.2836, -0.1488037, -0.1263733, 0.9807434, 3.209991, 1
1217282, 28882, truthful, baseline, 33.02058, 4.012421, -27.99928, -0.1507416, -0.1464691, 0.9776459, 3.234192, 1, -32.97229, 3.866379, -30.29842, -0.1317749, -0.1296082, 0.9827576, 3.174515, 1
1217291, 28883, truthful, baseline, 33.01907, 4.013916, -27.99652, -0.1528168, -0.1465149, 0.9773254, 3.237045, 1, -32.97229, 3.880478, -30.29842, -0.1321411, -0.1320496, 0.9823914, 3.157501, 1
1217307, 28885, truthful, baseline, 33.01756, 4.015427, -27.99374, -0.1558228, -0.146637, 0.9768372, 3.240143, 1, -32.93213, 3.885056, -30.28981, -0.1387024, -0.1325684, 0.9814148, 3.193893, 1
1217315, 28886, truthful, baseline, 33.1313, 4.060577, -28.18475, -0.125824, -0.1357422, 0.9827118, 3.21962, 1, -32.73621, 3.880035, -30.22798, -0.1178436, -0.1255493, 0.9850616, 3.172592, 1
1217324, 28887, truthful, baseline, 33.33496, 3.971954, -27.79237, -0.09565735, -0.1444855, 0.9848633, 3.201904, 1, -32.69801, 3.907898, -30.23801, -0.06222534, -0.1321106, 0.9892731, 3.262054, 1
1217340, 28889, truthful, baseline, 33.6812, 4.225784, -28.68776, -0.04621887, -0.1525879, 0.9871979, 3.103012, 1, -32.33981, 3.907578, -30.21884, -0.02127075, -0.1319275, 0.9910278, 3.303711, 1
1217349, 28890, truthful, baseline, 33.74303, 4.189301, -28.54744, -0.03182983, -0.1581268, 0.9868927, 3.063538, 1, -32.31279, 3.903854, -30.21446, 0.003387451, -0.134491, 0.9909058, 3.229996, 1
1217357, 28891, truthful, baseline, 33.74931, 4.188599, -28.54596, -0.03921509, -0.1578674, 0.9866791, 3.115601, 1, -32.32022, 3.901749, -30.21317, -0.006454468, -0.1364899, 0.9906158, 3.159515, 1
1217374, 28893, truthful, baseline, 33.74968, 4.195419, -28.57695, -0.03526306, -0.1541138, 0.9874115, 3.171463, 1, -32.44278, 3.866592, -30.16348, 0.01594543, -0.1299896, 0.9913788, 3.15509, 1
1217382, 28894, truthful, baseline, 33.7545, 4.199448, -28.5874, -0.03800964, -0.1549225, 0.9871826, 3.142944, 1, -32.44418, 3.865585, -30.16335, 0.01722717, -0.1314545, 0.9911652, 3.156616, 1
1217390, 28895, truthful, baseline, 33.75934, 4.203476, -28.59785, -0.0377655, -0.1547089, 0.9872284, 3.11496, 1, -32.44557, 3.866592, -30.16321, 0.01844788, -0.1332092, 0.9909058, 3.154129, 1
1217407, 28897, truthful, baseline, 33.76881, 4.205704, -28.60266, -0.039505, -0.1549835, 0.9871216, 3.108307, 1, -32.44557, 3.866592, -30.16321, 0.01644897, -0.1300049, 0.9913635, 3.155106, 1
1217415, 28898, truthful, baseline, 33.7715, 4.206177, -28.60677, -0.03961182, -0.1547394, 0.9871521, 3.107254, 1, -32.44562, 3.865585, -30.16202, 0.01634216, -0.1295166, 0.9914398, 3.157059, 1
1217424, 28899, truthful, baseline, 33.77417, 4.206665, -28.61086, -0.03973389, -0.154541, 0.9871826, 3.106216, 1, -32.44566, 3.864578, -30.16083, 0.01623535, -0.1289368, 0.9915161, 3.159149, 1
1217440, 28901, truthful, baseline, 33.77429, 4.217102, -28.62534, -0.03833008, -0.1546173, 0.9872284, 3.096664, 1, -32.44711, 3.864349, -30.15285, 0.01657104, -0.1285858, 0.9915466, 3.179352, 1
1217449, 28902, truthful, baseline, 33.77716, 4.217133, -28.62572, -0.03875732, -0.1551666, 0.9871216, 3.087799, 1, -32.44838, 3.863586, -30.15192, 0.01649475, -0.1277771, 0.9916534, 3.173553, 1
1217465, 28904, truthful, baseline, 33.78186, 4.21962, -28.63234, -0.03935242, -0.154541, 0.9871979, 3.057007, 1, -32.44987, 3.862793, -30.14845, 0.01611328, -0.1277924, 0.9916687, 3.165878, 1
1217474, 28905, truthful, baseline, 33.78371, 4.222076, -28.63858, -0.03953552, -0.154541, 0.9871826, 3.035004, 1, -32.44965, 3.862762, -30.14595, 0.01574707, -0.1271667, 0.991745, 3.164398, 1
1217482, 28906, truthful, baseline, 33.78882, 4.222748, -28.64378, -0.03849792, -0.1516418, 0.9876709, 3.025543, 1, -32.44965, 3.862762, -30.14595, 0.01574707, -0.1268005, 0.9917908, 3.16449, 1
1217499, 28908, truthful, baseline, 33.80022, 4.232727, -28.66353, -0.03913879, -0.1504822, 0.9878235, 2.998291, 1, -32.44965, 3.862595, -30.12517, 0.01568604, -0.1274872, 0.9916992, 3.164932, 1
