Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
276838, 72426, truthful, baseline, 34.83073, 5.204636, -32.77557, 0.03886414, 0.1948547, 0.9800568, 3.546249, 1, -31.87057, 1.758606, -31.94699, 0.06872559, 0.2117767, 0.974884, 3.664001, 1
276838, 72426, truthful, baseline, 34.83073, 5.204636, -32.77557, 0.03886414, 0.1948547, 0.9800568, 3.546249, 1, -31.87057, 1.758606, -31.94699, 0.06872559, 0.2117767, 0.974884, 3.664001, 1
276846, 72427, truthful, baseline, 34.81042, 5.220688, -32.76595, 0.0302887, 0.1920929, 0.980896, 3.550995, 1, -31.9102, 1.770523, -31.95203, 0.06251526, 0.2115631, 0.9753571, 3.578049, 1
276854, 72428, truthful, baseline, 34.79524, 5.24205, -32.76932, 0.02548218, 0.1964874, 0.9801636, 3.545563, 1, -31.93318, 1.782166, -31.94823, 0.06053162, 0.2079315, 0.9762573, 3.678467, 1
276871, 72430, truthful, baseline, 34.78514, 5.24205, -32.767, 0.02035522, 0.196228, 0.9803314, 3.532837, 1, -31.97523, 1.775513, -31.9474, 0.06036377, 0.2084808, 0.9761505, 3.657074, 1
276879, 72431, truthful, baseline, 34.74231, 5.223984, -32.75935, 0.01858521, 0.1960907, 0.9804077, 3.540207, 1, -31.99258, 1.745346, -31.94397, 0.05584717, 0.204483, 0.9772644, 3.574768, 1
276896, 72433, truthful, baseline, 34.70941, 5.143463, -32.75031, 0.01722717, 0.1984406, 0.97995, 3.50441, 1, -32.03278, 1.66394, -31.9435, 0.05751038, 0.1999817, 0.9781036, 3.578369, 1
276904, 72434, truthful, baseline, 34.69505, 5.108215, -32.75171, 0.02789307, 0.1982117, 0.9797516, 3.487854, 1, -32.04509, 1.632309, -31.93922, 0.05937195, 0.1970367, 0.9785919, 3.651733, 1
276913, 72435, truthful, baseline, 34.68791, 5.087433, -32.73901, 0.02212524, 0.1921234, 0.9811096, 3.543152, 1, -32.05373, 1.606094, -31.94788, 0.05657959, 0.200592, 0.9780273, 3.597672, 1
276929, 72437, truthful, baseline, 34.69173, 5.039337, -32.72743, 0.01895142, 0.1862335, 0.9823151, 3.488083, 1, -32.05431, 1.559372, -31.94484, 0.05461121, 0.1961365, 0.9790497, 3.665833, 1
276938, 72438, truthful, baseline, 34.69115, 5.005188, -32.71568, 0.009490967, 0.1849213, 0.9826965, 3.483551, 1, -32.05745, 1.536057, -31.93683, 0.04969788, 0.1894684, 0.9806213, 3.714294, 1
276946, 72439, truthful, baseline, 34.68839, 4.974625, -32.71901, 0.01873779, 0.1889801, 0.9817963, 3.576141, 1, -32.05949, 1.519348, -31.93633, 0.05058289, 0.1902313, 0.980423, 3.713043, 1
276954, 72440, truthful, baseline, 34.68071, 4.935532, -32.69211, 0.01313782, 0.1777649, 0.9839783, 3.429688, 1, -32.06516, 1.503265, -31.94356, 0.04507446, 0.193573, 0.9800415, 3.677597, 1
276971, 72442, truthful, baseline, 34.66792, 4.893051, -32.68385, 0.01161194, 0.1768951, 0.9841461, 3.57309, 1, -32.0789, 1.457153, -31.92439, 0.04771423, 0.1776886, 0.9829254, 3.719482, 1
276979, 72443, truthful, baseline, 34.66684, 4.866409, -32.65729, 0.005279541, 0.1693115, 0.9855347, 3.333511, 1, -32.08928, 1.439972, -31.92841, 0.0422821, 0.1815643, 0.9824524, 3.758163, 1
276988, 72444, truthful, baseline, 34.66823, 4.854355, -32.67494, 0.01173401, 0.1758423, 0.9843445, 3.481064, 1, -32.0927, 1.421402, -31.92188, 0.04502869, 0.1777649, 0.9830322, 3.612396, 1
277004, 72446, truthful, baseline, 34.68681, 4.813766, -32.67152, 0.01553345, 0.1771851, 0.9840393, 3.509995, 1, -32.07425, 1.397095, -31.93179, 0.04522705, 0.1825256, 0.9821472, 3.714478, 1
