Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
180967, 60919, truthful, baseline, 33.6619, 4.700897, -31.37646, -0.09439087, 0.02987671, 0.9950714, 3.005341, 1, -32.95238, 1.367905, -32.30919, -0.07278442, 0.0227356, 0.9970856, 3.088104, 1
180975, 60920, truthful, baseline, 33.66425, 4.708374, -31.39447, -0.09460449, 0.02746582, 0.9951324, 3.004059, 1, -32.95099, 1.367905, -32.30919, -0.07269287, 0.02340698, 0.9970703, 3.103455, 1
180983, 60921, truthful, baseline, 33.66719, 4.711746, -31.408, -0.09494019, 0.0266571, 0.9951172, 3.003586, 1, -32.9489, 1.367905, -32.30919, -0.07307434, 0.02432251, 0.9970245, 3.111267, 1
180992, 60922, truthful, baseline, 33.67015, 4.715103, -31.42152, -0.09527588, 0.02584839, 0.9951019, 3.003128, 1, -32.94815, 1.36235, -32.30919, -0.07019043, 0.02442932, 0.9972229, 3.103409, 1
181008, 60924, truthful, baseline, 33.679, 4.730286, -31.53131, -0.09506226, 0.02763367, 0.9950714, 3.001221, 1, -32.94164, 1.362122, -32.30801, -0.06915283, 0.02433777, 0.9972992, 3.103363, 1
181017, 60925, truthful, baseline, 33.68083, 4.736649, -31.57005, -0.08998108, 0.0276947, 0.9955444, 3.003265, 1, -32.93689, 1.362122, -32.30704, -0.06924438, 0.02479553, 0.9972839, 3.113419, 1
181025, 60926, truthful, baseline, 33.6857, 4.751633, -31.61604, -0.08670044, 0.0262146, 0.9958801, 2.999191, 1, -32.93228, 1.362122, -32.30499, -0.07014465, 0.0247345, 0.9972229, 3.113556, 1
181042, 60928, truthful, baseline, 33.7003, 4.788101, -31.74335, -0.08799744, 0.02494812, 0.9958038, 3.0056, 1, -32.92305, 1.362122, -32.30452, -0.06626892, 0.02471924, 0.9974823, 3.138565, 1
181050, 60929, truthful, baseline, 33.70604, 4.798965, -31.77733, -0.08747864, 0.02391052, 0.9958649, 3.004608, 1, -32.91815, 1.362122, -32.29993, -0.06565857, 0.02456665, 0.9975281, 3.161499, 1
181058, 60930, truthful, baseline, 33.71233, 4.802322, -31.78218, -0.08830261, 0.02349854, 0.9958038, 3.004257, 1, -32.9144, 1.362122, -32.29918, -0.06620789, 0.02442932, 0.9974976, 3.138641, 1
181075, 60932, truthful, baseline, 33.72415, 4.812027, -31.78564, -0.08909607, 0.02133179, 0.9957886, 3.003891, 1, -32.90453, 1.365997, -32.29378, -0.06689453, 0.02360535, 0.997467, 3.138763, 1
181083, 60933, truthful, baseline, 33.73068, 4.812027, -31.78564, -0.08888245, 0.02110291, 0.9958038, 3.00351, 1, -32.90089, 1.366226, -32.29059, -0.06697083, 0.02452087, 0.9974518, 3.161804, 1
181092, 60934, truthful, baseline, 33.735, 4.812027, -31.78564, -0.08842468, 0.02130127, 0.9958496, 3.003662, 1, -32.89885, 1.367661, -32.28777, -0.06619263, 0.02398682, 0.9975128, 3.161896, 1
181108, 60936, truthful, baseline, 33.74573, 4.812027, -31.78564, -0.08860779, 0.02165222, 0.9958191, 3.003738, 1, -32.895, 1.368744, -32.28191, -0.06582642, 0.02232361, 0.9975739, 3.161484, 1
181117, 60937, truthful, baseline, 33.75012, 4.812027, -31.78564, -0.08946228, 0.02166748, 0.9957428, 3.003845, 1, -32.89215, 1.368881, -32.28137, -0.06376648, 0.02326965, 0.9976807, 3.16684, 1
181125, 60938, truthful, baseline, 33.7536, 4.812027, -31.78564, -0.08921814, 0.02168274, 0.9957733, 3.009308, 1, -32.89157, 1.369171, -32.28004, -0.06358337, 0.02328491, 0.9976959, 3.179169, 1
181142, 60940, truthful, baseline, 33.75706, 4.800842, -31.74081, -0.08905029, 0.02272034, 0.9957581, 3.035095, 1, -32.89053, 1.370255, -32.27847, -0.06277466, 0.02374268, 0.9977417, 3.184814, 1
181150, 60941, truthful, baseline, 33.75716, 4.800842, -31.74033, -0.08909607, 0.02342224, 0.9957428, 3.04071, 1, -32.89044, 1.370636, -32.27695, -0.06277466, 0.02363586, 0.9977417, 3.191727, 1
181158, 60942, truthful, baseline, 33.75743, 4.800842, -31.7319, -0.08891296, 0.02339172, 0.9957581, 3.035553, 1, -32.88997, 1.370682, -32.27643, -0.0619812, 0.02351379, 0.9977875, 3.184723, 1
