Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
359653, truthful, baseline, 2.992935, 3.460831
359653, truthful, baseline, 2.992935, 3.460831
359661, truthful, baseline, 2.953873, 3.352142
359678, truthful, baseline, 3.029221, 3.374893
359686, truthful, baseline, 3.080811, 3.340622
359694, truthful, baseline, 3.078857, 3.36821
359711, truthful, baseline, 3.032074, 3.395264
359719, truthful, baseline, 3.044952, 3.434906
359728, truthful, baseline, 2.999298, 3.428284
359744, truthful, baseline, 3.033112, 3.426346
359753, truthful, baseline, 2.973633, 3.409149
359761, truthful, baseline, 2.93364, 3.367523
359778, truthful, baseline, 2.961258, 3.367264
359786, truthful, baseline, 2.836929, 3.369675
359794, truthful, baseline, 2.87854, 3.390991
359811, truthful, baseline, 2.88266, 3.334091
359819, truthful, baseline, 2.946167, 3.353363
359828, truthful, baseline, 2.813629, 3.360672
359836, truthful, baseline, 2.922409, 3.368591
359853, truthful, baseline, 2.905548, 3.384903
359861, truthful, baseline, 2.820938, 3.356461
359869, truthful, baseline, 2.768204, 3.351166
359886, truthful, baseline, 2.834488, 3.30481
359894, truthful, baseline, 2.834457, 3.292068
359903, truthful, baseline, 2.834335, 3.305435
359919, truthful, baseline, 2.83374, 3.280472
359928, truthful, baseline, 2.833374, 3.271896
359944, truthful, baseline, 2.847031, 3.149918
359953, truthful, baseline, 2.846756, 3.173874
359961, truthful, baseline, 2.749924, 3.182816
359978, truthful, baseline, 2.773727, 3.103439
359986, truthful, baseline, 2.710434, 3.11731
359994, truthful, baseline, 2.71611, 3.117325
360011, truthful, baseline, 2.700623, 3.067886
360019, truthful, baseline, 2.833542, 3.108322
360028, truthful, baseline, 2.765915, 3.12738
360044, truthful, baseline, 2.737274, 3.104294
360053, truthful, baseline, 2.74115, 3.036957
360061, truthful, baseline, 2.795425, 3.115021
360078, truthful, baseline, 2.761673, 3.081619
360086, truthful, baseline, 2.683929, 3.089615
360094, truthful, baseline, 2.658646, 2.999146
360111, truthful, baseline, 2.744537, 3.122437
360119, truthful, baseline, 2.803955, 3.172623
360136, truthful, baseline, 2.770248, 3.215866
360144, truthful, baseline, 2.857132, 3.235809
360153, truthful, baseline, 2.848389, 3.222549
360169, truthful, baseline, 2.863052, 3.203232
360178, truthful, baseline, 2.821411, 3.225449
360186, truthful, baseline, 2.917236, 3.363876
360203, truthful, baseline, 2.881561, 3.325104
360211, truthful, baseline, 2.925262, 3.373077
360219, truthful, baseline, 2.919418, 3.301224
360236, truthful, baseline, 2.88327, 3.289688
360244, truthful, baseline, 2.909302, 3.297241
360253, truthful, baseline, 2.839722, 3.259521
360269, truthful, baseline, 2.853973, 3.22168
360278, truthful, baseline, 2.844894, 3.286057
360294, truthful, baseline, 2.8647, 3.217972
360303, truthful, baseline, 2.855026, 3.210739
360311, truthful, baseline, 2.787109, 3.090317
360319, truthful, baseline, 2.876282, 3.167892
360336, truthful, baseline, 2.870132, 3.197784
360344, truthful, baseline, 2.908188, 3.171875
360353, truthful, baseline, 2.7612, 3.175934
360369, truthful, baseline, 2.841095, 3.111771
360378, truthful, baseline, 2.738159, 3.16922
360386, truthful, baseline, 2.792496, 3.134995
360403, truthful, baseline, 2.737549, 3.109543
360411, truthful, baseline, 2.762085, 3.004562
360419, truthful, baseline, 2.738449, 3.024582
360436, truthful, baseline, 2.776093, 3.126785
360444, truthful, baseline, 2.856201, 3.049347
360453, truthful, baseline, 2.91658, 3.019699
360469, truthful, baseline, 2.807297, 3.15889
360478, truthful, baseline, 2.645767, 3.186874
360486, truthful, baseline, 2.708679, 3.059418
360503, truthful, baseline, 2.802963, 3.225754
360511, truthful, baseline, 2.795563, 3.057281
360519, truthful, baseline, 2.784576, 3.017548
360536, truthful, baseline, 2.761642, 2.97673
360544, truthful, baseline, 2.842987, 2.972504
360553, truthful, baseline, 2.785172, 2.780899
