Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
1191013, 25729, lying, baseline, 33.286, 3.947617, -27.80775, -0.102356, -0.1292572, 0.9863129, 3.364868, 1, -32.80074, 3.813858, -30.41678, -0.07492065, -0.1218414, 0.9897156, 3.335846, 1
1191021, 25730, lying, baseline, 33.28282, 3.946457, -27.77425, -0.1047974, -0.1306152, 0.9858704, 3.365601, 1, -32.80153, 3.818497, -30.41402, -0.07543945, -0.1225891, 0.9895782, 3.335159, 1
1191029, 25731, lying, baseline, 33.28275, 3.946152, -27.75558, -0.1053009, -0.1301575, 0.9858704, 3.356064, 1, -32.80409, 3.818863, -30.41399, -0.07510376, -0.122757, 0.9895782, 3.335052, 1
1191046, 25733, lying, baseline, 33.28227, 3.94371, -27.75415, -0.1066589, -0.1284485, 0.9859619, 3.356064, 1, -32.80621, 3.819519, -30.41359, -0.07603455, -0.1153259, 0.9904022, 3.337448, 1
1191054, 25734, lying, baseline, 33.28221, 3.94371, -27.75415, -0.1065826, -0.1281738, 0.9859924, 3.346313, 1, -32.80687, 3.819626, -30.41318, -0.0761261, -0.1153412, 0.9904022, 3.337479, 1
1191063, 25735, lying, baseline, 33.28212, 3.94371, -27.75415, -0.1089478, -0.128067, 0.9857483, 3.35611, 1, -32.80827, 3.82103, -30.41286, -0.07615662, -0.1148529, 0.990448, 3.337524, 1
1191079, 25737, lying, baseline, 33.2818, 3.94371, -27.75415, -0.1093445, -0.1258698, 0.9859924, 3.34671, 1, -32.81096, 3.821167, -30.41222, -0.07637024, -0.1148071, 0.9904327, 3.337524, 1
1191088, 25738, lying, baseline, 33.2818, 3.94371, -27.75415, -0.1093445, -0.1258698, 0.9859924, 3.34671, 1, -32.81276, 3.821198, -30.41222, -0.07597351, -0.1147156, 0.9904785, 3.365601, 1
1191096, 25739, lying, baseline, 33.2818, 3.94371, -27.75415, -0.1093445, -0.1256714, 0.9860229, 3.346725, 1, -32.81279, 3.821198, -30.41222, -0.07595825, -0.1147003, 0.9904785, 3.365677, 1
1191113, 25741, lying, baseline, 33.26321, 4.035126, -28.09042, -0.1051025, -0.1269073, 0.9863281, 3.326874, 1, -32.81415, 3.821274, -30.41222, -0.07565308, -0.11409, 0.9905701, 3.383942, 1
1191121, 25742, lying, baseline, 33.26309, 4.038849, -28.09247, -0.1049957, -0.1275024, 0.9862518, 3.319153, 1, -32.81415, 3.822052, -30.41222, -0.07626343, -0.1141205, 0.9905243, 3.387909, 1
1191129, 25743, lying, baseline, 33.2627, 4.038925, -28.09247, -0.1047821, -0.1275177, 0.9862823, 3.319168, 1, -32.81415, 3.822067, -30.41054, -0.07627869, -0.114212, 0.990509, 3.387924, 1
1191146, 25745, lying, baseline, 33.2623, 4.040283, -28.09247, -0.1049194, -0.1275024, 0.9862671, 3.327148, 1, -32.81415, 3.823044, -30.41005, -0.07658386, -0.1143188, 0.9904785, 3.389603, 1
1191154, 25746, lying, baseline, 33.26224, 4.040878, -28.09247, -0.1050568, -0.1275787, 0.9862366, 3.348587, 1, -32.81415, 3.823288, -30.40796, -0.07675171, -0.1137085, 0.9905396, 3.398254, 1
1191163, 25747, lying, baseline, 33.26201, 4.040878, -28.09247, -0.1050415, -0.1272583, 0.9862823, 3.352997, 1, -32.81415, 3.82341, -30.40718, -0.07655334, -0.1144257, 0.9904633, 3.406998, 1
1191179, 25749, lying, baseline, 33.26138, 4.041702, -28.09247, -0.1051636, -0.1253204, 0.9865112, 3.354385, 1, -32.81377, 3.824371, -30.40443, -0.0776062, -0.1140137, 0.9904327, 3.398636, 1
1191188, 25750, lying, baseline, 33.26016, 4.041855, -28.08916, -0.1051178, -0.1252136, 0.9865417, 3.354492, 1, -32.81216, 3.824905, -30.40411, -0.0769043, -0.1131744, 0.9905853, 3.406815, 1
1191196, 25751, lying, baseline, 33.2599, 4.042206, -28.08559, -0.105545, -0.1254578, 0.9864655, 3.353195, 1, -32.81203, 3.825027, -30.40352, -0.07669067, -0.1121979, 0.9907074, 3.390762, 1
1191213, 25753, lying, baseline, 33.25923, 4.042435, -28.08429, -0.1060944, -0.1253357, 0.9864197, 3.35466, 1, -32.8119, 3.82695, -30.40109, -0.07669067, -0.1124878, 0.9906769, 3.40744, 1
1191221, 25754, lying, baseline, 33.25871, 4.042542, -28.08429, -0.1053162, -0.1253357, 0.986496, 3.354599, 1, -32.81148, 3.827377, -30.39877, -0.07702637, -0.1111908, 0.990799, 3.407822, 1
1191229, 25755, lying, baseline, 33.25864, 4.042542, -28.08429, -0.1055145, -0.1253204, 0.9864807, 3.361679, 1, -32.8107, 3.827393, -30.39835, -0.0771637, -0.1103821, 0.9908752, 3.407776, 1
1191246, 25757, lying, baseline, 33.25821, 4.042816, -28.0813, -0.1055145, -0.1248932, 0.9865417, 3.373611, 1, -32.81027, 3.827652, -30.39728, -0.07699585, -0.1103668, 0.9908905, 3.400513, 1
1191254, 25758, lying, baseline, 33.2581, 4.042938, -28.08073, -0.1054993, -0.1248474, 0.9865417, 3.373611, 1, -32.80879, 3.828064, -30.39699, -0.07727051, -0.1099854, 0.990921, 3.400604, 1
1191263, 25759, lying, baseline, 33.25763, 4.042938, -28.0804, -0.1053619, -0.1248627, 0.986557, 3.368973, 1, -32.8082, 3.829514, -30.3945, -0.0765686, -0.1103821, 0.990921, 3.400482, 1
1191279, 25761, lying, baseline, 33.25752, 4.043655, -28.08073, -0.105423, -0.1244812, 0.9866028, 3.378937, 1, -32.80782, 3.829559, -30.39345, -0.0766449, -0.1100922, 0.9909515, 3.397675, 1
1191288, 25762, lying, baseline, 33.25697, 4.043854, -28.08359, -0.1054382, -0.1235199, 0.9867096, 3.396866, 1, -32.80751, 3.829849, -30.39264, -0.07670593, -0.1101685, 0.9909363, 3.394257, 1
1191296, 25763, lying, baseline, 33.2569, 4.043854, -28.08073, -0.1058807, -0.1237488, 0.9866486, 3.388504, 1, -32.80743, 3.830368, -30.39191, -0.07632446, -0.1103363, 0.9909515, 3.394211, 1
1191313, 25765, lying, baseline, 33.25688, 4.044373, -28.08359, -0.1051788, -0.1236877, 0.9867249, 3.388443, 1, -32.80609, 3.830368, -30.39024, -0.07658386, -0.1107788, 0.9908752, 3.392365, 1
