Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
418615, truthful, baseline, 3.148788, 3.433853
418615, truthful, baseline, 3.148788, 3.433853
418623, truthful, baseline, 3.144516, 3.433899
418640, truthful, baseline, 3.149872, 3.433182
418648, truthful, baseline, 3.150513, 3.432968
418657, truthful, baseline, 3.15033, 3.473206
418673, truthful, baseline, 3.151321, 3.462357
418682, truthful, baseline, 3.128815, 3.467331
418690, truthful, baseline, 3.296082, 3.52562
418707, truthful, baseline, 3.218506, 3.470123
418715, truthful, baseline, 3.257431, 3.451736
418723, truthful, baseline, 3.267578, 3.534348
418740, truthful, baseline, 3.267258, 3.492126
418748, truthful, baseline, 3.268158, 3.429306
418757, truthful, baseline, 3.267288, 3.445984
418773, truthful, baseline, 3.229416, 3.452225
418782, truthful, baseline, 3.247437, 3.461441
418790, truthful, baseline, 3.229202, 3.467636
418807, truthful, baseline, 3.229568, 3.467346
418815, truthful, baseline, 3.227295, 3.461624
418823, truthful, baseline, 3.229996, 3.467682
418840, truthful, baseline, 3.230362, 3.457397
418848, truthful, baseline, 3.230408, 3.45311
418857, truthful, baseline, 3.225983, 3.448364
418873, truthful, baseline, 3.218765, 3.4534
418882, truthful, baseline, 3.21907, 3.444519
418890, truthful, baseline, 3.21994, 3.444519
418907, truthful, baseline, 3.21936, 3.436661
418915, truthful, baseline, 3.219894, 3.436584
418923, truthful, baseline, 3.219986, 3.426529
418940, truthful, baseline, 3.218201, 3.418259
418948, truthful, baseline, 3.21669, 3.416245
418957, truthful, baseline, 3.213501, 3.409149
418973, truthful, baseline, 3.184494, 3.393875
418982, truthful, baseline, 3.167542, 3.383148
418990, truthful, baseline, 3.167038, 3.372467
419007, truthful, baseline, 3.161819, 3.371307
419015, truthful, baseline, 3.157852, 3.371628
419032, truthful, baseline, 3.133942, 3.365585
419040, truthful, baseline, 3.129486, 3.365417
419048, truthful, baseline, 3.115845, 3.362549
419065, truthful, baseline, 3.107071, 3.353027
419073, truthful, baseline, 3.101837, 3.352112
419082, truthful, baseline, 3.095856, 3.352203
419107, truthful, baseline, 3.067337, 3.327896
419107, truthful, baseline, 3.067337, 3.327896
419115, truthful, baseline, 3.067352, 3.307877
419132, truthful, baseline, 3.060989, 3.291428
419140, truthful, baseline, 3.06076, 3.275757
419148, truthful, baseline, 3.059738, 3.266663
419165, truthful, baseline, 2.992889, 3.243454
419173, truthful, baseline, 2.933044, 3.198959
419182, truthful, baseline, 2.940887, 3.184814
419198, truthful, baseline, 3.001999, 3.178711
419207, truthful, baseline, 2.884888, 3.145859
419215, truthful, baseline, 2.868301, 3.095276
419232, truthful, baseline, 2.873764, -1
419240, truthful, baseline, 2.804825, -1
419257, truthful, baseline, -1, -1
419265, truthful, baseline, -1, -1
419273, truthful, baseline, -1, -1
419282, truthful, baseline, -1, -1
419298, truthful, baseline, -1, -1
419307, truthful, baseline, -1, -1
419315, truthful, baseline, -1, -1
419332, truthful, baseline, -1, -1
419340, truthful, baseline, -1, -1
419348, truthful, baseline, -1, -1
419365, truthful, baseline, -1, -1
419373, truthful, baseline, 2.869843, 3.10965
419382, truthful, baseline, 2.87001, 3.053009
419398, truthful, baseline, 2.898285, 3.288727
419407, truthful, baseline, 2.976532, 3.25882
419415, truthful, baseline, 2.928467, 3.14476
419432, truthful, baseline, 2.970673, 3.163895
419440, truthful, baseline, 2.94812, 3.162476
419448, truthful, baseline, 2.958328, 3.209152
419465, truthful, baseline, 2.990601, 3.204178
419473, truthful, baseline, 2.928024, 3.403534
419481, truthful, baseline, 2.957626, 3.237778
419498, truthful, baseline, 3.052826, 3.19809
419506, truthful, baseline, 2.936935, 3.235107
419515, truthful, baseline, 3.019485, 3.214706
419531, truthful, baseline, 2.971191, 3.164398
419540, truthful, baseline, 2.971863, 3.184937
419548, truthful, baseline, 3.052689, 3.081787
419565, truthful, baseline, 2.981277, 3.131927
419573, truthful, baseline, 2.965744, 3.167557
