Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
345173, 80628, truthful, baseline, 34.04373, 2.56105, -33.97847, -0.03691101, -0.2889404, 0.9566193, 2.757385, 1, -31.42815, -0.8921204, -32.55579, 0.1162567, -0.2472382, 0.9619446, 3.063812, 1
345173, 80628, truthful, baseline, 34.04373, 2.56105, -33.97847, -0.03691101, -0.2889404, 0.9566193, 2.757385, 1, -31.42815, -0.8921204, -32.55579, 0.1162567, -0.2472382, 0.9619446, 3.063812, 1
345181, 80629, truthful, baseline, 34.04361, 2.560989, -33.97871, -0.03651428, -0.2893829, 0.9565125, 2.754883, 1, -31.42926, -0.8926849, -32.55618, 0.1165619, -0.2483826, 0.9616089, 3.087631, 1
345189, 80630, truthful, baseline, 34.04373, 2.560715, -33.97881, -0.03677368, -0.2900696, 0.9562836, 2.749954, 1, -31.43115, -0.8931122, -32.55672, 0.1159668, -0.2484741, 0.9616547, 3.084549, 1
345206, 80632, truthful, baseline, 34.04385, 2.559418, -33.97888, -0.03678894, -0.2908173, 0.9560547, 2.749893, 1, -31.43494, -0.8944855, -32.55789, 0.1151581, -0.2472839, 0.9620667, 3.085175, 1
345214, 80633, truthful, baseline, 34.04385, 2.558395, -33.9789, -0.03703308, -0.2909546, 0.9560089, 2.745026, 1, -31.43681, -0.8954315, -32.55855, 0.1149139, -0.2463989, 0.962326, 3.085556, 1
345223, 80634, truthful, baseline, 34.04411, 2.557922, -33.97905, -0.03726196, -0.2909241, 0.9560089, 2.740234, 1, -31.43701, -0.8956909, -32.55898, 0.1147156, -0.2459259, 0.9624634, 3.086853, 1
345239, 80636, truthful, baseline, 34.04616, 2.555481, -33.97917, -0.03744507, -0.291626, 0.9557953, 2.738251, 1, -31.43867, -0.8953857, -32.56236, 0.1143951, -0.2461548, 0.9624481, 3.085495, 1
345248, 80637, truthful, baseline, 34.04616, 2.555481, -33.97925, -0.03765869, -0.2923584, 0.9555511, 2.738159, 1, -31.44165, -0.8953857, -32.56319, 0.1149292, -0.2472229, 0.9621124, 3.085098, 1
345256, 80638, truthful, baseline, 34.04616, 2.555481, -33.97925, -0.03764343, -0.2923737, 0.9555511, 2.734848, 1, -31.4435, -0.8953857, -32.5636, 0.1149139, -0.2472076, 0.9621124, 3.087784, 1
345273, 80640, truthful, baseline, 34.04616, 2.555023, -33.97961, -0.03739929, -0.2922668, 0.9555969, 2.728928, 1, -31.44412, -0.8953857, -32.56441, 0.1132813, -0.2471161, 0.962326, 3.088028, 1
345281, 80641, truthful, baseline, 34.04616, 2.55397, -33.97966, -0.03739929, -0.2922058, 0.9556122, 2.728851, 1, -31.44455, -0.8959503, -32.56473, 0.1139526, -0.2471924, 0.9622345, 3.086609, 1
345289, 80642, truthful, baseline, 34.04637, 2.553558, -33.98001, -0.03788757, -0.2922058, 0.9555969, 2.728958, 1, -31.4453, -0.8959503, -32.56473, 0.1152649, -0.2472382, 0.9620667, 3.086624, 1
345306, 80644, truthful, baseline, 34.04716, 2.553284, -33.98024, -0.03764343, -0.2927246, 0.9554443, 2.738007, 1, -31.44598, -0.8953857, -32.56473, 0.1144714, -0.2465057, 0.9623413, 3.08667, 1
345314, 80645, truthful, baseline, 34.04732, 2.553284, -33.98024, -0.03833008, -0.2928009, 0.9553986, 2.772476, 1, -31.44664, -0.8953857, -32.56473, 0.1146393, -0.246048, 0.9624481, 3.093643, 1
345323, 80646, truthful, baseline, 34.04739, 2.553284, -33.98024, -0.03739929, -0.2927094, 0.9554596, 2.7724, 1, -31.44664, -0.8953857, -32.56473, 0.1146851, -0.2464905, 0.962326, 3.099411, 1
345339, 80648, truthful, baseline, 34.04764, 2.553558, -33.98053, -0.0375061, -0.2921753, 0.9556122, 2.74733, 1, -31.44725, -0.8953857, -32.56369, 0.115097, -0.2471771, 0.9620972, 3.098953, 1
345348, 80649, truthful, baseline, 34.0486, 2.553833, -33.98062, -0.03762817, -0.2919617, 0.9556732, 2.772491, 1, -31.44728, -0.8950348, -32.56218, 0.1147919, -0.2472839, 0.9621124, 3.099152, 1
345356, 80650, truthful, baseline, 34.04866, 2.555023, -33.9807, -0.03663635, -0.291626, 0.9558258, 2.772552, 1, -31.44728, -0.8942108, -32.56189, 0.1148529, -0.2472534, 0.9621124, 3.108337, 1
345373, 80652, truthful, baseline, 34.04897, 2.555023, -33.98094, -0.0368042, -0.2913513, 0.9559021, 2.792374, 1, -31.44728, -0.8942108, -32.56067, 0.1151428, -0.2482605, 0.9618225, 3.108154, 1
