Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
402435, truthful, baseline, 2.862885, 3.101578
402435, truthful, baseline, 2.862885, 3.101578
402444, truthful, baseline, 2.853317, 3.079651
402452, truthful, baseline, 2.868332, 3.095932
402469, truthful, baseline, 2.875168, 3.204254
402477, truthful, baseline, 2.850143, 2.990341
402485, truthful, baseline, 2.792801, 2.750412
402502, truthful, baseline, 2.84346, -1
402510, truthful, baseline, -1, -1
402519, truthful, baseline, -1, -1
402535, truthful, baseline, -1, -1
402544, truthful, baseline, -1, -1
402552, truthful, baseline, -1, -1
402569, truthful, baseline, -1, -1
402577, truthful, baseline, -1, -1
402585, truthful, baseline, -1, -1
402602, truthful, baseline, -1, -1
402610, truthful, baseline, -1, -1
402627, truthful, baseline, -1, -1
402635, truthful, baseline, -1, -1
402644, truthful, baseline, -1, -1
402652, truthful, baseline, -1, -1
402669, truthful, baseline, -1, -1
402677, truthful, baseline, -1, -1
402685, truthful, baseline, -1, -1
402702, truthful, baseline, -1, -1
402710, truthful, baseline, 2.942719, 3.210388
402719, truthful, baseline, 2.921188, 3.083725
402735, truthful, baseline, 2.981689, 3.187668
402744, truthful, baseline, 2.935989, 3.165253
402752, truthful, baseline, 2.924957, 3.185593
402769, truthful, baseline, 2.856842, 3.29866
402777, truthful, baseline, 2.891327, 3.150833
402785, truthful, baseline, 2.898605, 3.122345
402802, truthful, baseline, 2.909119, 3.169037
402810, truthful, baseline, 2.911896, 3.152054
402819, truthful, baseline, 2.937302, 3.164291
402835, truthful, baseline, 3.009964, 3.163818
402844, truthful, baseline, 2.933044, 3.202728
402852, truthful, baseline, 2.961975, 3.157303
402869, truthful, baseline, 2.970444, 3.153992
402877, truthful, baseline, 2.986542, 3.205521
402885, truthful, baseline, 3.070633, 3.398697
402902, truthful, baseline, 2.833191, 3.241898
402910, truthful, baseline, 2.995193, 3.247681
402919, truthful, baseline, 3.008743, 3.330063
402935, truthful, baseline, 3.086792, 3.453506
402944, truthful, baseline, 3.013397, 3.389359
402960, truthful, baseline, 3.05159, 3.286301
402969, truthful, baseline, 3.003876, 3.381775
402977, truthful, baseline, 3.035629, 3.319153
402994, truthful, baseline, 3.04277, 3.346649
403002, truthful, baseline, 3.02356, 3.345596
403010, truthful, baseline, 3.028473, 3.344803
403027, truthful, baseline, 3.028625, 3.314255
403035, truthful, baseline, 3.024078, 3.311249
403052, truthful, baseline, 3.022293, 3.31073
403060, truthful, baseline, 3.020676, 3.307922
403069, truthful, baseline, 3.019226, 3.307648
403077, truthful, baseline, 3.017731, 3.307663
403094, truthful, baseline, 3.016693, 3.296112
403102, truthful, baseline, 3.016342, 3.291321
403119, truthful, baseline, 3.000732, 3.285812
403127, truthful, baseline, 2.993973, 3.28511
403135, truthful, baseline, 2.993759, 3.282974
403152, truthful, baseline, 2.972168, 3.284973
403160, truthful, baseline, 2.967896, 3.285019
403169, truthful, baseline, 2.952042, 3.283676
403177, truthful, baseline, 2.943283, 3.271469
403194, truthful, baseline, 2.943146, 3.259613
403202, truthful, baseline, 2.942688, 3.25975
403210, truthful, baseline, 2.942566, 3.259445
403227, truthful, baseline, 2.915894, 3.258682
403235, truthful, baseline, 2.915848, 3.258514
403252, truthful, baseline, 2.915543, 3.255478
403260, truthful, baseline, 2.915268, 3.252869
403268, truthful, baseline, 2.915298, 3.25296
403277, truthful, baseline, 2.915192, 3.252975
403293, truthful, baseline, 2.920273, 3.252686
403302, truthful, baseline, 2.920883, 3.252716
403310, truthful, baseline, 2.921417, 3.287308
403327, truthful, baseline, 2.930389, 3.328674
403335, truthful, baseline, 2.927551, 3.306213
403343, truthful, baseline, 2.954346, 3.227203
403360, truthful, baseline, 2.973816, 3.22081
403368, truthful, baseline, 2.858994, -1
403385, truthful, baseline, -1, -1
403393, truthful, baseline, -1, -1
403410, truthful, baseline, -1, -1
403418, truthful, baseline, -1, -1
403427, truthful, baseline, -1, -1
403443, truthful, baseline, -1, -1
403452, truthful, baseline, -1, -1
403460, truthful, baseline, -1, -1
403468, truthful, baseline, -1, -1
403477, truthful, baseline, -1, -1
403493, truthful, baseline, -1, -1
403502, truthful, baseline, -1, -1
403510, truthful, baseline, -1, -1
403527, truthful, baseline, -1, -1
403535, truthful, baseline, 2.848267, 3.080841
403543, truthful, baseline, 2.883026, 3.080582
403560, truthful, baseline, 2.914368, 3.093445
403568, truthful, baseline, 2.965744, 3.166718
403577, truthful, baseline, 2.886307, 3.112106
403593, truthful, baseline, 2.964539, 3.156754
403602, truthful, baseline, 2.962143, 3.177795
403610, truthful, baseline, 2.903778, 3.190414
403627, truthful, baseline, 2.948273, 3.159744
403635, truthful, baseline, 2.952087, 3.189926
403643, truthful, baseline, 2.956131, 3.192719
403660, truthful, baseline, 2.957413, 3.202194
403668, truthful, baseline, 2.957596, 3.18689
403677, truthful, baseline, 2.957291, 3.181534
403693, truthful, baseline, 2.957916, 3.181015
403702, truthful, baseline, 2.962585, 3.185349
403710, truthful, baseline, 2.967789, 3.187286
403727, truthful, baseline, 2.981018, 3.265259
403735, truthful, baseline, 2.960938, 3.231781
403743, truthful, baseline, 2.994659, 3.166412
403760, truthful, baseline, 3.007156, 3.178848
403768, truthful, baseline, 3.002014, 3.257004
403777, truthful, baseline, 2.997345, 3.229202
403793, truthful, baseline, 2.973801, 3.263397
403802, truthful, baseline, 2.899048, 3.18576
403810, truthful, baseline, 2.935547, 3.244888
403827, truthful, baseline, 2.933655, 3.13559
403835, truthful, baseline, 2.972595, 3.140289
403843, truthful, baseline, 2.903503, 3.113068
403860, truthful, baseline, 2.961578, 3.143661
403868, truthful, baseline, 2.928238, 2.996429
403885, truthful, baseline, -1, -1
403893, truthful, baseline, -1, -1
403902, truthful, baseline, -1, -1
403918, truthful, baseline, -1, -1
403927, truthful, baseline, -1, -1
403935, truthful, baseline, -1, -1
403952, truthful, baseline, -1, -1
403960, truthful, baseline, -1, -1
403968, truthful, baseline, -1, -1
403985, truthful, baseline, -1, -1
403993, truthful, baseline, -1, -1
404002, truthful, baseline, -1, -1
404010, truthful, baseline, -1, -1
404027, truthful, baseline, -1, -1
404035, truthful, baseline, -1, -1
404043, truthful, baseline, -1, -1
404060, truthful, baseline, -1, -1
404068, truthful, baseline, -1, -1
404077, truthful, baseline, -1, -1
404093, truthful, baseline, 2.802444, 2.922836
404102, truthful, baseline, 2.780365, 2.983704
404110, truthful, baseline, 2.846008, 3.022583
404127, truthful, baseline, 2.835831, 2.964996
404135, truthful, baseline, 2.749908, 3.001083
404143, truthful, baseline, 2.880051, 2.914871
404160, truthful, baseline, 2.788116, 3.041122
404168, truthful, baseline, 2.852295, 3.035492
404177, truthful, baseline, 2.826141, 2.903931
