Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
304790, truthful, baseline, 2.905716, 3.268173
304790, truthful, baseline, 2.905716, 3.268173
304798, truthful, baseline, 2.90271, 3.262497
304815, truthful, baseline, 2.891479, 3.262573
304823, truthful, baseline, 2.902557, 3.280777
304831, truthful, baseline, 2.914932, 3.280624
304848, truthful, baseline, 2.928513, 3.280319
304856, truthful, baseline, 2.933502, 3.280212
304865, truthful, baseline, 2.933502, 3.250885
304881, truthful, baseline, 2.936722, 3.250961
304890, truthful, baseline, 2.936813, 3.250732
304898, truthful, baseline, 2.936676, 3.263626
304915, truthful, baseline, 2.941208, 3.263809
304923, truthful, baseline, 2.946609, 3.280014
304931, truthful, baseline, 2.952713, 3.263611
304948, truthful, baseline, 2.962845, 3.262985
304956, truthful, baseline, 2.962921, 3.260437
304965, truthful, baseline, 2.962784, 3.260315
304973, truthful, baseline, 2.953003, 3.260239
304990, truthful, baseline, 2.962769, 3.260345
304998, truthful, baseline, 2.962769, 3.26033
305006, truthful, baseline, 2.962936, 3.246384
305023, truthful, baseline, 2.964386, 3.246658
305031, truthful, baseline, 2.964325, 3.246552
305048, truthful, baseline, 2.949203, 3.24649
305056, truthful, baseline, 2.938004, 3.26741
305065, truthful, baseline, 2.949295, 3.27243
305073, truthful, baseline, 2.939072, 3.285065
305090, truthful, baseline, 2.947189, 3.293259
305098, truthful, baseline, 2.947205, 3.294998
305115, truthful, baseline, 2.939575, 3.302109
305123, truthful, baseline, 2.947372, 3.306198
305131, truthful, baseline, 2.99324, 3.34462
305148, truthful, baseline, 2.811859, 3.281296
305156, truthful, baseline, 2.730835, 2.971649
305165, truthful, baseline, 2.788101, 2.779587
305181, truthful, baseline, 2.63356, -1
305190, truthful, baseline, 2.068985, -1
305206, truthful, baseline, -1, -1
305215, truthful, baseline, -1, -1
305223, truthful, baseline, -1, -1
305240, truthful, baseline, -1, -1
305248, truthful, baseline, -1, -1
305256, truthful, baseline, -1, -1
305273, truthful, baseline, -1, -1
305281, truthful, baseline, -1, -1
305290, truthful, baseline, -1, -1
305306, truthful, baseline, -1, -1
305315, truthful, baseline, -1, -1
305323, truthful, baseline, -1, -1
305340, truthful, baseline, -1, -1
305348, truthful, baseline, -1, -1
