Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
194030, 62487, lying, baseline, 34.04955, 5.223648, -32.0728, -0.02204895, 0.0647583, 0.9976501, 3.091049, 1, -32.63069, 1.660645, -32.18282, -0.005355835, 0.06906128, 0.9975891, 3.179916, 1
194030, 62487, lying, baseline, 34.04955, 5.223648, -32.0728, -0.02204895, 0.0647583, 0.9976501, 3.091049, 1, -32.63069, 1.660645, -32.18282, -0.005355835, 0.06906128, 0.9975891, 3.179916, 1
194039, 62488, lying, baseline, 34.04974, 5.220993, -32.07014, -0.02238464, 0.06498718, 0.9976196, 3.090836, 1, -32.63123, 1.66185, -32.20338, -0.005355835, 0.06938171, 0.9975739, 3.181564, 1
194047, 62489, lying, baseline, 34.04994, 5.218323, -32.06749, -0.02210999, 0.06524658, 0.9976196, 3.090805, 1, -32.63254, 1.662613, -32.20688, -0.005462646, 0.06930542, 0.9975739, 3.181259, 1
194064, 62491, lying, baseline, 34.06432, 5.187851, -31.98442, -0.02532959, 0.06541443, 0.9975281, 3.061752, 1, -32.63451, 1.660645, -32.21846, -0.005432129, 0.07014465, 0.9975128, 3.18129, 1
194072, 62492, lying, baseline, 34.06775, 5.179474, -31.96263, -0.02575684, 0.06591797, 0.9974823, 3.055145, 1, -32.63518, 1.659424, -32.21201, -0.005371094, 0.07003784, 0.9975281, 3.181503, 1
194080, 62493, lying, baseline, 34.0712, 5.171097, -31.94083, -0.02618408, 0.06639099, 0.9974365, 3.048355, 1, -32.63518, 1.659073, -32.21201, -0.005355835, 0.07014465, 0.9975128, 3.181503, 1
194097, 62495, lying, baseline, 34.07217, 5.165604, -31.9319, -0.02613831, 0.06651306, 0.9974365, 3.040497, 1, -32.63518, 1.657089, -32.21201, -0.005432129, 0.06639099, 0.9977722, 3.175507, 1
194105, 62496, lying, baseline, 34.07233, 5.164902, -31.93069, -0.02609253, 0.06651306, 0.9974365, 3.039886, 1, -32.63518, 1.65683, -32.21201, -0.005828857, 0.06570435, 0.997818, 3.173843, 1
194114, 62497, lying, baseline, 34.07248, 5.1642, -31.92949, -0.02606201, 0.06643677, 0.9974365, 3.039459, 1, -32.63518, 1.65683, -32.21201, -0.00819397, 0.06562805, 0.9978027, 3.171921, 1
194130, 62499, lying, baseline, 34.07385, 5.152328, -31.88542, -0.02557373, 0.06427002, 0.9975891, 3.031601, 1, -32.63518, 1.646164, -32.21201, -0.008270264, 0.06762695, 0.9976654, 3.150146, 1
194139, 62500, lying, baseline, 34.07448, 5.15123, -31.88048, -0.02561951, 0.06428528, 0.9975891, 3.029327, 1, -32.63254, 1.646164, -32.2049, -0.006530762, 0.06654358, 0.997757, 3.14563, 1
194147, 62501, lying, baseline, 34.07449, 5.146912, -31.86761, -0.02560425, 0.06413269, 0.9976044, 3.028717, 1, -32.63223, 1.646164, -32.2049, -0.006561279, 0.0665741, 0.997757, 3.14949, 1
194164, 62503, lying, baseline, 34.07449, 5.126022, -31.78708, -0.0241394, 0.06430054, 0.9976349, 3.004745, 1, -32.62833, 1.646164, -32.2049, -0.006591797, 0.06640625, 0.997757, 3.149353, 1
194172, 62504, lying, baseline, 34.07449, 5.12561, -31.78481, -0.02366638, 0.06436157, 0.9976349, 3.004822, 1, -32.62782, 1.646164, -32.2049, -0.00668335, 0.06643677, 0.997757, 3.14946, 1
194180, 62505, lying, baseline, 34.07448, 5.124359, -31.78273, -0.02359009, 0.06443787, 0.9976349, 3.00386, 1, -32.62692, 1.646164, -32.2049, -0.006896973, 0.06640625, 0.997757, 3.145523, 1
194197, 62507, lying, baseline, 34.07448, 5.123413, -31.77525, -0.02333069, 0.06413269, 0.9976654, 2.987503, 1, -32.62692, 1.64769, -32.2049, -0.006896973, 0.06715393, 0.9977112, 3.142349, 1
194205, 62508, lying, baseline, 34.07448, 5.121231, -31.76828, -0.02333069, 0.06422424, 0.9976501, 2.987671, 1, -32.62692, 1.649948, -32.21376, -0.006851196, 0.06716919, 0.9977112, 3.142258, 1
194214, 62509, lying, baseline, 34.06424, 5.121216, -31.75911, -0.02128601, 0.06388855, 0.9977264, 2.985519, 1, -32.62692, 1.649948, -32.21376, -0.006851196, 0.06716919, 0.9977112, 3.142273, 1
194230, 62511, lying, baseline, 34.06145, 5.116196, -31.74539, -0.02081299, 0.06408691, 0.9977264, 2.963715, 1, -32.62692, 1.649948, -32.21376, -0.009262085, 0.06719971, 0.9976959, 3.132538, 1
