Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
373608, 84041, truthful, baseline, 34.60939, 4.533234, -32.47949, 0.01461792, 0.08920288, 0.9958954, 3.078049, 1, -32.00072, 1.575851, -32.65834, 0.04026794, 0.1130371, 0.9927673, 3.306091, 1
373616, 84042, truthful, baseline, 34.61761, 4.54422, -32.5257, 0.01678467, 0.09516907, 0.9953156, 2.995712, 1, -31.99985, 1.566345, -32.63123, 0.04069519, 0.1131287, 0.9927368, 3.20462, 1
373625, 84043, truthful, baseline, 34.62335, 4.555496, -32.56302, 0.01577759, 0.09133911, 0.9956818, 3.067795, 1, -31.99898, 1.556854, -32.60413, 0.04147339, 0.1138153, 0.99263, 3.169815, 1
373641, 84045, truthful, baseline, 34.63574, 4.569473, -32.61395, 0.01329041, 0.09423828, 0.9954529, 3.015244, 1, -31.99185, 1.533112, -32.56143, 0.03938293, 0.1130676, 0.9927979, 3.139923, 1
373650, 84046, truthful, baseline, 34.6395, 4.569458, -32.6143, 0.0138092, 0.09393311, 0.9954681, 3.02507, 1, -31.99089, 1.533096, -32.56592, 0.03678894, 0.1179962, 0.9923248, 3.221603, 1
373658, 84047, truthful, baseline, 34.64171, 4.568481, -32.6115, 0.01449585, 0.09437561, 0.9954224, 3.015457, 1, -31.99255, 1.524368, -32.54936, 0.04031372, 0.1116791, 0.9929199, 3.109238, 1
373675, 84049, truthful, baseline, 34.64288, 4.552704, -32.55327, 0.01574707, 0.09466553, 0.9953766, 3.00882, 1, -31.99469, 1.498444, -32.47572, 0.04125977, 0.1140594, 0.9926147, 3.167938, 1
373683, 84050, truthful, baseline, 34.64317, 4.537903, -32.49788, 0.01603699, 0.09544373, 0.9953003, 3.012436, 1, -31.99951, 1.514053, -32.52592, 0.04090881, 0.118927, 0.9920502, 3.225708, 1
373691, 84051, truthful, baseline, 34.64253, 4.532776, -32.47566, 0.01596069, 0.09535217, 0.9953003, 3.010834, 1, -32.00471, 1.531494, -32.57822, 0.04475403, 0.1126099, 0.9926147, 3.188339, 1
373708, 84053, truthful, baseline, 34.64215, 4.518326, -32.40833, 0.01615906, 0.09558105, 0.995285, 3.01239, 1, -32.00951, 1.525391, -32.5504, 0.0456543, 0.1144409, 0.9923706, 3.189148, 1
