Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
332334, truthful, baseline, 2.70903, 3.080887
332334, truthful, baseline, 2.70903, 3.080887
332342, truthful, baseline, 2.709137, 3.093536
332350, truthful, baseline, 2.709229, 3.096664
332367, truthful, baseline, 2.712982, 3.096558
332375, truthful, baseline, 2.713165, 3.09642
332384, truthful, baseline, 2.71315, 3.103516
332400, truthful, baseline, 2.713165, 3.103424
332409, truthful, baseline, 2.722321, 3.106369
332417, truthful, baseline, 2.722412, 3.103363
332434, truthful, baseline, 2.712921, 3.076248
332442, truthful, baseline, 2.712738, 3.075638
332450, truthful, baseline, 2.712845, 3.075363
332467, truthful, baseline, 2.705078, 3.082932
332475, truthful, baseline, 2.682724, 3.075211
332484, truthful, baseline, 2.682449, 3.074417
332500, truthful, baseline, 2.681, 3.073761
332509, truthful, baseline, 2.68277, 3.06868
332517, truthful, baseline, 2.680862, 3.061661
332534, truthful, baseline, 2.675354, 3.042587
332542, truthful, baseline, 2.671677, 3.038956
332550, truthful, baseline, 2.661331, 3.024475
332567, truthful, baseline, 2.661102, 3.02449
332575, truthful, baseline, 2.654404, 3.024887
332584, truthful, baseline, 2.660416, 3.025085
332600, truthful, baseline, 2.661194, 3.05658
332609, truthful, baseline, 2.661316, 3.102371
332617, truthful, baseline, 2.661316, 3.123276
332634, truthful, baseline, 2.661285, 3.115662
332642, truthful, baseline, 2.679092, 3.094696
332650, truthful, baseline, 2.767319, 3.073257
332667, truthful, baseline, 2.801117, 3.040436
332675, truthful, baseline, 2.808472, 3.009033
332683, truthful, baseline, 2.773026, 2.974731
332700, truthful, baseline, 2.725571, 2.793045
332708, truthful, baseline, 2.783035, 2.900223
332717, truthful, baseline, 2.742203, 2.935059
332733, truthful, baseline, 2.771194, 2.933075
332742, truthful, baseline, 2.708557, 2.742889
332750, truthful, baseline, 2.662354, 2.792236
332767, truthful, baseline, 2.739746, 2.746338
332775, truthful, baseline, 2.642792, 2.711792
332783, truthful, baseline, 2.688431, 2.781433
332800, truthful, baseline, 2.705566, 2.960678
332808, truthful, baseline, 2.73613, 2.825272
332817, truthful, baseline, 2.746765, 2.772629
332833, truthful, baseline, 2.723358, 2.809021
332842, truthful, baseline, 2.75563, 2.795013
332859, truthful, baseline, 2.745255, 2.794525
332867, truthful, baseline, 2.725632, 2.791245
332875, truthful, baseline, 2.73996, 2.794159
332892, truthful, baseline, 2.651657, 2.794083
332900, truthful, baseline, 2.669235, 2.808975
332909, truthful, baseline, 2.655319, 2.82106
332925, truthful, baseline, 2.640961, 2.851624
332934, truthful, baseline, 2.698425, 2.767319
332950, truthful, baseline, 2.6371, 2.868118
332959, truthful, baseline, 2.696014, 2.868286
332967, truthful, baseline, 2.712753, 2.868164
332984, truthful, baseline, 2.711411, 2.867172
332992, truthful, baseline, 2.702713, 2.867371
333000, truthful, baseline, 2.699158, 2.86795
333017, truthful, baseline, 2.693008, 2.868271
333025, truthful, baseline, 2.690155, 2.86792
333034, truthful, baseline, 2.684921, 2.868149
333050, truthful, baseline, 2.669266, 2.868103
333059, truthful, baseline, 2.659149, 2.868637
333067, truthful, baseline, 2.679123, 2.868347
333084, truthful, baseline, 2.658813, 2.875549
333092, truthful, baseline, 2.658905, 2.875519
333100, truthful, baseline, 2.646301, 2.881714
333117, truthful, baseline, 2.638855, 2.881577
333125, truthful, baseline, 2.638931, 2.882278
333133, truthful, baseline, 2.636719, 2.882416
333150, truthful, baseline, 2.747498, 2.783463
333158, truthful, baseline, 2.655228, 2.88652
333167, truthful, baseline, 2.702057, 2.760727
333183, truthful, baseline, 2.717422, 2.805099
333192, truthful, baseline, 2.710449, 2.83548
333200, truthful, baseline, 2.719559, 2.806274
333217, truthful, baseline, 2.71962, 2.866425
333225, truthful, baseline, 2.718033, 2.874832
333233, truthful, baseline, 2.723206, 2.866638
333250, truthful, baseline, 2.722885, 2.882874
333258, truthful, baseline, 2.717804, 2.87471
333267, truthful, baseline, 2.722839, 2.882965
333283, truthful, baseline, 2.716934, 2.894806
333292, truthful, baseline, 2.717789, 2.895248
333300, truthful, baseline, 2.717514, 2.89563
333317, truthful, baseline, 2.717514, 2.917252
333325, truthful, baseline, 2.717606, 2.940918
333333, truthful, baseline, 2.727417, 2.950256
333350, truthful, baseline, 2.727829, 2.957489
333358, truthful, baseline, 2.727554, 2.957535
333367, truthful, baseline, 2.727905, 2.957504
333383, truthful, baseline, 2.727295, 2.969589
333392, truthful, baseline, 2.72731, 2.974213
333400, truthful, baseline, 2.733658, 2.957108
333417, truthful, baseline, 2.738815, 2.957123
333425, truthful, baseline, 2.738632, 2.957458
333433, truthful, baseline, 2.740173, 2.974792
333450, truthful, baseline, 2.747742, 3.051651
333458, truthful, baseline, 2.950455, 3.042633
333467, truthful, baseline, 2.884415, 2.996521
333483, truthful, baseline, 2.930466, 3.001465
333492, truthful, baseline, 2.924713, 3.042267
333500, truthful, baseline, 2.829727, 3.163498
333517, truthful, baseline, 2.832474, 3.028152
333525, truthful, baseline, 2.833099, 3.025574
333533, truthful, baseline, 2.833481, 3.029099
333550, truthful, baseline, 2.920334, 3.029144
333558, truthful, baseline, 2.837646, 3.025986
333567, truthful, baseline, 2.816711, 3.022842
333575, truthful, baseline, 2.86026, 3.026108
333592, truthful, baseline, 2.85878, 3.055115
333600, truthful, baseline, 2.819351, 3.01152
333617, truthful, baseline, 2.845963, 3.018539
333625, truthful, baseline, 2.833481, 3.054504
333633, truthful, baseline, 2.820114, 3.06778
333650, truthful, baseline, 2.822556, 3.067719
333658, truthful, baseline, 2.834625, 3.054718
333667, truthful, baseline, 2.846893, 3.027664
333675, truthful, baseline, 2.834747, 3.030487
333692, truthful, baseline, 2.822372, 3.05455
333700, truthful, baseline, 2.82196, 3.054947
333717, truthful, baseline, 2.821762, 3.054657
333725, truthful, baseline, 2.821625, 3.053741
