Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
180967, truthful, baseline, 3.005341, 3.088104
180975, truthful, baseline, 3.004059, 3.103455
180983, truthful, baseline, 3.003586, 3.111267
180992, truthful, baseline, 3.003128, 3.103409
181008, truthful, baseline, 3.001221, 3.103363
181017, truthful, baseline, 3.003265, 3.113419
181025, truthful, baseline, 2.999191, 3.113556
181042, truthful, baseline, 3.0056, 3.138565
181050, truthful, baseline, 3.004608, 3.161499
181058, truthful, baseline, 3.004257, 3.138641
181075, truthful, baseline, 3.003891, 3.138763
181083, truthful, baseline, 3.00351, 3.161804
181092, truthful, baseline, 3.003662, 3.161896
181108, truthful, baseline, 3.003738, 3.161484
181117, truthful, baseline, 3.003845, 3.16684
181125, truthful, baseline, 3.009308, 3.179169
181142, truthful, baseline, 3.035095, 3.184814
181150, truthful, baseline, 3.04071, 3.191727
181158, truthful, baseline, 3.035553, 3.184723
181175, truthful, baseline, 3.024506, 3.191711
181183, truthful, baseline, 3.036011, 3.204697
181192, truthful, baseline, 3.055191, 3.205032
181208, truthful, baseline, 3.055389, 3.238724
181217, truthful, baseline, 3.061844, 3.249527
181225, truthful, baseline, 3.067139, 3.24971
181242, truthful, baseline, 3.095932, 3.263611
181250, truthful, baseline, 3.013092, 3.307159
181258, truthful, baseline, 3.058975, 3.271027
181275, truthful, baseline, 3.028702, 3.289185
181283, truthful, baseline, 3.142395, 3.281906
181292, truthful, baseline, 3.117722, 3.328918
181308, truthful, baseline, 3.102325, 3.272873
181317, truthful, baseline, 3.094208, 3.300323
181325, truthful, baseline, 3.103104, 3.286774
181342, truthful, baseline, 3.103149, 3.312088
181350, truthful, baseline, 3.112091, 3.31813
181358, truthful, baseline, 3.104477, 3.312805
181375, truthful, baseline, 3.10466, 3.312088
181383, truthful, baseline, 3.098175, 3.300339
181392, truthful, baseline, 3.09761, 3.312469
181408, truthful, baseline, 3.098694, 3.2957
181417, truthful, baseline, 3.098709, 3.295807
181425, truthful, baseline, 3.098709, 3.295471
181442, truthful, baseline, 3.097458, 3.287552
181450, truthful, baseline, 3.097443, 3.272018
181458, truthful, baseline, 3.099106, 3.247162
181475, truthful, baseline, 3.09729, 3.233444
181483, truthful, baseline, 3.088791, 3.223465
181492, truthful, baseline, 3.085342, 3.223602
181508, truthful, baseline, 3.010773, 3.244232
181517, truthful, baseline, 2.98436, 3.217514
181525, truthful, baseline, 2.998734, 3.279785
181542, truthful, baseline, 3.054169, 3.123718
181550, truthful, baseline, 2.956543, 3.012405
181558, truthful, baseline, 2.849121, 2.933136
181575, truthful, baseline, 2.995682, 2.112762
181583, truthful, baseline, -1, -1
181592, truthful, baseline, -1, -1
181608, truthful, baseline, -1, -1
181617, truthful, baseline, -1, -1
181633, truthful, baseline, -1, -1
181642, truthful, baseline, -1, -1
181650, truthful, baseline, 2.552094, -1
181658, truthful, baseline, 2.925446, -1
181675, truthful, baseline, 3.053146, 1.816681
181683, truthful, baseline, 2.953201, 2.926743
181692, truthful, baseline, 2.995377, 2.774582
181708, truthful, baseline, 2.728607, 3.184601
181716, truthful, baseline, 2.936539, 3.178864
181725, truthful, baseline, 2.768677, 3.208679
181741, truthful, baseline, 2.878799, 3.254852
181750, truthful, baseline, 2.801804, 3.12883
181758, truthful, baseline, 2.886826, 3.175537
181775, truthful, baseline, 2.993469, 3.198364
181783, truthful, baseline, 2.951035, 3.087021
181791, truthful, baseline, 2.868759, 3.176147
181808, truthful, baseline, 3.033813, 2.941742
181816, truthful, baseline, 2.990524, 3.118439
181825, truthful, baseline, 2.864792, 3.038254
181841, truthful, baseline, 3.008957, 2.971893
181850, truthful, baseline, 2.977966, 2.991898
181858, truthful, baseline, 2.89328, 2.88002
181875, truthful, baseline, 2.908112, 3.027771
181883, truthful, baseline, 2.989227, 3.087967
181891, truthful, baseline, 2.941284, 2.987534
181908, truthful, baseline, 2.939529, 3.162704
181916, truthful, baseline, 2.945419, 3.037018
181925, truthful, baseline, 2.939667, 3.110504
181941, truthful, baseline, 2.939529, 3.179825
181950, truthful, baseline, 2.94487, 3.132248
181958, truthful, baseline, 2.95015, 3.177597
181975, truthful, baseline, 2.95224, 3.201813
181983, truthful, baseline, 2.964661, 3.205811
181991, truthful, baseline, 2.977783, 3.20108
182008, truthful, baseline, 2.993057, 3.201248
182016, truthful, baseline, 3.121048, 3.205627
182025, truthful, baseline, 3.036484, 3.245941
182041, truthful, baseline, 3.04837, 3.269775
182050, truthful, baseline, 3.044281, 3.259644
182058, truthful, baseline, 3.046997, 3.249619
182075, truthful, baseline, 3.05246, 3.272491
182083, truthful, baseline, 3.061279, 3.171768
182091, truthful, baseline, 3.068573, 3.179672
182108, truthful, baseline, 3.1091, 3.199814
182116, truthful, baseline, 3.103516, 3.212662
182125, truthful, baseline, 3.098129, 3.213623
182141, truthful, baseline, 3.110428, 3.213196
182150, truthful, baseline, 3.128784, 3.230392
182158, truthful, baseline, 3.069473, 3.189651
182175, truthful, baseline, 3.108902, 3.222549
182183, truthful, baseline, 2.997833, 3.309402
182191, truthful, baseline, 3.05249, 3.285919
182208, truthful, baseline, 3.070404, 3.184357
182216, truthful, baseline, 3.082291, 3.355164
182225, truthful, baseline, 3.075546, 3.269302
182241, truthful, baseline, 3.067535, 3.283188
182250, truthful, baseline, 3.070236, 3.255508
182258, truthful, baseline, 3.093597, 3.237244
182275, truthful, baseline, 3.102936, 3.227509
182283, truthful, baseline, 3.12059, 3.231796
182291, truthful, baseline, 3.082413, 3.227097
182308, truthful, baseline, 3.080963, 3.204834
182316, truthful, baseline, 3.096466, 3.215698
182325, truthful, baseline, 3.113434, 3.204773
182341, truthful, baseline, 3.090302, 3.193039
182350, truthful, baseline, 3.083832, 3.198181
182358, truthful, baseline, 3.090485, 3.20369
182375, truthful, baseline, 3.061569, 3.191345
182383, truthful, baseline, 3.065079, 3.190598
182391, truthful, baseline, 3.074539, 3.190094
182408, truthful, baseline, 3.074158, 3.189178
182416, truthful, baseline, 3.083786, 3.190308
182425, truthful, baseline, 3.090134, 3.190659
182441, truthful, baseline, 3.150055, 3.242386
182450, truthful, baseline, 3.11824, 3.26062
182458, truthful, baseline, 3.035385, 3.273483
182475, truthful, baseline, 3.053909, 2.954132
182483, truthful, baseline, 3.025024, 2.992249
182491, truthful, baseline, 3.072906, 2.750122
182508, truthful, baseline, 2.779022, -1
182516, truthful, baseline, -1, -1
182525, truthful, baseline, -1, -1
182541, truthful, baseline, -1, -1
182550, truthful, baseline, -1, -1
182566, truthful, baseline, -1, -1
182575, truthful, baseline, -1, -1
182583, truthful, baseline, -1, -1
182591, truthful, baseline, 2.792419, -1
182608, truthful, baseline, 2.805695, -1
182616, truthful, baseline, 2.857895, 2.838043
182625, truthful, baseline, 2.965118, 3.025055
182641, truthful, baseline, 3.012009, 2.867676
182650, truthful, baseline, 2.912018, 3.162079
182658, truthful, baseline, 2.966965, 3.152435
182675, truthful, baseline, 2.806091, 3.186707
