Timestamp, Frame Sequence, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
865693, 75747, 30.64273, -0.6422729, -27.70895, -0.2799988, 0.01670837, 0.9598389, 2.867691, 1, -33.96997, -2.167984, -31.44511, -0.2602692, -0.003692627, 0.9655151, 2.926071, 1
865702, 75748, 30.6503, -0.6568451, -27.64494, -0.2827911, 0.01895142, 0.9589844, 2.856384, 1, -33.97049, -2.151337, -31.45882, -0.2694397, 0.005111694, 0.9629974, 2.906845, 1
865710, 75749, 30.65785, -0.6543884, -27.59683, -0.2837067, 0.0174408, 0.9587402, 2.871658, 1, -33.96999, -2.144669, -31.43567, -0.2647705, -0.0153656, 0.9641724, 2.787018, 1
865727, 75751, 30.66075, -0.6543884, -27.58093, -0.2812195, 0.01712036, 0.9594727, 2.871811, 1, -33.97144, -2.122223, -31.44009, -0.2683411, -0.007415771, 0.9632874, 2.856125, 1
865735, 75752, 30.66313, -0.6582642, -27.57918, -0.281662, 0.01741028, 0.9593506, 2.857819, 1, -33.978, -2.117493, -31.43808, -0.2717743, -0.01365662, 0.9622498, 2.841934, 1
865743, 75753, 30.66553, -0.6621246, -27.57744, -0.2823334, 0.01858521, 0.9591217, 2.872421, 1, -33.97932, -2.113205, -31.43773, -0.2714996, -0.01083374, 0.9623718, 2.838562, 1
865760, 75755, 30.66331, -0.6628723, -27.52252, -0.2852478, 0.01634216, 0.9582977, 2.873428, 1, -33.98421, -2.104446, -31.43677, -0.2721252, -0.007583618, 0.9622192, 2.870651, 1
865768, 75756, 30.66203, -0.6634369, -27.50899, -0.2856445, 0.01615906, 0.9581909, 2.873764, 1, -33.98779, -2.100006, -31.43689, -0.2730255, -0.007263184, 0.9619751, 2.897202, 1
865777, 75757, 30.66075, -0.6628723, -27.49545, -0.2860413, 0.01571655, 0.9580841, 2.873886, 1, -33.99564, -2.101563, -31.43713, -0.2717896, -0.006454468, 0.962326, 2.903061, 1
865793, 75759, 30.65785, -0.6621246, -27.49556, -0.2863922, 0.01792908, 0.9579315, 2.874512, 1, -34.00615, -2.101563, -31.43713, -0.2736816, -0.005645752, 0.961792, 2.903595, 1
865802, 75760, 30.65724, -0.6582642, -27.50905, -0.2876587, 0.0193634, 0.9575348, 2.870789, 1, -34.00882, -2.100006, -31.43738, -0.2768097, -0.00553894, 0.9608917, 2.898514, 1
865810, 75761, 30.65662, -0.6543884, -27.51826, -0.2890015, 0.02056885, 0.9570923, 2.874939, 1, -34.01241, -2.101563, -31.43773, -0.2776489, -0.004959106, 0.9606628, 2.88942, 1
865827, 75763, 30.64772, -0.6543884, -27.49556, -0.2906189, 0.01957703, 0.9566193, 2.867493, 1, -34.02103, -2.103485, -31.43813, -0.2780609, -0.004089355, 0.9605408, 2.879959, 1
865835, 75764, 30.63858, -0.6576996, -27.49545, -0.2902527, 0.0202179, 0.9567261, 2.860428, 1, -34.02606, -2.103867, -31.43816, -0.2776337, -0.003768921, 0.9606628, 2.879974, 1
865843, 75765, 30.62691, -0.6576996, -27.49545, -0.295929, 0.02046204, 0.9549866, 2.849304, 1, -34.03305, -2.105789, -31.43834, -0.2785645, -0.003067017, 0.9604034, 2.889954, 1
865860, 75767, 30.6057, -0.6572418, -27.4673, -0.2935028, 0.02067566, 0.955719, 2.849014, 1, -34.05074, -2.103867, -31.43886, -0.2884064, -0.001754761, 0.957489, 2.9021, 1
865868, 75768, 30.60033, -0.6489868, -27.48187, -0.2946625, 0.01976013, 0.9553833, 2.824799, 1, -34.06871, -2.103119, -31.44823, -0.2854614, 0.0001220703, 0.958374, 2.901489, 1
865877, 75769, 30.59438, -0.6469879, -27.48393, -0.2946625, 0.0194397, 0.9553986, 2.801941, 1, -34.07742, -2.103119, -31.44873, -0.2857513, 0.0001983643, 0.9582977, 2.882263, 1
865893, 75771, 30.58272, -0.6424866, -27.49556, -0.2978363, 0.01922607, 0.954422, 2.784531, 1, -34.09393, -2.103119, -31.45001, -0.2837524, 0.00100708, 0.9588928, 2.862503, 1
865902, 75772, 30.57466, -0.6410217, -27.51637, -0.30159, 0.02027893, 0.9532166, 2.781418, 1, -34.10179, -2.096954, -31.45018, -0.2867432, 0.0007019043, 0.9579926, 2.86319, 1
865910, 75773, 30.56609, -0.6383362, -27.51826, -0.3003387, 0.01971436, 0.9536133, 2.778015, 1, -34.11101, -2.095139, -31.45093, -0.2874298, 0.00100708, 0.9577942, 2.860428, 1
865927, 75775, 30.54544, -0.6383362, -27.51826, -0.305481, 0.02008057, 0.9519806, 2.77832, 1, -34.11992, -2.089645, -31.45624, -0.2941437, 0.001754761, 0.9557495, 2.865097, 1
865935, 75776, 30.53656, -0.6330414, -27.5229, -0.3056335, 0.01913452, 0.9519501, 2.775375, 1, -34.12462, -2.089279, -31.4588, -0.2979126, 0.002593994, 0.9545746, 2.866318, 1
865943, 75777, 30.52611, -0.6070557, -27.58405, -0.3071747, 0.0174408, 0.9514923, 2.773865, 1, -34.17285, -2.071045, -31.49702, -0.2977295, 0.01293945, 0.9545593, 2.920212, 1
865960, 75779, 30.50732, -0.5742188, -27.65401, -0.3057251, 0.01455688, 0.9519958, 2.752823, 1, -34.17513, -2.075211, -31.49437, -0.3007813, 0.008514404, 0.9536438, 2.946609, 1
865968, 75780, 30.49692, -0.5600433, -27.66998, -0.3074036, 0.01268005, 0.9514771, 2.75206, 1, -34.17458, -2.075378, -31.4929, -0.3016663, 0.00541687, 0.9533844, 2.928513, 1
865977, 75781, 30.48755, -0.5437012, -27.71078, -0.3053436, 0.01145935, 0.9521637, 2.737854, 1, -34.17426, -2.07579, -31.49324, -0.3009949, 0.008346558, 0.9535828, 2.924942, 1
865993, 75783, 30.47246, -0.532608, -27.73819, -0.3054047, 0.01080322, 0.9521484, 2.736572, 1, -34.17067, -2.075211, -31.49248, -0.3002777, 0.009185791, 0.9537964, 2.908096, 1
866002, 75784, 30.47246, -0.5319061, -27.74373, -0.3067169, 0.01243591, 0.9517059, 2.746643, 1, -34.1674, -2.075027, -31.49207, -0.3002319, 0.007385254, 0.9538269, 2.914383, 1
866010, 75785, 30.47246, -0.5305176, -27.74524, -0.3067169, 0.01220703, 0.9517212, 2.746613, 1, -34.16704, -2.073517, -31.49113, -0.3001709, 0.005828857, 0.9538574, 2.916458, 1
866027, 75787, 30.47246, -0.5294952, -27.74677, -0.3085632, 0.012146, 0.9511108, 2.729263, 1, -34.16528, -2.075211, -31.4877, -0.3005524, 0.006011963, 0.9537354, 2.916458, 1
866035, 75788, 30.43953, -0.5096283, -27.77313, -0.3186035, 0.01554871, 0.9477539, 2.772995, 1, -34.18288, -2.074615, -31.49686, -0.3051605, 0.01164246, 0.9522247, 2.903275, 1
866043, 75789, 30.38081, -0.4790649, -27.81448, -0.3301697, 0.02670288, 0.9435272, 2.668304, 1, -34.2139, -2.051117, -31.52052, -0.3200073, 0.01245117, 0.9473267, 2.829285, 1
866060, 75791, 30.34291, -0.4665527, -27.82771, -0.3365784, 0.02093506, 0.9414063, 2.680252, 1, -34.24446, -2.060562, -31.5345, -0.3115997, 0.02497864, 0.9498749, 2.886383, 1
866068, 75792, 30.35196, -0.4840546, -27.82565, -0.3356018, 0.02224731, 0.9417267, 2.723495, 1, -34.22269, -2.061707, -31.51894, -0.3080597, 0.02320862, 0.9510651, 2.896561, 1
866077, 75793, 30.36142, -0.4953003, -27.82416, -0.3382721, 0.02134705, 0.9407959, 2.694489, 1, -34.22665, -2.064789, -31.51495, -0.3092194, 0.01702881, 0.9508209, 2.915054, 1
866093, 75795, 30.36148, -0.4971771, -27.82314, -0.3377991, 0.02146912, 0.9409637, 2.642136, 1, -34.23595, -2.080704, -31.5266, -0.3075714, 0.02430725, 0.9512024, 2.912872, 1
866102, 75796, 30.36288, -0.4972229, -27.82219, -0.3391724, 0.01980591, 0.940506, 2.65123, 1, -34.23526, -2.080994, -31.52545, -0.3082886, 0.02249146, 0.9510193, 2.901184, 1
866110, 75797, 30.36429, -0.4972839, -27.82124, -0.3405457, 0.02157593, 0.9399719, 2.66069, 1, -34.23459, -2.080704, -31.52472, -0.3089752, 0.02432251, 0.9507446, 2.906509, 1
866127, 75799, 30.3661, -0.4971771, -27.81876, -0.3409119, 0.02140808, 0.9398346, 2.660721, 1, -34.23595, -2.079117, -31.52431, -0.3076172, 0.02365112, 0.9512024, 2.890381, 1
866135, 75800, 30.3652, -0.4962311, -27.81854, -0.3408051, 0.02032471, 0.9399109, 2.652283, 1, -34.23631, -2.077194, -31.52338, -0.307312, 0.02308655, 0.9513245, 2.889297, 1
866143, 75801, 30.36429, -0.4953003, -27.81831, -0.3408508, 0.01925659, 0.9399109, 2.660187, 1, -34.23668, -2.075256, -31.52243, -0.3074951, 0.02270508, 0.9512634, 2.888062, 1
866160, 75803, 30.36206, -0.4923553, -27.8167, -0.3410034, 0.01902771, 0.9398651, 2.660507, 1, -34.23595, -2.070358, -31.51889, -0.3077087, 0.0214386, 0.9512329, 2.874084, 1
866168, 75804, 30.36177, -0.4897308, -27.8148, -0.3420868, 0.01828003, 0.9394836, 2.662689, 1, -34.23557, -2.068298, -31.51767, -0.3078766, 0.02095032, 0.9511871, 2.876923, 1
866177, 75805, 30.36148, -0.4871063, -27.81291, -0.3431396, 0.01750183, 0.9391174, 2.660156, 1, -34.23518, -2.066238, -31.51645, -0.3079224, 0.02056885, 0.9511871, 2.879669, 1
866193, 75807, 30.36142, -0.4847412, -27.81001, -0.3438416, 0.01693726, 0.938858, 2.659958, 1, -34.23459, -2.064789, -31.51495, -0.3075867, 0.02001953, 0.9512939, 2.879517, 1
866202, 75808, 30.3611, -0.4847412, -27.81001, -0.3451233, 0.01661682, 0.9384003, 2.6521, 1, -34.23459, -2.050903, -31.49669, -0.3083191, 0.01629639, 0.9511261, 2.878845, 1
866210, 75809, 30.36008, -0.4847412, -27.81001, -0.3460236, 0.01701355, 0.9380646, 2.660507, 1, -34.2341, -2.050903, -31.49597, -0.3072357, 0.01628113, 0.9514923, 2.878662, 1
866227, 75811, 30.3575, -0.4847412, -27.81001, -0.3516235, 0.01713562, 0.9359741, 2.665863, 1, -34.22975, -2.048584, -31.49539, -0.3081207, 0.01589966, 0.9512024, 2.877655, 1
866235, 75812, 30.35443, -0.4847412, -27.81001, -0.3514252, 0.0160675, 0.9360657, 2.665527, 1, -34.22975, -2.047211, -31.49519, -0.3077698, 0.01554871, 0.9513245, 2.877289, 1
866243, 75813, 30.35251, -0.4847412, -27.81001, -0.3526154, 0.01538086, 0.9356232, 2.667007, 1, -34.22821, -2.047073, -31.49388, -0.3084717, 0.01553345, 0.9510956, 2.87883, 1
866260, 75815, 30.3429, -0.4894867, -27.81212, -0.3548126, 0.01538086, 0.9347992, 2.680099, 1, -34.22804, -2.046219, -31.49345, -0.3085175, 0.01452637, 0.9510956, 2.878723, 1
866268, 75816, 30.33978, -0.4898682, -27.8127, -0.3545532, 0.01274109, 0.9349365, 2.666, 1, -34.22804, -2.046417, -31.49315, -0.3085175, 0.01454163, 0.9510956, 2.881546, 1
866277, 75817, 30.33827, -0.49086, -27.81387, -0.3547211, 0.01164246, 0.9348907, 2.678925, 1, -34.22804, -2.046997, -31.49165, -0.3098755, 0.01477051, 0.9506531, 2.882736, 1
866293, 75819, 30.33488, -0.4929352, -27.81387, -0.3562622, 0.01072693, 0.9343109, 2.67865, 1, -34.22821, -2.047211, -31.48721, -0.3098602, 0.01528931, 0.9506531, 2.883163, 1
866302, 75820, 30.33258, -0.4942169, -27.81387, -0.3565826, 0.009887695, 0.9342041, 2.69545, 1, -34.22878, -2.048584, -31.48584, -0.3097534, 0.01470947, 0.9506989, 2.88205, 1
866310, 75821, 30.33258, -0.4992065, -27.81525, -0.3570862, 0.01028442, 0.9340057, 2.72879, 1, -34.22975, -2.048737, -31.4847, -0.3095703, 0.01516724, 0.9507446, 2.877884, 1
866327, 75823, 30.33049, -0.5024719, -27.81525, -0.3580627, 0.0100708, 0.9336243, 2.725922, 1, -34.23022, -2.049942, -31.4836, -0.3096313, 0.01325989, 0.9507599, 2.877243, 1
866335, 75824, 30.32999, -0.5035553, -27.81525, -0.3580017, 0.01011658, 0.9336548, 2.72879, 1, -34.23206, -2.049942, -31.48344, -0.3096771, 0.01321411, 0.9507446, 2.873001, 1
866343, 75825, 30.32947, -0.5035553, -27.81387, -0.3579254, 0.009994507, 0.9336853, 2.725937, 1, -34.23257, -2.049683, -31.48198, -0.3099365, 0.01522827, 0.9506226, 2.874023, 1
866360, 75827, 30.32594, -0.5035553, -27.81227, -0.3591156, 0.008560181, 0.9332428, 2.725845, 1, -34.23357, -2.049683, -31.48149, -0.3100891, 0.01519775, 0.9505768, 2.873276, 1
866368, 75828, 30.32562, -0.5035553, -27.80986, -0.3596344, 0.008499146, 0.9330444, 2.728699, 1, -34.23383, -2.049942, -31.48067, -0.3100433, 0.01521301, 0.950592, 2.873123, 1
866377, 75829, 30.32333, -0.5035553, -27.8085, -0.3592682, 0.008377075, 0.9331818, 2.731033, 1, -34.25044, -2.046341, -31.48082, -0.3155823, 0.01556396, 0.948761, 2.94101, 1
866393, 75831, 30.32333, -0.5035553, -27.80524, -0.3601227, 0.008331299, 0.9328613, 2.731232, 1, -34.25331, -2.053207, -31.48659, -0.3168793, 0.01890564, 0.9482727, 2.912827, 1
866402, 75832, 30.35683, -0.4972534, -27.80211, -0.3591766, 0.007827759, 0.9332275, 2.689957, 1, -34.22746, -2.062729, -31.45374, -0.3082428, 0.0006103516, 0.9512939, 2.808151, 1
866410, 75833, 30.39009, -0.5001984, -27.78577, -0.3508759, 0.00881958, 0.9363708, 2.683914, 1, -34.19943, -2.06871, -31.44792, -0.3007355, 0.01521301, 0.9535828, 2.845901, 1
866426, 75835, 30.38727, -0.4969177, -27.78847, -0.3516541, 0.01226807, 0.9360352, 2.752945, 1, -34.19983, -2.075851, -31.43486, -0.3005981, 0.003707886, 0.9537354, 2.860168, 1
866435, 75836, 30.38448, -0.4962006, -27.7878, -0.3513031, 0.01139832, 0.9361877, 2.739578, 1, -34.19917, -2.073837, -31.44933, -0.306427, 0.01452637, 0.951767, 2.917007, 1
866443, 75837, 30.38506, -0.495163, -27.78767, -0.3518829, 0.01101685, 0.9359741, 2.708328, 1, -34.1985, -2.072495, -31.4523, -0.3101501, 0.01864624, 0.9505005, 2.910782, 1
866460, 75839, 30.38414, -0.4940338, -27.78708, -0.3527527, 0.01054382, 0.9356384, 2.705078, 1, -34.19974, -2.071136, -31.45242, -0.3079376, 0.01785278, 0.9512329, 2.907669, 1
866468, 75840, 30.38448, -0.4941406, -27.78755, -0.3534088, 0.01094055, 0.9353943, 2.733002, 1, -34.2003, -2.071136, -31.4514, -0.3095093, 0.01896667, 0.9506989, 2.901505, 1
866476, 75841, 30.38414, -0.4940338, -27.78767, -0.3537445, 0.01094055, 0.9352722, 2.718704, 1, -34.20152, -2.071136, -31.45047, -0.3075867, 0.01815796, 0.9513397, 2.886978, 1
866493, 75843, 30.3837, -0.493515, -27.78847, -0.3551331, 0.01177979, 0.9347382, 2.736893, 1, -34.20479, -2.071106, -31.44943, -0.3090057, 0.0178833, 0.950882, 2.899017, 1
866501, 75844, 30.38361, -0.4930878, -27.78915, -0.3558655, 0.01246643, 0.9344482, 2.734039, 1, -34.20683, -2.071075, -31.44933, -0.30896, 0.0177002, 0.9508972, 2.897125, 1
866510, 75845, 30.38277, -0.4916382, -27.78946, -0.3560028, 0.01246643, 0.9343872, 2.737305, 1, -34.20863, -2.070511, -31.44933, -0.3082123, 0.0171051, 0.9511566, 2.896454, 1
866526, 75847, 30.38098, -0.4883423, -27.78847, -0.3560791, 0.0138855, 0.9343414, 2.737747, 1, -34.21237, -2.069885, -31.44894, -0.3069458, 0.01582336, 0.9515839, 2.897079, 1
866535, 75848, 30.38002, -0.486496, -27.7878, -0.3560638, 0.01533508, 0.9343262, 2.741364, 1, -34.21428, -2.069824, -31.44858, -0.3064117, 0.01513672, 0.951767, 2.894974, 1
866543, 75849, 30.37915, -0.4850159, -27.78755, -0.3577728, 0.01565552, 0.93367, 2.735031, 1, -34.21524, -2.069748, -31.44847, -0.306366, 0.01568604, 0.9517822, 2.896973, 1
866560, 75851, 30.37199, -0.4619751, -27.78679, -0.3613586, 0.01504517, 0.9322968, 2.735489, 1, -34.2162, -2.069168, -31.44733, -0.3063202, 0.01608276, 0.9517822, 2.898666, 1
866568, 75852, 30.37164, -0.4557648, -27.78812, -0.3647003, 0.01702881, 0.930954, 2.736801, 1, -34.24214, -2.062225, -31.44032, -0.3071899, 0.009628296, 0.9515839, 2.848419, 1
866576, 75853, 30.37161, -0.4494324, -27.78976, -0.3648834, 0.01687622, 0.9308929, 2.744385, 1, -34.24458, -2.063766, -31.44806, -0.3091888, 0.01521301, 0.9508667, 2.953003, 1
866593, 75855, 30.51408, -0.4403992, -27.70432, -0.3191071, 0.02073669, 0.9474792, 2.798737, 1, -34.0788, -2.081009, -31.35236, -0.2781982, -0.003570557, 0.9605103, 2.874695, 1
866601, 75856, 30.77608, -0.6072388, -27.114, -0.2942352, 0.02227783, 0.9554596, 2.844177, 1, -33.8777, -2.08078, -31.26781, -0.2258301, 0.009170532, 0.9741211, 3.00766, 1
866610, 75857, 30.99178, -0.5361481, -27.29338, -0.2570953, 0.0357666, 0.9657135, 2.749802, 1, -33.63983, -2.100311, -31.21022, -0.2148438, 0.02325439, 0.9763641, 2.937164, 1
866626, 75859, 31.05559, -0.5012207, -27.21016, -0.2716522, 0.03062439, 0.9618988, 2.725113, 1, -33.63264, -2.051727, -31.22415, -0.2297516, 0.02748108, 0.9728546, 3.028992, 1
866635, 75860, 30.97635, -0.122406, -28.55763, -0.2582703, 0.02305603, 0.9657898, 2.712296, 1, -33.65924, -2.06282, -31.21617, -0.2230072, 0.01858521, 0.9746246, 2.908401, 1
866643, 75861, 31.03308, -0.492691, -27.24483, -0.2787018, 0.03126526, 0.9598541, 2.735641, 1, -33.66974, -2.054016, -31.22226, -0.2295074, 0.0181427, 0.9731293, 3.040405, 1
866660, 75863, 30.9991, -0.4643097, -27.49306, -0.2715454, 0.02680969, 0.9620361, 2.675034, 1, -33.73039, -2.019638, -31.23039, -0.2223663, 0.01092529, 0.9748993, 3.036453, 1
866668, 75864, 30.97815, -0.2993164, -28.01447, -0.2653198, 0.02200317, 0.9638977, 2.690186, 1, -33.73466, -2.00827, -31.23143, -0.2259979, 0.009124756, 0.9740753, 2.969574, 1
866676, 75865, 30.9991, -0.4643097, -27.49306, -0.2722473, 0.02668762, 0.961853, 2.706955, 1, -33.73402, -1.987473, -31.24458, -0.2350922, 0.01960754, 0.9717712, 3.045578, 1
866693, 75867, 30.9991, -0.492691, -27.25812, -0.2769928, 0.01585388, 0.9607239, 2.710373, 1, -33.72894, -1.941193, -31.21718, -0.2316895, 0.006607056, 0.9727631, 2.997955, 1
866701, 75868, 31.02812, -0.6177063, -27.00203, -0.2897034, 0.01574707, 0.9569855, 2.69487, 1, -33.71837, -1.929337, -31.22733, -0.2520905, -0.001678467, 0.9676971, 2.90831, 1
866710, 75869, 31.17459, -0.4739685, -27.4325, -0.2647858, 0.02259827, 0.964035, 2.811172, 1, -33.60725, -1.907547, -31.17139, -0.2267609, -0.003234863, 0.973938, 2.931305, 1
866726, 75871, 31.862, -0.1806641, -27.85088, -0.1529541, 0.03390503, 0.9876404, 2.895309, 1, -33.00493, -1.811432, -30.97987, -0.1078644, 0.02243042, 0.9938965, 2.788055, 1
866735, 75872, 32.22467, 0.27005, -28.97647, -0.1094513, 0.0227356, 0.9937286, 2.818314, 1, -32.69295, -1.671753, -30.97124, -0.06181335, 0.02455139, 0.9977722, 3.011536, 1
866743, 75873, 32.53944, 0.5932007, -29.52983, -0.04966736, 0.02084351, 0.9985352, 2.797409, 1, -32.41107, -1.435776, -31.52411, -0.006652832, 0.04246521, 0.9990692, 2.847015, 1
866760, 75875, 33.10352, 0.4258575, -28.16507, 0, 0, 0, -1, 0.8290668, -31.81908, -1.371735, -31.14624, 0.0953064, -0.007720947, 0.9954071, 2.65947, 0.8925075
866768, 75876, 33.0771, 0.255127, -27.8235, 0, 0, 0, -1, 0.8290668, -31.51347, -1.177612, -31.45444, 0, 0, 0, -1, 0.8925075
866776, 75877, 33.43521, 0.3787384, -27.81847, 0, 0, 0, -1, 0.7506654, -31.231, -1.324127, -30.88652, 0, 0, 0, -1, 0.7509499
866793, 75879, 33.56401, 0.0008392334, -28.07764, 0, 0, 0, -1, 0.6116093, -30.70013, -1.355789, -30.80197, 0, 0, 0, -1, 0.6534442
866801, 75880, 33.56401, 0.0008392334, -28.07764, 0, 0, 0, -1, 0.6116093, -30.54611, -1.26268, -30.87379, 0, 0, 0, -1, 0.6534442
866810, 75881, 33.56401, 0.0008392334, -28.07764, 0, 0, 0, -1, 0.4812486, -30.86618, -2.458847, -31.19295, 0, 0, 0, -1, 0.5965998
866826, 75883, 33.56401, 0.0008392334, -28.07764, 0, 0, 0, -1, 0.4611508, -30.12877, -1.14418, -31.10207, 0, 0, 0, -1, 0.5555231
866835, 75884, 33.56401, 0.0008392334, -28.07764, 0, 0, 0, -1, 0.4611508, -29.82326, -1.204285, -31.12265, 0, 0, 0, -1, 0.5555231
866843, 75885, 34.91138, 0.6307983, -28.43393, 0, 0, 0, -1, 0.4950936, -29.62904, -1.214203, -31.23842, 0, 0, 0, -1, 0.5748803
866860, 75887, 35.06432, 0.5216675, -28.67369, 0, 0, 0, -1, 0.5755848, -29.38831, -1.355743, -31.32813, 0, 0, 0, -1, 0.6877872
866868, 75888, 35.11446, 0.5135498, -28.76218, 0, 0, 0, -1, 0.5755848, -29.29456, -1.414078, -31.35751, 0, 0, 0, -1, 0.6877872
866876, 75889, 35.20789, 0.4792023, -28.78882, 0, 0, 0, -1, 0.5789872, -29.2177, -1.417816, -31.40681, 0.4720764, 0.08021545, 0.8778839, 3.009766, 0.8467029
866893, 75891, 35.34654, 0.4068451, -28.9245, 0.4931488, 0.04046631, 0.868988, 2.972855, 0.576336, -29.04482, -1.49762, -31.47234, 0.5038147, 0.05366516, 0.8621368, 3.100342, 0.9940795
866901, 75892, 35.39777, 0.3306885, -28.95769, 0.4967957, 0.03962708, 0.8669586, 2.917404, 0.576336, -29.00404, -1.510971, -31.4722, 0.498764, 0.04849243, 0.8653717, 3.183029, 0.9940795
866910, 75893, 35.3822, 0.2412872, -28.95757, 0.4929962, 0.03857422, 0.8691559, 2.993591, 0.6377501, -29.03372, -1.561249, -31.47577, 0.5005798, 0.04899597, 0.8642883, 3.036896, 1
866926, 75895, 35.24002, 0.1735535, -28.90196, 0.4672394, 0.07595825, 0.8808594, 2.85228, 0.6869292, -29.26929, -1.619583, -31.3692, 0.4593506, 0.04832458, 0.8869324, 3.045059, 1
866935, 75896, 35.14868, 0.1596527, -28.84538, 0.4594727, 0.06677246, 0.8856659, 2.879944, 0.6869292, -29.37975, -1.63649, -31.34908, 0.4569855, 0.05178833, 0.8879547, 3.006851, 1
866943, 75897, 35.06943, 0.1538544, -28.80011, 0.4482727, 0.06265259, 0.8916779, 2.838104, 1, -29.46739, -1.655472, -31.3259, 0.4433289, 0.06129456, 0.8942566, 3.0233, 1
866960, 75899, 34.87193, 0.1664734, -28.66461, 0.417923, 0.04763794, 0.9072266, 2.843399, 1, -29.66855, -1.671768, -31.25778, 0.4187164, 0.05014038, 0.906723, 3.008408, 1
866968, 75900, 34.7753, 0.1700592, -28.63374, 0.3995056, 0.07096863, 0.9139709, 2.843109, 1, -29.90125, -1.634079, -31.17238, 0.4260406, 0.05397034, 0.9030762, 3.053467, 1
866976, 75901, 34.70914, 0.1670074, -28.60081, 0.3850555, 0.07485962, 0.9198456, 2.796463, 1, -29.95876, -1.630585, -31.15875, 0.385376, 0.07223511, 0.9199219, 2.979858, 1
866993, 75903, 34.54526, 0.1737061, -28.49774, 0.357193, 0.06318665, 0.9318848, 2.863647, 1, -30.10822, -1.619751, -31.0994, 0.3621674, 0.06800842, 0.9296265, 2.953293, 1
867001, 75904, 34.45961, 0.170929, -28.46625, 0.3581696, 0.05262756, 0.9321594, 2.924774, 1, -30.19476, -1.607651, -31.06863, 0.3565826, 0.06077576, 0.9322662, 2.838547, 1
867010, 75905, 34.39551, 0.1574097, -28.42958, 0.337265, 0.05699158, 0.9396667, 2.917526, 1, -30.3277, -1.676224, -30.89647, 0.3498993, 0.05937195, 0.9348907, 2.906479, 1
867026, 75907, 34.21883, 0.109726, -28.34741, 0.2913971, 0.06135559, 0.9546204, 2.814896, 1, -30.45291, -1.712555, -30.74512, 0.3218842, 0.05705261, 0.9450531, 2.933258, 1
867035, 75908, 34.13481, 0.1137695, -28.34541, 0.2832489, 0.08050537, 0.955658, 2.747452, 1, -30.5753, -2.008102, -29.82091, 0.3128357, 0.0721283, 0.947052, 3.026138, 1
867043, 75909, 34.04605, 0.1364136, -28.30458, 0.2702942, 0.07781982, 0.95961, 2.743332, 1, -30.65158, -1.967865, -29.89948, 0.2970734, 0.07546997, 0.9518585, 2.950623, 1
867060, 75911, 33.8634, 0.1471863, -28.23972, 0.2490234, 0.07658386, 0.9654541, 2.800186, 1, -30.89281, -2.206894, -29.0412, 0.2742615, 0.07936096, 0.9583588, 2.844452, 1
867068, 75912, 33.808, 0.1347351, -28.22426, 0.2391663, 0.07781982, 0.9678497, 2.709793, 1, -30.94748, -2.177383, -29.11621, 0.2623444, 0.08374023, 0.961319, 2.81517, 1
867076, 75913, 33.84561, 0.1139526, -28.24097, 0.2444763, 0.07629395, 0.9666443, 2.740646, 1, -30.88904, -2.188278, -29.12781, 0.2681427, 0.08625793, 0.9595032, 2.85965, 1
867093, 75915, 34.26802, 0.09437561, -28.45772, 0.3503265, 0.07504272, 0.933609, 2.840912, 1, -30.41689, -1.764282, -30.49803, 0.3800964, 0.09112549, 0.9204407, 3.061813, 1
867101, 75916, 34.48781, 0.1207275, -28.56326, 0.3882141, 0.0801239, 0.9180603, 2.812408, 1, -30.026, -1.689056, -30.64696, 0.3786621, 0.0826416, 0.9218292, 2.993057, 1
867110, 75917, 34.65269, 0.1193542, -28.65042, 0.4122314, 0.08857727, 0.9067535, 2.839035, 1, -29.87547, -1.68132, -30.68788, 0.4160156, 0.09217834, 0.9046631, 2.919449, 1
867126, 75919, 34.61179, 0.1322021, -28.5966, 0.3895111, 0.07966614, 0.9175568, 2.941483, 1, -29.96068, -1.699341, -30.65594, 0.388443, 0.0887146, 0.9171753, 2.953476, 1
867135, 75920, 34.5507, 0.1264343, -28.55739, 0.3739014, 0.07530212, 0.9243927, 2.913361, 1, -30.07288, -1.707184, -30.63235, 0.3847656, 0.07868958, 0.9196472, 3.024979, 1
867143, 75921, 34.45955, 0.1313477, -28.53793, 0.3781586, 0.07319641, 0.9228363, 2.936478, 1, -30.13879, -1.708801, -30.60614, 0.3756256, 0.06842041, 0.9242249, 2.954041, 1
867160, 75923, 34.28842, 0.1202698, -28.47015, 0.3603058, 0.07063293, 0.9301453, 2.888184, 1, -30.36804, -1.69957, -30.5544, 0.3634644, 0.07177734, 0.928833, 3.02832, 1
867168, 75924, 34.21559, 0.1377869, -28.45341, 0.3538971, 0.08273315, 0.9316101, 2.770752, 1, -30.47182, -1.696884, -30.49727, 0.3460693, 0.07627869, 0.9350891, 2.959244, 1
867176, 75925, 34.12346, 0.1495514, -28.37439, 0.3102875, 0.08244324, 0.947052, 2.737335, 1, -30.55151, -1.688385, -30.45973, 0.3262329, 0.08102417, 0.941803, 2.869095, 1
