Timestamp, Frame Sequence, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
867193, 75927, 33.99084, 0.1804657, -28.32477, 0.3005524, 0.07022095, 0.9511719, 2.712021, 1, -30.69011, -1.782135, -30.15366, 0.3048248, 0.08746338, 0.9483795, 2.88205, 1
867201, 75928, 33.95398, 0.1728058, -28.31271, 0.2832184, 0.08459473, 0.955307, 2.750046, 1, -30.7469, -1.797012, -30.15688, 0.2943573, 0.0941925, 0.9510345, 2.716843, 1
867210, 75929, 33.90697, 0.1616211, -28.30031, 0.2845764, 0.0778656, 0.9554749, 2.742249, 1, -30.95122, -2.469193, -28.06628, 0.3186493, 0.1041412, 0.9421234, 2.905518, 1
867226, 75931, 33.83768, 0.1350555, -28.26346, 0.2617493, 0.06964111, 0.962616, 2.707474, 1, -30.95255, -2.17337, -28.93803, 0.2805328, 0.09118652, 0.9554901, 2.872787, 1
867235, 75932, 33.80399, 0.09889221, -28.24153, 0.2474823, 0.06414795, 0.9667511, 2.693817, 1, -30.98724, -2.078354, -29.24028, 0.2724762, 0.07991028, 0.9588318, 2.806915, 1
867243, 75933, 33.76225, 0.06314087, -28.22583, 0.2388, 0.06192017, 0.9690857, 2.611008, 1, -30.96432, -1.631577, -30.75478, 0.250351, 0.07681274, 0.9650879, 2.772797, 1
867260, 75935, 33.687, -0.02262878, -28.21469, 0.2213898, 0.05795288, 0.9734497, 2.640503, 1, -31.10138, -1.998672, -29.56998, 0.2427368, 0.0687561, 0.9676361, 2.711716, 1
867268, 75936, 33.65665, -0.06993103, -28.21077, 0.221817, 0.05381775, 0.973587, 2.634171, 1, -31.13213, -1.927933, -29.83231, 0.2289734, 0.06524658, 0.9712372, 2.756104, 1
867276, 75937, 33.64229, -0.1398621, -28.20853, 0.2090607, 0.04934692, 0.9766541, 2.777405, 1, -31.15105, -1.854187, -30.13231, 0.2286377, 0.0670166, 0.9711914, 2.745758, 1
867293, 75939, 33.63545, -0.2316437, -28.20908, 0.203064, 0.03605652, 0.9785004, 2.705399, 1, -31.1015, -1.607605, -31.11366, 0.202713, 0.05532837, 0.9776611, 2.710602, 1
867301, 75940, 33.64888, -0.2890472, -28.22368, 0.1948242, 0.04605103, 0.9797516, 2.650894, 1, -31.08478, -1.556076, -31.32341, 0.1953583, 0.02992249, 0.9802704, 2.669846, 1
867310, 75941, 33.66948, -0.315918, -28.22685, 0.1917114, 0.04115295, 0.9805756, 2.754303, 1, -31.06517, -1.566528, -31.35974, 0.1909485, 0.03387451, 0.9810028, 2.709946, 1
867326, 75943, 33.66989, -0.3507843, -28.21956, 0.1775665, 0.04200745, 0.9832001, 2.693893, 1, -31.13565, -1.954788, -30.18011, 0.2015076, 0.0329895, 0.9789276, 2.739395, 1
867335, 75944, 33.63141, -0.3676147, -28.20811, 0.1767578, 0.03533936, 0.9836121, 2.742462, 1, -31.16422, -1.954681, -30.19052, 0.1910248, 0.01951599, 0.9813843, 2.765518, 1
867343, 75945, 33.6069, -0.374527, -28.20439, 0.1756897, 0.03431702, 0.9838409, 2.737396, 1, -31.20134, -1.988464, -30.08583, 0.1817322, 0.01487732, 0.9832306, 2.790558, 1
867360, 75947, 33.59471, -0.3520966, -28.19554, 0.1655273, 0.03111267, 0.9857025, 2.735901, 1, -31.22534, -1.954498, -30.11171, 0.1808319, 0.02149963, 0.9832764, 2.821533, 1
867368, 75948, 33.58759, -0.3372345, -28.19043, 0.1628418, 0.02720642, 0.9862671, 2.79985, 1, -31.2357, -1.931213, -30.17105, 0.1815186, 0.02033997, 0.9831696, 2.759674, 1
867376, 75949, 33.57249, -0.3257141, -28.19049, 0.1614075, 0.0308075, 0.9864044, 2.779846, 1, -31.25497, -1.924301, -30.20642, 0.1725464, 0.02583313, 0.9846497, 2.834625, 1
867393, 75951, 33.53923, -0.3194885, -28.19041, 0.1642609, 0.02818298, 0.9860077, 2.746841, 1, -31.28105, -1.920166, -30.36441, 0.1738129, 0.0003204346, 0.9847717, 2.653885, 1
867401, 75952, 33.53476, -0.3169403, -28.19243, 0.1665649, 0.02778625, 0.9856262, 2.81015, 1, -31.28311, -1.905716, -30.46933, 0.1710663, 0.003387451, 0.9852448, 2.658356, 1
867410, 75953, 33.53384, -0.3167419, -28.19089, 0.1654968, 0.02207947, 0.9859467, 2.728622, 1, -31.28394, -1.90419, -30.51265, 0.173996, 0.001113892, 0.9847412, 2.766373, 1
867426, 75955, 33.5186, -0.296051, -28.20447, 0.1716003, 0.03587341, 0.9844971, 2.710861, 1, -31.29408, -1.936783, -30.45085, 0.1761322, -0.004760742, 0.9843445, 2.752762, 1
867435, 75956, 33.50822, -0.2824402, -28.19312, 0.1689148, 0.02737427, 0.9852448, 2.721191, 1, -31.2982, -1.940811, -30.4478, 0.1756592, 0.0008850098, 0.984436, 2.746338, 1
867443, 75957, 33.50623, -0.2623749, -28.18521, 0.1676331, 0.0222168, 0.9855957, 2.648865, 1, -31.30983, -1.97612, -30.34497, 0.1763, 0.001266479, 0.9843292, 2.756927, 1
867460, 75959, 33.52274, -0.20224, -28.1777, 0.168869, 0.01347351, 0.9855347, 2.776901, 1, -31.29994, -1.948776, -30.35738, 0.1807556, 0.002426147, 0.9835205, 2.610184, 1
867468, 75960, 33.53267, -0.1865997, -28.18692, 0.1750641, 0.01689148, 0.9844055, 2.686096, 1, -31.28929, -1.959473, -30.27638, 0.1832275, 0.003723145, 0.9830475, 2.738937, 1
867476, 75961, 33.54626, -0.1801147, -28.19626, 0.1782684, 0.02250671, 0.9837189, 2.632019, 1, -31.2907, -2.058548, -29.96675, 0.1885986, 0.01048279, 0.9819946, 2.703857, 1
867493, 75963, 33.58864, -0.1672058, -28.20583, 0.1818237, 0.02044678, 0.9831085, 2.768234, 1, -31.23016, -1.968719, -30.18068, 0.1900482, 0.003829956, 0.9817657, 2.74823, 1
867501, 75964, 33.61267, -0.1636047, -28.20691, 0.1807861, 0.01623535, 0.9833832, 2.665527, 1, -31.23055, -2.058533, -29.85066, 0.1990356, 0.009628296, 0.9799347, 2.834076, 1
867510, 75965, 33.63362, -0.1591492, -28.21497, 0.1805725, 0.02244568, 0.9832916, 2.712524, 1, -31.21155, -2.042999, -29.86282, 0.2036285, 0.01396179, 0.9789429, 2.751282, 1
867526, 75967, 33.5704, -0.1479492, -28.19884, 0.1732788, 0.0206604, 0.9846497, 2.755539, 1, -31.2401, -1.886124, -30.25343, 0.1850281, 0.01289368, 0.9826355, 2.738815, 1
867535, 75968, 33.41615, -0.1187592, -28.16319, 0.1445618, 0.0362854, 0.9888153, 2.596191, 1, -31.34653, -1.640945, -31.03883, 0.1469879, 0.03741455, 0.9884186, 2.729156, 1
867543, 75969, 33.24669, -0.1051331, -28.14696, 0.1252289, 0.03153992, 0.9916229, 2.621048, 1, -31.48074, -1.452469, -31.49681, 0.1150513, 0.0317688, 0.9928436, 2.655899, 1
867560, 75971, 33.08022, -0.03305054, -28.42632, 0.0819397, 0.02655029, 0.9962769, 2.656265, 1, -31.69249, -1.587006, -31.02563, 0.08972168, 0.0241394, 0.9956665, 2.659668, 1
867568, 75972, 33.11266, -0.08506775, -28.25085, 0.09793091, 0.02946472, 0.994751, 2.628082, 1, -31.67279, -1.60817, -30.95827, 0.09931946, 0.02542114, 0.9947205, 2.654877, 1
867576, 75973, 33.14487, -0.09368896, -28.23395, 0.09780884, 0.02891541, 0.9947815, 2.573044, 1, -31.65085, -1.646774, -30.83263, 0.0907135, 0.02909851, 0.9954376, 2.621841, 1
867593, 75975, 33.18217, -0.08953857, -28.24536, 0.1003723, 0.03405762, 0.9943542, 2.607208, 1, -31.62741, -1.679001, -30.72041, 0.09796143, 0.0304718, 0.9947205, 2.65538, 1
867601, 75976, 33.2038, -0.08978271, -28.25041, 0.09616089, 0.0209198, 0.9951324, 2.641739, 1, -31.61397, -1.668091, -30.75868, 0.09649658, 0.03088379, 0.9948425, 2.674622, 1
867610, 75977, 33.22656, -0.1046143, -28.23245, 0.1077728, 0.01908875, 0.993988, 2.662125, 1, -31.59676, -1.655334, -30.81036, 0.102356, 0.03167725, 0.9942322, 2.643906, 1
867626, 75979, 33.27335, -0.108078, -28.23888, 0.1069641, 0.02967834, 0.9938049, 2.644791, 1, -31.5928, -1.78006, -30.47861, 0.1098938, 0.04077148, 0.993103, 2.871887, 1
867635, 75980, 33.29106, -0.1052856, -28.23474, 0.1053314, 0.02113342, 0.9942017, 2.701996, 1, -31.58609, -1.803894, -30.40488, 0.1105194, 0.03662109, 0.9931946, 2.708633, 1
867643, 75981, 33.3044, -0.1025238, -28.2403, 0.1101532, 0.026474, 0.9935455, 2.591782, 1, -31.57843, -1.828583, -30.34467, 0.1122894, 0.03868103, 0.9929199, 2.684128, 1
867660, 75983, 33.32401, -0.1064148, -28.24091, 0.1128235, 0.01634216, 0.9934692, 2.734924, 1, -31.57381, -1.858292, -30.282, 0.1127319, 0.03591919, 0.9929657, 2.71196, 1
867668, 75984, 33.32753, -0.1066895, -28.24356, 0.1113129, 0.01550293, 0.9936523, 2.702774, 1, -31.5739, -1.864731, -30.27454, 0.1129456, 0.03678894, 0.9929047, 2.70256, 1
867676, 75985, 33.33018, -0.1069641, -28.24623, 0.1099854, 0.01631165, 0.9937897, 2.671127, 1, -31.57408, -1.858292, -30.282, 0.1168518, 0.0358429, 0.9924927, 2.711929, 1
867693, 75987, 33.32985, -0.1104431, -28.25385, 0.1117554, 0.0158844, 0.9936066, 2.677643, 1, -31.57468, -1.851318, -30.32158, 0.1194611, 0.03686523, 0.9921417, 2.72522, 1
867701, 75988, 33.32805, -0.1121674, -28.25853, 0.1123352, 0.0161438, 0.9935303, 2.674408, 1, -31.57509, -1.8508, -30.35368, 0.1191254, 0.03866577, 0.9921112, 2.728714, 1
867710, 75989, 33.32626, -0.1120911, -28.26321, 0.1129303, 0.01605225, 0.9934692, 2.673187, 1, -31.57608, -1.845901, -30.37016, 0.118576, 0.03851318, 0.9921875, 2.738312, 1
867726, 75991, 33.28831, -0.09190369, -28.28545, 0.1095886, 0.02368164, 0.9936829, 2.732071, 1, -31.62001, -1.789169, -30.49883, 0.1157532, 0.03448486, 0.9926758, 2.70079, 1
867734, 75992, 33.27554, -0.07493591, -28.27702, 0.1132202, 0.02386475, 0.9932709, 2.618088, 1, -31.63264, -1.811096, -30.43121, 0.1226044, 0.03466797, 0.9918365, 2.734451, 1
867743, 75993, 33.27057, -0.0639801, -28.27315, 0.1098633, 0.02030945, 0.9937286, 2.671234, 1, -31.63675, -1.813736, -30.42595, 0.1226807, 0.0355835, 0.991806, 2.735962, 1
867759, 75995, 33.27667, -0.05207825, -28.27864, 0.1134186, 0.02618408, 0.9931946, 2.64241, 1, -31.63776, -1.813736, -30.42595, 0.122879, 0.03556824, 0.9917755, 2.735947, 1
867768, 75996, 33.2794, -0.05003357, -28.28026, 0.1132355, 0.02581787, 0.9932251, 2.664413, 1, -31.63467, -1.811096, -30.43121, 0.1230316, 0.03469849, 0.9917908, 2.737106, 1
867776, 75997, 33.28403, -0.05047607, -28.28137, 0.1121521, 0.02304077, 0.9934235, 2.660782, 1, -31.63365, -1.810455, -30.45183, 0.1233368, 0.03503418, 0.991745, 2.739273, 1
867793, 75999, 33.3004, -0.06788635, -28.29494, 0.1108398, 0.01448059, 0.9937286, 2.712997, 1, -31.62807, -1.810455, -30.49695, 0.1248322, 0.03190613, 0.9916534, 2.744858, 1
867801, 76000, 33.29649, -0.076828, -28.30196, 0.1179352, 0.01721191, 0.9928589, 2.699524, 1, -31.62506, -1.811096, -30.50421, 0.1263123, 0.02745056, 0.9916077, 2.748123, 1
867809, 76001, 33.29822, -0.08863831, -28.30243, 0.1197968, 0.005859375, 0.9927673, 2.714874, 1, -31.62759, -1.813736, -30.48833, 0.1273041, 0.02503967, 0.9915314, 2.755615, 1
867826, 76003, 33.38919, -0.1092834, -28.31203, 0.1396027, 0.003692627, 0.9901886, 2.662857, 1, -31.42587, -1.541245, -31.34323, 0.1416168, 0.02558899, 0.9895782, 2.742432, 1
867834, 76004, 33.42415, -0.121109, -28.32059, 0.1564178, 0.009567261, 0.9876404, 2.746216, 1, -31.38715, -1.580231, -31.20168, 0.1569214, 0.02841187, 0.9871979, 2.8508, 1
867843, 76005, 33.42514, -0.1417236, -28.31609, 0.1397552, 0.004348755, 0.9901733, 2.85997, 1, -31.40051, -1.600815, -31.15257, 0.1434479, 0.01794434, 0.9894867, 2.841904, 1
867859, 76007, 33.42174, -0.1561432, -28.32028, 0.1416931, 0.001647949, 0.9898987, 2.710083, 1, -31.41457, -1.586868, -31.26201, 0.1467438, 0.005722046, 0.989151, 2.808548, 1
867868, 76008, 33.42404, -0.1587677, -28.32265, 0.1430511, 0.003097534, 0.9897003, 2.703888, 1, -31.41263, -1.58403, -31.27359, 0.1473541, 0.009292603, 0.9890289, 2.822021, 1
867876, 76009, 33.42476, -0.161377, -28.325, 0.142746, 0.004180908, 0.9897461, 2.710907, 1, -31.41397, -1.586456, -31.27599, 0.147644, 0.006500244, 0.9890137, 2.80867, 1
867893, 76011, 33.42332, -0.1625519, -28.3277, 0.1430206, 0.004608154, 0.9897003, 2.710846, 1, -31.41457, -1.586868, -31.26587, 0.1470032, 0.01235962, 0.9890442, 2.835617, 1
867901, 76012, 33.42253, -0.1620941, -28.32846, 0.1430664, 0.004806519, 0.9896851, 2.740051, 1, -31.41721, -1.58989, -31.26393, 0.1461029, 0.01025391, 0.989212, 2.8237, 1
867909, 76013, 33.42174, -0.1616516, -28.32922, 0.143158, 0.004974365, 0.9896851, 2.745346, 1, -31.41986, -1.592926, -31.26201, 0.1452637, 0.01321411, 0.9892883, 2.813766, 1
867926, 76015, 33.39641, -0.1469269, -28.33527, 0.142807, 0.001037598, 0.9897461, 2.727219, 1, -31.42526, -1.598511, -31.24863, 0.1461334, 0.01422119, 0.989151, 2.8367, 1
867934, 76016, 33.39009, -0.1378021, -28.34726, 0.1436615, 0.01493835, 0.989502, 2.787994, 1, -31.5204, -1.896088, -30.31393, 0.1560364, 0.0201416, 0.9875336, 2.883087, 1
867943, 76017, 33.38641, -0.1363678, -28.34689, 0.1449127, 0.01126099, 0.9893646, 2.721924, 1, -31.53056, -1.922241, -30.23602, 0.1570435, 0.02023315, 0.987381, 2.954575, 1
867959, 76019, 33.38489, -0.1339264, -28.34689, 0.1463318, 0.007095337, 0.9891968, 2.705124, 1, -31.53056, -1.922241, -30.23602, 0.1565857, 0.01785278, 0.9874878, 2.887039, 1
867968, 76020, 33.38704, -0.1335144, -28.34726, 0.1465607, 0.007614136, 0.9891663, 2.727615, 1, -31.51105, -1.917496, -30.2373, 0.1646423, 0.02552795, 0.9860077, 2.827393, 1
867976, 76021, 33.41078, -0.1298828, -28.35756, 0.1528625, 0.01483154, 0.9881287, 2.843872, 1, -31.49438, -1.89444, -30.29306, 0.1661987, 0.02574158, 0.9857483, 2.821121, 1
867993, 76023, 33.45586, -0.1308136, -28.36082, 0.1556396, 0.009750366, 0.9877625, 2.802124, 1, -31.4489, -1.845383, -30.42395, 0.1641083, 0.02194214, 0.9861908, 2.867661, 1
868001, 76024, 33.47525, -0.130661, -28.36258, 0.1542664, 0.009460449, 0.9879761, 2.802917, 1, -31.42648, -1.849167, -30.38997, 0.1692047, 0.02661133, 0.9852142, 2.831589, 1
868009, 76025, 33.49797, -0.1304932, -28.36626, 0.1556091, 0.006118774, 0.987793, 2.705215, 1, -31.40489, -1.872787, -30.29167, 0.166214, 0.0216217, 0.9858398, 2.849503, 1
868026, 76027, 33.55597, -0.1380615, -28.39171, 0.1604156, 0.0110321, 0.9869843, 2.734848, 1, -31.31934, -1.68811, -30.82173, 0.1676178, 0.02467346, 0.9855347, 2.839188, 1
868034, 76028, 33.58447, -0.1486206, -28.39119, 0.15625, 0.008972168, 0.9876709, 2.790451, 1, -31.30196, -1.709061, -30.73442, 0.165741, 0.02360535, 0.9858704, 2.948013, 1
868043, 76029, 33.61026, -0.147583, -28.4062, 0.1646271, 0.01417542, 0.9862518, 2.790482, 1, -31.27522, -1.734818, -30.64317, 0.1749573, 0.02632141, 0.9842224, 2.8591, 1
868059, 76031, 33.66634, -0.144516, -28.42094, 0.165802, 0.01463318, 0.9860382, 2.818253, 1, -31.20529, -1.718964, -30.67281, 0.1768341, 0.02880859, 0.9838104, 2.860931, 1
868068, 76032, 33.70073, -0.1421356, -28.42085, 0.1632996, 0.008239746, 0.9865265, 2.757507, 1, -31.17551, -1.712234, -30.68744, 0.1780701, 0.02471924, 0.9837036, 2.759521, 1
868076, 76033, 33.7316, -0.1381226, -28.43834, 0.171524, 0.01591492, 0.9850464, 2.795609, 1, -31.14302, -1.704102, -30.7065, 0.1759949, 0.0242157, 0.9840851, 2.791245, 1
868093, 76035, 33.77301, -0.1420746, -28.4473, 0.1721191, 0.01783752, 0.9849091, 2.813889, 1, -31.14508, -1.886902, -30.03505, 0.1968994, 0.01673889, 0.9802704, 2.935638, 1
868101, 76036, 33.79077, -0.1484222, -28.45142, 0.1727295, 0.01615906, 0.9848328, 2.831924, 1, -31.12811, -1.926819, -29.94568, 0.188736, 0.02210999, 0.9817657, 2.953186, 1
868109, 76037, 33.76094, -0.1601715, -28.44989, 0.1723022, 0.01412964, 0.9849396, 2.779388, 1, -31.089, -1.53598, -31.2536, 0.1757965, 0.01792908, 0.9842529, 2.778336, 1
868126, 76039, 33.3685, -0.1354523, -28.42618, 0.09986877, 0.01066589, 0.9949341, 2.654922, 1, -31.54518, -1.883484, -30.18562, 0.1053619, 0.03614807, 0.9937744, 2.705841, 1
868134, 76040, 33.2101, 0.6440125, -31.06848, 0.02458191, -0.01127625, 0.9996185, 2.646835, 1, -31.75096, -1.737244, -30.59096, 0.05102539, 0.01579285, 0.9985657, 2.875244, 1
868143, 76041, 32.90942, 0.4797974, -30.61275, -0.02513123, -0.02462769, 0.9993744, 2.798798, 1, -32.01241, -1.803406, -30.38713, 0.007705688, -0.008514404, 0.9999237, 2.783524, 1
868159, 76043, 32.39848, -0.2538605, -28.62082, -0.07797241, 0.006103516, 0.996933, 2.641815, 1, -32.38458, -1.835968, -30.45615, -0.08166504, -0.02967834, 0.9962158, 2.66629, 1
868168, 76044, 32.35689, -0.3099823, -28.44872, -0.07633972, -0.003952026, 0.9970703, 2.775085, 1, -32.42062, -1.841843, -30.43306, -0.06910706, -0.01371765, 0.9975128, 2.796265, 1
868176, 76045, 32.39885, -0.2423706, -28.6414, -0.06755066, -0.007171631, 0.9976807, 2.597, 1, -32.41167, -1.847015, -30.39333, -0.07383728, -0.01071167, 0.9972076, 2.807632, 1
868193, 76047, 32.42201, -0.2726593, -28.59863, -0.07185364, 0.003219604, 0.997406, 2.624725, 1, -32.41286, -1.830292, -30.40843, -0.07655334, -0.01249695, 0.9969788, 2.709183, 1
868201, 76048, 32.42369, -0.2729797, -28.59607, -0.0737915, 0.001083374, 0.9972687, 2.630386, 1, -32.41704, -1.822861, -30.42918, -0.08096313, -0.02264404, 0.9964447, 2.693726, 1
868209, 76049, 32.42537, -0.2733154, -28.59349, -0.07261658, 0.003097534, 0.997345, 2.637207, 1, -32.41771, -1.823853, -30.41936, -0.07675171, -0.01890564, 0.9968567, 2.749741, 1
868226, 76051, 32.43214, -0.2733154, -28.59349, -0.06987, 0.003936768, 0.9975433, 2.652451, 1, -32.41962, -1.823746, -30.40135, -0.07608032, -0.02003479, 0.9968872, 2.749664, 1
868234, 76052, 32.43716, -0.2729797, -28.59607, -0.06929016, 0.003952026, 0.9975739, 2.654648, 1, -32.42087, -1.822861, -30.3932, -0.07649231, -0.02490234, 0.9967499, 2.722183, 1
868243, 76053, 32.44217, -0.2726593, -28.59863, -0.06866455, 0.003982544, 0.9976196, 2.65242, 1, -32.42213, -1.821198, -30.38991, -0.0763092, -0.02134705, 0.9968414, 2.74556, 1
868259, 76055, 32.46803, -0.2733154, -28.59349, -0.07347107, 0.003890991, 0.9972839, 2.652054, 1, -32.42261, -1.817032, -30.38031, -0.07615662, -0.01861572, 0.9969177, 2.764694, 1
868268, 76056, 32.51614, -0.2267151, -28.60149, -0.07035828, -0.002243042, 0.9975128, 2.699707, 1, -32.42184, -1.81456, -30.37402, -0.07618713, -0.01945496, 0.9969025, 2.760025, 1
868276, 76057, 32.52733, -0.2183533, -28.60526, -0.07417297, -0.0001220703, 0.9972382, 2.622314, 1, -32.42136, -1.810669, -30.37265, -0.07579041, -0.01974487, 0.9969177, 2.76442, 1
868293, 76059, 32.5519, -0.152298, -28.75772, -0.07055664, 0.001647949, 0.9974976, 2.711151, 1, -32.41962, -1.803757, -30.36855, -0.0741272, -0.02020264, 0.9970398, 2.775772, 1
868301, 76060, 32.56322, -0.1095276, -28.88097, -0.07023621, -0.007705688, 0.9974976, 2.674179, 1, -32.39526, -1.785629, -30.27409, -0.06910706, -0.0125885, 0.9975281, 2.826523, 1
868309, 76061, 32.56822, -0.09303284, -28.92174, -0.06698608, -0.004272461, 0.9977417, 2.699326, 1, -32.39003, -1.784393, -30.25607, -0.06756592, -0.01608276, 0.9975739, 2.863617, 1
868326, 76063, 32.57886, -0.05506897, -29.02362, -0.06549072, -0.003799438, 0.9978333, 2.701172, 1, -32.38672, -1.782227, -30.2446, -0.06692505, -0.01316833, 0.9976654, 2.820129, 1
868334, 76064, 32.59776, -0.01116943, -29.15721, -0.06871033, -0.004074097, 0.9976196, 2.701874, 1, -32.38461, -1.78331, -30.24294, -0.06629944, -0.01348877, 0.9976959, 2.841003, 1
868343, 76065, 32.60307, -0.01878357, -29.15018, -0.07124329, -0.00453186, 0.9974365, 2.764801, 1, -32.38252, -1.784393, -30.24127, -0.06721497, -0.01402283, 0.9976349, 2.819962, 1
868359, 76067, 32.60547, -0.01982117, -29.15018, -0.06312561, -0.007919312, 0.9979706, 2.764053, 1, -32.36949, -1.808792, -30.19856, -0.06672668, -0.01837158, 0.9975891, 2.824478, 1
868368, 76068, 32.61649, -0.05526733, -29.1131, -0.06529236, -0.006286621, 0.9978333, 2.724045, 1, -32.36234, -1.81076, -30.18256, -0.06666565, -0.01724243, 0.9976196, 2.834015, 1
868376, 76069, 32.6232, -0.08314514, -29.06113, -0.06004333, -0.002578735, 0.9981842, 2.656662, 1, -32.35519, -1.812714, -30.16656, -0.06674194, -0.01951599, 0.9975739, 2.824753, 1
868393, 76071, 32.67366, -0.04862976, -29.1738, -0.05874634, -0.01039124, 0.9982147, 2.765289, 1, -32.35315, -1.795471, -30.26343, -0.06138611, -0.01147461, 0.9980469, 2.889282, 1
868401, 76072, 32.68631, -0.06593323, -29.15234, -0.06820679, -0.00402832, 0.9976501, 2.726227, 1, -32.34911, -1.779968, -30.27428, -0.06362915, -0.003952026, 0.9979553, 2.922653, 1
868409, 76073, 32.67111, -0.07286072, -29.08209, -0.06063843, -0.003662109, 0.9981384, 2.736465, 1, -32.33575, -1.797043, -30.12859, -0.06152344, -0.01089478, 0.9980316, 2.884216, 1
868426, 76075, 32.69958, 0.01651001, -29.25542, -0.06617737, -0.006271362, 0.9977722, 2.715836, 1, -32.4117, -1.681503, -30.42818, -0.04403687, -0.005645752, 0.9990082, 2.8172, 1
868434, 76076, 32.66759, 0.01914978, -29.08949, -0.06388855, -0.0125885, 0.9978638, 2.824097, 1, -32.43098, -1.659561, -30.41982, -0.05239868, -0.003662109, 0.9986115, 2.949768, 1
868443, 76077, 32.65468, -0.0003509521, -29.01505, -0.06269836, -0.01252747, 0.9979401, 2.798187, 1, -32.45439, -1.655746, -30.42227, -0.04272461, -0.005874634, 0.9990692, 2.826569, 1
868459, 76079, 32.51707, -0.08035278, -28.92708, -0.08544922, -0.01036072, 0.9962769, 2.789551, 0.976635, -32.55185, -1.680283, -30.39777, -0.07287598, -0.01994324, 0.9971313, 2.799606, 0.9670935
868468, 76080, 32.48288, -0.2544556, -28.48912, -0.07746887, -0.009613037, 0.996933, 2.736603, 0.976635, -32.54692, -1.713181, -30.35129, -0.07365417, -0.03427124, 0.9966888, 2.812515, 0.9670935
868476, 76081, 32.47725, -0.3550415, -28.32436, -0.06825256, 0.006530762, 0.9976349, 2.658264, 0.9893914, -32.53279, -1.72908, -30.34732, -0.06567383, -0.02822876, 0.9974365, 2.874069, 0.9846941
868493, 76083, 32.30956, -0.4233704, -28.1611, -0.1112213, -0.0004577637, 0.9937897, 2.781067, 1, -32.70998, -1.732864, -30.39188, -0.1010742, -0.0358429, 0.9942169, 2.771851, 1
868501, 76084, 32.1118, -0.3843536, -28.28975, -0.1390991, -0.02133179, 0.990036, 2.909363, 1, -32.85655, -1.737427, -30.4321, -0.1207581, -0.02430725, 0.9923706, 2.711151, 1
868509, 76085, 31.96413, -0.293457, -28.55782, -0.1489563, -0.01416016, 0.988739, 2.891373, 1, -32.869, -1.671112, -30.39841, -0.1545715, -0.03251648, 0.987442, 2.687775, 1
868518, 76086, 31.91267, -0.4636383, -28.0647, -0.1586151, -0.005157471, 0.9873199, 2.910202, 1, -33.06168, -1.768143, -30.48795, -0.1286926, -0.001800537, 0.9916687, 2.753738, 1
868534, 76088, 31.93871, -0.50177, -27.85437, -0.1556854, 0.001098633, 0.987793, 2.932983, 1, -33.05908, -1.764236, -30.47906, -0.1233368, -0.005599976, 0.9923401, 2.808762, 1
868543, 76089, 31.95938, -0.5349731, -27.68822, -0.1481323, 0.007156372, 0.9889374, 2.80603, 1, -33.0412, -1.744919, -30.47473, -0.1257782, -0.005569458, 0.9920349, 2.788834, 1
868559, 76091, 32.03896, -0.4122925, -27.69292, -0.1324158, 0.02075195, 0.9909668, 2.762131, 1, -32.9949, -1.698746, -30.45432, -0.1224823, -0.01374817, 0.9923706, 2.807526, 1
868568, 76092, 32.07504, -0.3391876, -27.78922, -0.1326752, 0.0174408, 0.9909973, 2.83252, 1, -32.97716, -1.678146, -30.4384, -0.1136932, -0.01638794, 0.9933777, 2.942627, 1
868576, 76093, 32.09306, -0.2132416, -28.00635, -0.1280975, 0.01199341, 0.991684, 2.853577, 1, -32.9227, -1.688599, -30.41278, -0.1230164, -0.02626038, 0.9920502, 2.696518, 1
868593, 76095, 32.07481, 0.1569214, -28.754, -0.1263885, -0.000289917, 0.9919739, 2.800674, 0.9852956, -33.00119, -1.673859, -30.43777, -0.1212311, -0.01480103, 0.9925079, 2.781525, 0.9223841
868601, 76096, 31.89507, 0.2280579, -28.89523, -0.1442413, 0.01560974, 0.9894104, 3.008575, 0.9852956, -33.1376, -1.684769, -30.46265, -0.1474915, -0.02275085, 0.9888, 2.658813, 0.9223841
868609, 76097, 31.61551, 0.271759, -28.92157, -0.1915131, 0.02050781, 0.9812622, 2.948959, 0.9010227, -33.24054, -1.669846, -30.51073, -0.1891479, -0.01583862, 0.9818115, 2.580978, 0.8746084
868626, 76099, 31.35699, 0.1931915, -28.14967, 0, 0, 0, -1, 0.8108611, -33.52266, -1.599564, -30.45222, -0.154953, -0.1485901, 0.9766693, 1.823853, 0.7684361
868634, 76100, 31.21233, 0.2758179, -28.35994, 0, 0, 0, -1, 0.8108611, -31.76451, -1.905716, -30.25876, 0, 0, 0, -1, 0.7684361
868643, 76101, 31.6853, -1.184174, -28.60669, 0, 0, 0, -1, 0.7022803, -31.76451, -1.905716, -30.25876, 0, 0, 0, -1, 0.6630587
868659, 76103, 31.11722, -1.538208, -28.78459, 0, 0, 0, -1, 0.4979621, -31.76451, -1.905716, -30.25876, 0, 0, 0, -1, 0.5118346
