Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
1871040, 45547, truthful, baseline, 33.19173, 6.367767, -38.08644, -0.2011719, -0.1806946, 0.962738, 2.508667, 1, -32.73918, 7.021652, -36.45303, -0.1547546, -0.1987915, 0.9677277, 2.472656, 1
1871048, 45548, truthful, baseline, 33.19383, 6.365753, -38.08633, -0.2016296, -0.1805267, 0.962677, 2.50621, 1, -32.73923, 7.021713, -36.45284, -0.1539612, -0.1991577, 0.9677887, 2.458725, 1
1871065, 45550, truthful, baseline, 33.41652, 6.356384, -38.05586, -0.1700592, -0.1863098, 0.9676514, 2.594971, 1, -32.32404, 6.991653, -36.31812, -0.1872101, -0.1907959, 0.9636078, 2.536957, 1
1871073, 45551, truthful, baseline, 33.72742, 6.341263, -37.96786, -0.1078339, -0.1824799, 0.9772644, 2.487686, 1, -32.26561, 7.03717, -36.36967, -0.09962463, -0.178009, 0.9789581, 2.502594, 1
1871081, 45552, truthful, baseline, 34.05122, 6.360641, -37.92809, -0.07168579, -0.1793518, 0.9811554, 2.635193, 1, -31.91107, 7.086426, -36.32825, -0.05499268, -0.1760406, 0.9828339, 2.574722, 1
1871090, 45553, truthful, baseline, 34.34024, 6.388611, -38.01949, -0.02563477, -0.182724, 0.9828186, 2.514359, 1, -31.5462, 7.102585, -36.29465, -0.0209198, -0.1726227, 0.9847565, 2.555038, 1
1871106, 45555, truthful, baseline, 34.79387, 6.369202, -38.03418, 0.03329468, -0.1851349, 0.982132, 2.55777, 1, -31.00017, 7.095642, -36.28548, 0.04400635, -0.1794434, 0.9827728, 2.647263, 1
1871115, 45556, truthful, baseline, 34.873, 6.363708, -38.04836, 0.04377747, -0.1833344, 0.9820709, 2.552429, 1, -30.89175, 7.095459, -36.28261, 0.05514526, -0.1824646, 0.9816589, 2.687469, 1
1871123, 45557, truthful, baseline, 34.88631, 6.375458, -38.07121, 0.02903748, -0.1785736, 0.98349, 2.585342, 1, -30.87991, 7.076126, -36.29156, 0.04927063, -0.1826172, 0.9819336, 2.702606, 1
1871140, 45559, truthful, baseline, 34.89165, 6.365753, -38.0735, 0.04078674, -0.1805267, 0.9827118, 2.607513, 1, -30.91437, 7.069778, -36.28355, 0.05702209, -0.1835785, 0.9813385, 2.657013, 1
1871148, 45560, truthful, baseline, 34.93481, 6.333282, -38.07246, 0.03996277, -0.1819611, 0.9824829, 2.555542, 1, -30.92096, 7.069534, -36.27991, 0.05479431, -0.1794586, 0.9822235, 2.615463, 1
1871165, 45562, truthful, baseline, 34.94907, 6.328156, -38.07335, 0.03987122, -0.1791229, 0.9830017, 2.620453, 1, -30.9276, 7.066422, -36.28233, 0.0569458, -0.1802521, 0.9819641, 2.628021, 1
1871173, 45563, truthful, baseline, 34.95193, 6.327652, -38.07224, 0.03790283, -0.1822205, 0.9825134, 2.633209, 1, -30.93103, 7.064453, -36.28395, 0.0552063, -0.1798859, 0.982132, 2.63002, 1
1871181, 45564, truthful, baseline, 34.9548, 6.327133, -38.07112, 0.03668213, -0.1850891, 0.9820251, 2.638947, 1, -30.93494, 7.061935, -36.28522, 0.05680847, -0.179184, 0.9821625, 2.627899, 1
1871198, 45566, truthful, baseline, 34.96568, 6.323898, -38.06596, 0.03944397, -0.1745605, 0.9838409, 2.612579, 1, -30.94196, 7.05806, -36.28712, 0.05671692, -0.1788635, 0.9822235, 2.621231, 1
1871206, 45567, truthful, baseline, 34.96747, 6.323242, -38.06363, 0.03817749, -0.1780853, 0.9832611, 2.564606, 1, -30.94507, 7.056686, -36.28777, 0.05705261, -0.1786499, 0.9822388, 2.615768, 1
1871215, 45568, truthful, baseline, 34.96925, 6.322586, -38.06131, 0.03672791, -0.1813507, 0.9827271, 2.611984, 1, -30.9489, 7.053406, -36.28712, 0.05685425, -0.1789703, 0.9822083, 2.620987, 1
1871231, 45570, truthful, baseline, 34.97462, 6.322586, -38.05653, 0.03607178, -0.1817627, 0.982666, 2.647614, 1, -30.95584, 7.048065, -36.28622, 0.05781555, -0.179245, 0.9821014, 2.618195, 1
1871240, 45571, truthful, baseline, 34.97594, 6.322388, -38.05592, 0.03598022, -0.1825409, 0.9825287, 2.651871, 1, -30.95898, 7.04599, -36.28598, 0.05757141, -0.1791687, 0.9821167, 2.62088, 1
