Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
359653, 82366, truthful, baseline, 34.48688, 2.582733, -33.55151, -0.04344177, -0.2212372, 0.9742432, 2.992935, 1, -31.92854, -0.7983551, -31.92772, -0.04029846, -0.2043457, 0.9780579, 3.460831, 1
359653, 82366, truthful, baseline, 34.48688, 2.582733, -33.55151, -0.04344177, -0.2212372, 0.9742432, 2.992935, 1, -31.92854, -0.7983551, -31.92772, -0.04029846, -0.2043457, 0.9780579, 3.460831, 1
359661, 82367, truthful, baseline, 34.30191, 2.751251, -33.89572, -0.08708191, -0.194519, 0.9770203, 2.953873, 1, -32.07368, -0.7063446, -31.95921, -0.07559204, -0.1707764, 0.9823914, 3.352142, 1
359678, 82369, truthful, baseline, 33.99026, 2.903122, -33.91313, -0.1106262, -0.1774902, 0.9778748, 3.029221, 1, -32.25662, -0.5736847, -31.99284, -0.114563, -0.147049, 0.9824677, 3.374893, 1
359686, 82370, truthful, baseline, 33.98323, 2.934204, -33.9346, -0.1098633, -0.1721344, 0.9789124, 3.080811, 1, -32.27795, -0.5542908, -31.9785, -0.1053467, -0.1604614, 0.9813995, 3.340622, 1
359694, 82371, truthful, baseline, 34.0175, 2.873535, -33.75049, -0.1073914, -0.1837158, 0.9770813, 3.078857, 1, -32.27747, -0.5637817, -31.97328, -0.09909058, -0.1613464, 0.9819031, 3.36821, 1
359711, 82373, truthful, baseline, 34.03859, 2.877136, -33.76495, -0.1051331, -0.1774292, 0.9785004, 3.032074, 1, -32.29274, -0.559082, -31.97833, -0.1062164, -0.1593323, 0.9814911, 3.395264, 1
359719, 82374, truthful, baseline, 34.04323, 2.875473, -33.72667, -0.1011047, -0.1758881, 0.9792023, 3.044952, 1, -32.29582, -0.553894, -31.97937, -0.1038055, -0.1525116, 0.9828186, 3.434906, 1
359728, 82375, truthful, baseline, 34.05432, 2.885086, -33.73317, -0.1020966, -0.1763611, 0.9790039, 2.999298, 1, -32.29556, -0.5501404, -31.98001, -0.1048737, -0.1492615, 0.9832153, 3.428284, 1
359744, 82377, truthful, baseline, 34.08395, 2.963623, -33.96054, -0.1034698, -0.1742249, 0.979248, 3.033112, 1, -32.28789, -0.5198822, -31.9763, -0.1010132, -0.1447601, 0.9842834, 3.426346, 1
359753, 82378, truthful, baseline, 34.099, 2.985107, -34.00728, -0.09657288, -0.1703491, 0.9806366, 2.973633, 1, -32.28358, -0.5071259, -31.97639, -0.1078339, -0.1469421, 0.9832458, 3.409149, 1
359761, 82379, truthful, baseline, 34.11331, 2.992935, -34.01727, -0.1000671, -0.167511, 0.9807739, 2.93364, 1, -32.28209, -0.5054779, -31.97079, -0.0945282, -0.1482697, 0.9844055, 3.367523, 1
359778, 82381, truthful, baseline, 34.13763, 2.991974, -33.98759, -0.1000671, -0.1660156, 0.9810181, 2.961258, 1, -32.27802, -0.5009003, -31.9684, -0.09428406, -0.1498413, 0.9841919, 3.367264, 1
359786, 82382, truthful, baseline, 34.14743, 2.970993, -33.90569, -0.09706116, -0.1610413, 0.9821472, 2.836929, 1, -32.27542, -0.4979858, -31.96518, -0.09403992, -0.150589, 0.9841003, 3.369675, 1
359794, 82383, truthful, baseline, 34.16029, 2.948135, -33.81981, -0.09526062, -0.1664429, 0.9814301, 2.87854, 1, -32.26489, -0.4957275, -31.96033, -0.0920105, -0.14534, 0.9850922, 3.390991, 1
359811, 82385, truthful, baseline, 34.17902, 2.935318, -33.74345, -0.09420776, -0.1606445, 0.9824982, 2.88266, 1, -32.25081, -0.4869232, -31.95265, -0.08457947, -0.1410675, 0.9863739, 3.334091, 1
359819, 82386, truthful, baseline, 34.1857, 2.934647, -33.72633, -0.09422302, -0.1604004, 0.9825287, 2.946167, 1, -32.2439, -0.4896393, -31.9436, -0.0791626, -0.1508789, 0.9853668, 3.353363, 1
359828, 82387, truthful, baseline, 34.19377, 2.938431, -33.72716, -0.08853149, -0.1631927, 0.982605, 2.813629, 1, -32.23526, -0.490036, -31.94331, -0.07722473, -0.1434631, 0.9866333, 3.360672, 1
359836, 82388, truthful, baseline, 34.19894, 2.952011, -33.76999, -0.084198, -0.1698303, 0.9818573, 2.922409, 1, -32.23222, -0.4899139, -31.94254, -0.0769043, -0.1436157, 0.9866333, 3.368591, 1
359853, 82390, truthful, baseline, 34.2225, 3.013824, -33.94994, -0.08291626, -0.1623383, 0.9832306, 2.905548, 1, -32.21091, -0.4821472, -31.9415, -0.08192444, -0.1413574, 0.986557, 3.384903, 1
359861, 82391, truthful, baseline, 34.23169, 3.051224, -34.06743, -0.08068848, -0.1584778, 0.9840546, 2.820938, 1, -32.19803, -0.4767761, -31.93486, -0.07102966, -0.1379547, 0.9878845, 3.356461, 1
359869, 82392, truthful, baseline, 34.23398, 3.034286, -34.00726, -0.07603455, -0.160141, 0.9841461, 2.768204, 1, -32.1861, -0.4733276, -31.92996, -0.06997681, -0.144165, 0.9870605, 3.351166, 1
359886, 82394, truthful, baseline, 34.24016, 3.038757, -34.02808, -0.0776825, -0.1601868, 0.9840088, 2.834488, 1, -32.18219, -0.4680939, -31.93228, -0.06938171, -0.1358948, 0.9882813, 3.30481, 1
359894, 82395, truthful, baseline, 34.24136, 3.045731, -34.05067, -0.07691956, -0.1600952, 0.9840851, 2.834457, 1, -32.18185, -0.4665375, -31.93344, -0.06793213, -0.134613, 0.9885559, 3.292068, 1
