Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
152856, 57545, truthful, baseline, 34.16647, 4.434723, -32.58319, 0.01576233, -0.1038666, 0.9944611, 3.263351, 1, -32.14484, 0.7156677, -31.98169, 0.01834106, -0.09954834, 0.9948578, 3.492538, 1
152864, 57546, truthful, baseline, 34.21193, 4.627014, -33.33128, 0.006866455, -0.1136017, 0.9934998, 3.289124, 1, -32.1239, 0.6955719, -31.92918, 0.02420044, -0.1035004, 0.9943237, 3.556915, 1
152873, 57547, truthful, baseline, 34.2417, 4.633865, -33.43185, 0.02386475, -0.1178284, 0.9927368, 3.189346, 1, -32.09366, 0.6917114, -32.00249, 0.04608154, -0.1049194, 0.9934082, 3.556091, 1
152881, 57548, truthful, baseline, 34.22943, 4.589264, -33.31349, 0.02160645, -0.1195679, 0.9925842, 3.358841, 1, -32.04591, 0.6595306, -31.92896, 0.03581238, -0.1127472, 0.9929657, 3.584778, 1
152898, 57550, truthful, baseline, 34.23834, 4.73848, -33.93167, 0.01004028, -0.1264038, 0.9919128, 3.307526, 1, -32.06142, 0.6490784, -31.911, 0.03623962, -0.1134644, 0.9928741, 3.640152, 1
152906, 57551, truthful, baseline, 34.23694, 4.735153, -33.92159, 0.01159668, -0.1274261, 0.9917755, 3.304977, 1, -32.0658, 0.6455536, -31.93268, 0.03533936, -0.113205, 0.9929352, 3.645813, 1
152914, 57552, truthful, baseline, 34.2321, 4.671021, -33.6707, 0.0151062, -0.1274109, 0.9917297, 3.304214, 1, -32.06657, 0.641861, -31.93024, 0.0350647, -0.1166077, 0.9925537, 3.620438, 1
152931, 57554, truthful, baseline, 34.22467, 4.598099, -33.37273, 0.01437378, -0.1292419, 0.9915009, 3.311234, 1, -32.0695, 0.6361542, -31.93143, 0.03424072, -0.115799, 0.9926758, 3.604568, 1
152939, 57555, truthful, baseline, 34.22211, 4.58931, -33.32562, 0.0153656, -0.1309814, 0.9912567, 3.304688, 1, -32.07164, 0.63414, -31.93016, 0.03356934, -0.1154785, 0.9927368, 3.603882, 1
152948, 57556, truthful, baseline, 34.21965, 4.572998, -33.28485, 0.01547241, -0.130127, 0.9913635, 3.313171, 1, -32.07458, 0.6282654, -31.92899, 0.03277588, -0.1160278, 0.992691, 3.604416, 1
