Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
249368, 69129, lying, baseline, 34.03201, 4.966934, -32.48347, -0.00831604, 0.02816772, 0.9995575, 2.805237, 0.9557291, -32.21191, 1.729568, -32.17912, 0.001251221, 0.05801392, 0.9983063, 2.965302, 1
249377, 69130, lying, baseline, 34.00629, 5.019257, -32.39203, -0.009841919, 0.04614258, 0.9988861, 2.81102, 1, -32.23438, 1.741287, -32.04019, -0.001617432, 0.06166077, 0.9980927, 2.978165, 1
249385, 69131, lying, baseline, 34.03185, 4.933731, -32.12915, -0.006149292, 0.03060913, 0.9995117, 2.950439, 1, -32.2653, 1.713058, -31.98708, -0.005187988, 0.05952454, 0.9981995, 3.02951, 1
249393, 69132, lying, baseline, 34.05957, 4.916672, -32.12569, -0.009643555, 0.045578, 0.9989014, 2.888351, 1, -32.28737, 1.637512, -31.81725, -0.001678467, 0.06721497, 0.9977264, 3.062897, 1
249410, 69134, lying, baseline, 34.0919, 4.906631, -32.1358, -0.00743103, 0.03672791, 0.9992828, 2.832504, 1, -32.31096, 1.703903, -32.04459, 0.0001831055, 0.0607605, 0.9981384, 2.982788, 1
249418, 69135, lying, baseline, 34.10951, 4.967422, -32.37204, -0.005599976, 0.03942871, 0.9992065, 2.818008, 1, -32.31938, 1.730453, -32.1671, -0.0005950928, 0.06260681, 0.9980316, 2.918304, 1
249427, 69136, lying, baseline, 34.11281, 4.891968, -32.13196, -0.004211426, 0.04090881, 0.9991455, 2.934158, 1, -32.33072, 1.688202, -32.04184, -0.001968384, 0.06367493, 0.9979553, 2.997192, 1
249443, 69138, lying, baseline, 34.1283, 4.875656, -32.05791, -0.012146, 0.03865051, 0.999176, 2.83493, 1, -32.33823, 1.703934, -32.09444, -0.002990723, 0.06286621, 0.9980164, 2.990768, 1
249452, 69139, lying, baseline, 34.13068, 4.865448, -32.02531, -0.01203918, 0.03672791, 0.9992523, 2.901382, 1, -32.34624, 1.706833, -32.09908, -0.004013062, 0.05421448, 0.9985199, 2.948578, 1
249460, 69140, lying, baseline, 34.13304, 4.857437, -31.9951, -0.01153564, 0.03959656, 0.9991455, 2.89592, 1, -32.34976, 1.70636, -32.10194, -0.006958008, 0.05735779, 0.9983215, 2.929489, 1
249477, 69142, lying, baseline, 34.13881, 4.85524, -31.99272, -0.009597778, 0.03994751, 0.9991455, 2.89122, 1, -32.3589, 1.705185, -32.10757, -0.000289917, 0.06098938, 0.9981384, 3.021896, 1
249485, 69143, lying, baseline, 34.14043, 4.850357, -31.96941, -0.01135254, 0.04014587, 0.999115, 2.877899, 1, -32.36079, 1.695236, -32.07314, -0.00050354, 0.05812073, 0.9983063, 2.962616, 1
249493, 69144, lying, baseline, 34.14204, 4.845474, -31.94611, -0.01309204, 0.04042053, 0.9990845, 2.864792, 1, -32.36197, 1.69632, -32.07619, -0.005371094, 0.06082153, 0.9981232, 2.992767, 1
249510, 69146, lying, baseline, 34.14503, 4.845322, -31.94611, -0.01112366, 0.04060364, 0.9990997, 2.884811, 1, -32.36432, 1.685486, -32.04465, -0.004455566, 0.06365967, 0.9979553, 2.996338, 1
249518, 69147, lying, baseline, 34.14619, 4.845398, -31.95377, -0.01116943, 0.04179382, 0.999054, 2.88472, 1, -32.36548, 1.67572, -32.01617, -0.00453186, 0.0639801, 0.9979401, 2.98085, 1
249527, 69148, lying, baseline, 34.14735, 4.845322, -31.94878, -0.01121521, 0.04244995, 0.9990234, 2.884659, 1, -32.3661, 1.674011, -32.01065, -0.004318237, 0.06448364, 0.9978943, 2.975708, 1
249543, 69150, lying, baseline, 34.15021, 4.845322, -31.94878, -0.01176453, 0.04415894, 0.9989471, 2.885269, 1, -32.36797, 1.665527, -31.9837, -0.004486084, 0.06471252, 0.997879, 2.976517, 1
