Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
418615, 89443, truthful, baseline, 34.08473, 3.536697, -33.12976, -0.01068115, -0.0544281, 0.9984589, 3.148788, 1, -32.51923, 0.2902069, -31.99809, 0.006072998, -0.04586792, 0.9989166, 3.433853, 1
418615, 89443, truthful, baseline, 34.08473, 3.536697, -33.12976, -0.01068115, -0.0544281, 0.9984589, 3.148788, 1, -32.51923, 0.2902069, -31.99809, 0.006072998, -0.04586792, 0.9989166, 3.433853, 1
418623, 89444, truthful, baseline, 34.08806, 3.53476, -33.12224, -0.01121521, -0.05458069, 0.9984436, 3.144516, 1, -32.51956, 0.292511, -32.00525, 0.006500244, -0.0459137, 0.9989166, 3.433899, 1
418640, 89446, truthful, baseline, 34.09395, 3.531372, -33.11053, -0.012146, -0.05490112, 0.9984131, 3.149872, 1, -32.51993, 0.2986908, -32.03343, 0.006698608, -0.04559326, 0.9989319, 3.433182, 1
418648, 89447, truthful, baseline, 34.09651, 3.529922, -33.10637, -0.01249695, -0.05491638, 0.9983978, 3.150513, 1, -32.51996, 0.3025665, -32.05447, 0.006469727, -0.04515076, 0.9989471, 3.432968, 1
418657, 89448, truthful, baseline, 34.10143, 3.529922, -33.10637, -0.0133667, -0.05462646, 0.9984131, 3.15033, 1, -32.52028, 0.3025665, -32.05447, 0.007369995, -0.04534912, 0.9989319, 3.473206, 1
418673, 89450, truthful, baseline, 34.10831, 3.518066, -33.06639, -0.01385498, -0.05465698, 0.9983978, 3.151321, 1, -32.52055, 0.3088379, -32.07956, 0.008575439, -0.04626465, 0.9988861, 3.462357, 1
418682, 89451, truthful, baseline, 34.21078, 3.586288, -33.25468, 0.001541138, -0.05941772, 0.99823, 3.128815, 1, -32.42726, 0.3357697, -32.13124, 0.01824951, -0.0509491, 0.9985199, 3.467331, 1
418690, 89452, truthful, baseline, 34.29944, 3.626556, -33.36606, 0.03027344, -0.05303955, 0.9981232, 3.296082, 1, -32.32428, 0.4283905, -32.39497, 0.04490662, -0.05075073, 0.9976959, 3.52562, 1
418707, 89454, truthful, baseline, 34.34125, 3.556503, -33.0977, 0.02101135, -0.05123901, 0.9984589, 3.218506, 1, -32.26631, 0.3782959, -32.15752, 0.04837036, -0.0423584, 0.9979248, 3.470123, 1
418715, 89455, truthful, baseline, 34.33643, 3.556473, -33.10396, 0.02137756, -0.05253601, 0.9983826, 3.257431, 1, -32.27686, 0.3420258, -32.06259, 0.05091858, -0.04914856, 0.9974823, 3.451736, 1
418723, 89456, truthful, baseline, 34.33591, 3.556503, -33.1102, 0.02102661, -0.0539856, 0.9983063, 3.267578, 1, -32.27814, 0.3250275, -32.03271, 0.04142761, -0.05058289, 0.9978485, 3.534348, 1
418740, 89458, truthful, baseline, 34.34125, 3.560791, -33.1102, 0.0199585, -0.05485535, 0.998291, 3.267258, 1, -32.27664, 0.358963, -32.12978, 0.04264832, -0.04403687, 0.9981079, 3.492126, 1
