Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
221849, truthful, baseline, 2.82338, 3.145813
221858, truthful, baseline, 2.825485, 3.144714
221858, truthful, baseline, 2.825485, 3.144714
221874, truthful, baseline, 2.825424, 3.142212
221883, truthful, baseline, 2.823273, 3.140945
221891, truthful, baseline, 2.821014, 3.141785
221908, truthful, baseline, 2.821243, 3.138657
221916, truthful, baseline, 2.806488, 3.136765
221924, truthful, baseline, 2.791794, 3.135086
221941, truthful, baseline, 2.785126, 3.12532
221949, truthful, baseline, 2.78154, 3.116196
221958, truthful, baseline, 2.78183, 3.102402
221974, truthful, baseline, 2.775925, 3.096283
221983, truthful, baseline, 2.767242, 3.065704
221991, truthful, baseline, 2.764679, 3.054062
222008, truthful, baseline, 2.764648, 3.042572
222016, truthful, baseline, 2.761383, 3.026886
222024, truthful, baseline, 2.76091, 3.025009
222041, truthful, baseline, 2.740158, 3.013062
222049, truthful, baseline, 2.754623, 3.01355
222058, truthful, baseline, 2.740051, 3.002747
222074, truthful, baseline, 2.740341, 2.990646
222083, truthful, baseline, 2.737015, 3.002472
222091, truthful, baseline, 2.737045, 2.990494
222108, truthful, baseline, 2.728882, 2.98526
222116, truthful, baseline, 2.7229, 2.985474
222124, truthful, baseline, 2.729202, 2.982437
222141, truthful, baseline, 2.729065, 2.981674
222149, truthful, baseline, 2.722748, 2.981384
222158, truthful, baseline, 2.633331, 3.007187
222174, truthful, baseline, 2.633545, 3.07782
222183, truthful, baseline, 2.621216, 2.955048
222191, truthful, baseline, 2.772278, 3.001984
222208, truthful, baseline, 2.770126, 3.028625
222216, truthful, baseline, 2.785095, 2.962708
222224, truthful, baseline, 2.775711, 3.02417
222241, truthful, baseline, 2.775848, 3.021805
222249, truthful, baseline, 2.761642, 3.019302
222258, truthful, baseline, 2.775879, 3.016541
222274, truthful, baseline, 2.784332, 3.01709
222283, truthful, baseline, 2.780396, 3.006546
222299, truthful, baseline, 2.774094, 2.996094
222308, truthful, baseline, 2.776474, 2.99588
222316, truthful, baseline, 2.780853, 2.996124
222333, truthful, baseline, 2.780838, 2.99614
222341, truthful, baseline, 2.776688, 2.995804
222349, truthful, baseline, 2.773773, 2.990921
222366, truthful, baseline, 2.772339, 2.962708
222374, truthful, baseline, 2.77417, 2.963058
222383, truthful, baseline, 2.772598, 2.971191
222399, truthful, baseline, 2.764969, 2.956787
222408, truthful, baseline, 2.764862, 2.956848
222416, truthful, baseline, 2.764755, 2.956833
222432, truthful, baseline, 2.76445, 2.95401
222441, truthful, baseline, 2.760895, 2.953934
222457, truthful, baseline, 2.76445, 2.940918
222466, truthful, baseline, 2.761047, 2.956253
222474, truthful, baseline, 2.747864, 2.956131
222491, truthful, baseline, 2.748093, 2.989258
222499, truthful, baseline, 2.736267, 2.996002
222507, truthful, baseline, 2.734283, 2.995636
222524, truthful, baseline, 2.727371, 2.995667
222532, truthful, baseline, 2.726349, 2.994934
222541, truthful, baseline, 2.726685, 2.99472
222557, truthful, baseline, 2.726563, 2.99469
222566, truthful, baseline, 2.725555, 2.977356
222574, truthful, baseline, 2.853912, 2.936096
222591, truthful, baseline, 2.679977, 2.893127
222599, truthful, baseline, 2.597244, 2.952957
222607, truthful, baseline, 2.744751, 2.832428
222624, truthful, baseline, 2.533401, 2.660416
222632, truthful, baseline, 2.601974, 2.866379
222641, truthful, baseline, 2.592453, 2.764648
222657, truthful, baseline, -1, -1
222666, truthful, baseline, -1, -1
222682, truthful, baseline, -1, -1
222691, truthful, baseline, -1, -1
222699, truthful, baseline, -1, -1
222716, truthful, baseline, -1, -1
222724, truthful, baseline, -1, -1
222732, truthful, baseline, -1, -1
222749, truthful, baseline, -1, -1
222757, truthful, baseline, -1, -1
222766, truthful, baseline, -1, -1
222782, truthful, baseline, -1, -1
222791, truthful, baseline, -1, -1
222799, truthful, baseline, -1, -1
222807, truthful, baseline, -1, -1
222816, truthful, baseline, -1, -1
222832, truthful, baseline, -1, -1
222841, truthful, baseline, -1, -1
222849, truthful, baseline, -1, -1
222866, truthful, baseline, -1, -1
222874, truthful, baseline, -1, -1
222882, truthful, baseline, -1, -1
222899, truthful, baseline, -1, -1
222907, truthful, baseline, -1, -1
222916, truthful, baseline, 2.732025, 2.880905
222932, truthful, baseline, 2.752594, 2.910599
222941, truthful, baseline, 2.786774, 2.817047
222949, truthful, baseline, 2.718155, 2.804413
222966, truthful, baseline, 2.684952, 2.801453
222974, truthful, baseline, 2.775848, 2.798096
222991, truthful, baseline, 2.685425, 2.809189
222999, truthful, baseline, 2.73465, 2.810669
223007, truthful, baseline, 2.822418, 2.896347
223016, truthful, baseline, 2.788162, 2.910751
223032, truthful, baseline, 2.821335, 2.929108
