Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
194030, lying, baseline, 3.091049, 3.179916
194030, lying, baseline, 3.091049, 3.179916
194039, lying, baseline, 3.090836, 3.181564
194047, lying, baseline, 3.090805, 3.181259
194064, lying, baseline, 3.061752, 3.18129
194072, lying, baseline, 3.055145, 3.181503
194080, lying, baseline, 3.048355, 3.181503
194097, lying, baseline, 3.040497, 3.175507
194105, lying, baseline, 3.039886, 3.173843
194114, lying, baseline, 3.039459, 3.171921
194130, lying, baseline, 3.031601, 3.150146
194139, lying, baseline, 3.029327, 3.14563
194147, lying, baseline, 3.028717, 3.14949
194164, lying, baseline, 3.004745, 3.149353
194172, lying, baseline, 3.004822, 3.14946
194180, lying, baseline, 3.00386, 3.145523
194197, lying, baseline, 2.987503, 3.142349
194205, lying, baseline, 2.987671, 3.142258
194214, lying, baseline, 2.985519, 3.142273
194230, lying, baseline, 2.963715, 3.132538
194239, lying, baseline, 2.988739, 3.114212
194247, lying, baseline, 2.963821, 3.113602
194264, lying, baseline, 2.918213, 3.072632
194272, lying, baseline, 2.914139, 3.063934
194280, lying, baseline, 2.923569, 3.058777
194297, lying, baseline, 2.911484, 3.041443
194305, lying, baseline, 2.911545, 3.041275
194314, lying, baseline, 2.900528, 3.031281
194330, lying, baseline, 2.900162, 3.024994
194339, lying, baseline, 2.899979, 3.024963
194347, lying, baseline, 2.899918, 3.023834
194364, lying, baseline, 2.899658, 3.023438
194372, lying, baseline, 2.910645, 3.023636
194380, lying, baseline, 2.914688, 3.023254
194397, lying, baseline, 2.923508, 2.999222
194405, lying, baseline, 2.885071, 2.970016
194414, lying, baseline, 2.917099, 3.041306
194430, lying, baseline, 2.910629, 3.027222
194439, lying, baseline, 2.787292, 3.258987
194447, lying, baseline, 3.003952, 2.669876
194464, lying, baseline, -1, -1
194472, lying, baseline, -1, -1
194489, lying, baseline, -1, -1
194497, lying, baseline, -1, -1
194514, lying, baseline, -1, -1
194522, lying, baseline, -1, -1
194539, lying, baseline, -1, -1
194547, lying, baseline, -1, -1
194555, lying, baseline, -1, -1
194572, lying, baseline, -1, -1
194580, lying, baseline, -1, -1
194589, lying, baseline, -1, -1
194605, lying, baseline, -1, -1
194614, lying, baseline, -1, -1
194622, lying, baseline, -1, -1
194639, lying, baseline, -1, -1
194647, lying, baseline, -1, -1
194655, lying, baseline, -1, -1
194672, lying, baseline, -1, -1
194680, lying, baseline, -1, -1
194688, lying, baseline, -1, -1
194705, lying, baseline, -1, -1
194713, lying, baseline, -1, -1
194722, lying, baseline, -1, -1
194730, lying, baseline, -1, -1
194747, lying, baseline, -1, -1
194755, lying, baseline, -1, -1
194763, lying, baseline, -1, -1
194780, lying, baseline, -1, -1
194788, lying, baseline, -1, -1
194797, lying, baseline, -1, -1
194813, lying, baseline, -1, -1
194822, lying, baseline, -1, -1
194830, lying, baseline, -1, -1
194847, lying, baseline, 2.978546, 3.309814
194855, lying, baseline, 2.876358, 3.460083
