Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
402435, 87501, truthful, baseline, 34.57973, 4.169754, -34.36551, 0.02352905, -0.09535217, 0.995163, 2.862885, 1, -31.87675, 0.5304871, -32.13145, 0.05670166, -0.07281494, 0.9957275, 3.101578, 1
402435, 87501, truthful, baseline, 34.57973, 4.169754, -34.36551, 0.02352905, -0.09535217, 0.995163, 2.862885, 1, -31.87675, 0.5304871, -32.13145, 0.05670166, -0.07281494, 0.9957275, 3.101578, 1
402444, 87502, truthful, baseline, 34.57973, 4.168472, -34.36539, 0.02371216, -0.09516907, 0.995163, 2.853317, 0.9921573, -31.88135, 0.5626984, -32.27625, 0.0526123, -0.07466125, 0.9958191, 3.079651, 0.9630967
402452, 87503, truthful, baseline, 34.55054, 3.996048, -33.61037, 0.02738953, -0.09944153, 0.9946594, 2.868332, 0.9921573, -31.90836, 0.5687408, -32.27371, 0.05929565, -0.07350159, 0.9955292, 3.095932, 0.9630967
402469, 87505, truthful, baseline, 34.30312, 4.203354, -33.71707, -0.01603699, -0.08380127, 0.9963379, 2.875168, 0.9735491, -32.16582, 0.9755249, -33.065, 0.01304626, -0.07740784, 0.9969025, 3.204254, 0.9240189
402477, 87506, truthful, baseline, 34.15211, 4.452637, -34.28781, -0.03482056, -0.06443787, 0.9972992, 2.850143, 0.9461932, -32.30504, 1.240051, -33.67621, -0.0006408691, -0.06918335, 0.9975891, 2.990341, 0.7918639
402485, 87507, truthful, baseline, 33.96335, 4.489349, -34.02844, -0.06358337, -0.07113647, 0.9954224, 2.792801, 0.9461932, -32.45799, 1.362381, -33.62944, -0.00994873, -0.10112, 0.994812, 2.750412, 0.7918639
402502, 87509, truthful, baseline, 33.59669, 4.580627, -33.65897, -0.1123505, -0.06088257, 0.9917908, 2.84346, 0.8855972, -32.70988, 1.227859, -32.44032, 0, 0, 0, -1, 0.6694821
402510, 87510, truthful, baseline, 33.39455, 4.895676, -34.47025, 0, 0, 0, -1, 0.8707412, -33.40312, 0.03039551, -32.72977, 0, 0, 0, -1, 0.6008412
402519, 87511, truthful, baseline, 33.22125, 4.860474, -34.06662, 0, 0, 0, -1, 0.8707412, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.6008412
402535, 87513, truthful, baseline, 33.22835, 4.754959, -34.83891, 0, 0, 0, -1, 0.739851, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.4452054
402544, 87514, truthful, baseline, 33.22684, 4.480576, -34.08237, 0, 0, 0, -1, 0.634739, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.3244909
402552, 87515, truthful, baseline, 33.16324, 4.804108, -34.67253, 0, 0, 0, -1, 0.634739, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.3244909
402569, 87517, truthful, baseline, 33.40746, 2.360748, -34.40048, 0, 0, 0, -1, 0.4722181, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.2065885
402577, 87518, truthful, baseline, 33.40746, 2.360748, -34.40048, 0, 0, 0, -1, 0.3366684, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.1828976
402585, 87519, truthful, baseline, 33.4487, 3.002274, -34.41779, 0, 0, 0, -1, 0.3366684, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.1828976
402602, 87521, truthful, baseline, 33.15742, 3.161758, -34.41266, 0, 0, 0, -1, 0.2959765, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.1330582
402610, 87522, truthful, baseline, 33.15742, 3.161758, -34.41266, 0, 0, 0, -1, 0.2797767, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.1425246
402627, 87524, truthful, baseline, 33.15742, 3.161758, -34.41266, 0, 0, 0, -1, 0.3596242, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.2558735
402635, 87525, truthful, baseline, 33.42543, 5.416687, -34.39543, 0, 0, 0, -1, 0.3596242, -32.48242, 0.8048706, -32.56357, 0, 0, 0, -1, 0.2558735
402644, 87526, truthful, baseline, 33.54439, 5.129715, -33.53699, 0, 0, 0, -1, 0.6730561, -32.92552, 1.779465, -32.56552, 0, 0, 0, -1, 0.428686
402652, 87527, truthful, baseline, 33.64232, 5.03009, -33.36009, 0, 0, 0, -1, 0.6730561, -32.8652, 1.793488, -32.64023, 0, 0, 0, -1, 0.428686
402669, 87529, truthful, baseline, 33.7525, 4.613983, -32.12454, 0, 0, 0, -1, 0.9372503, -32.87567, 1.794861, -32.70908, 0, 0, 0, -1, 0.6679145
402677, 87530, truthful, baseline, 33.75688, 4.616592, -32.20387, 0, 0, 0, -1, 1, -32.84901, 1.719879, -32.70445, 0, 0, 0, -1, 1
402685, 87531, truthful, baseline, 33.75281, 4.763672, -32.76256, 0, 0, 0, -1, 1, -32.84996, 1.710464, -32.70236, 0, 0, 0, -1, 1
402702, 87533, truthful, baseline, 33.77309, 4.562057, -32.15767, 0, 0, 0, -1, 1, -32.85443, 1.661835, -32.69307, 0, 0, 0, -1, 1
402710, 87534, truthful, baseline, 33.78114, 4.515457, -32.05342, -0.1118469, 0.07952881, 0.9905243, 2.942719, 1, -32.86032, 1.651627, -32.70099, -0.08633423, 0.08560181, 0.992569, 3.210388, 1
402719, 87535, truthful, baseline, 33.79073, 4.479813, -31.96788, -0.1122742, 0.0816803, 0.9903107, 2.921188, 1, -32.86034, 1.630341, -32.70316, -0.08885193, 0.08441162, 0.9924469, 3.083725, 1
402735, 87537, truthful, baseline, 33.80539, 4.434097, -31.8694, -0.1094208, 0.08494568, 0.9903564, 2.981689, 1, -32.86258, 1.613251, -32.70337, -0.09011841, 0.08570862, 0.9922333, 3.187668, 1
402744, 87538, truthful, baseline, 33.80704, 4.432022, -31.86467, -0.1073761, 0.08375549, 0.9906769, 2.935989, 1, -32.86638, 1.606689, -32.69569, -0.08560181, 0.08045959, 0.9930725, 3.165253, 1
