Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
609779, 224909, lying, baseline, 32.70436, 7.187195, -31.04771, -0.02359009, -0.2682953, 0.9630432, 2.715149, 1, -33.58989, 8.607971, -31.03561, 0.0003356934, -0.2241669, 0.9745331, 3.193573, 1
609787, 224910, lying, baseline, 32.70522, 7.187897, -31.04807, -0.02516174, -0.2697906, 0.9625854, 2.728378, 1, -33.59018, 8.608047, -31.03595, -0.0001220703, -0.2237701, 0.9746399, 3.184982, 1
609795, 224911, lying, baseline, 32.70607, 7.188583, -31.04781, -0.02638245, -0.2683411, 0.9629517, 2.741547, 1, -33.58997, 8.6082, -31.03745, -0.0004577637, -0.2241211, 0.9745483, 3.172012, 1
609803, 224912, lying, baseline, 32.70674, 7.188782, -31.04803, -0.026474, -0.2699585, 0.9624939, 2.728394, 1, -33.59018, 8.608337, -31.03894, -0.0002441406, -0.2237244, 0.9746399, 3.1586, 1
609812, 224913, lying, baseline, 32.70644, 7.188995, -31.04826, -0.02661133, -0.2714233, 0.9620819, 2.740784, 1, -33.59021, 8.608521, -31.04121, 0.000289917, -0.2233276, 0.9747314, 3.171814, 1
609828, 224915, lying, baseline, 32.70607, 7.191971, -31.04842, -0.02655029, -0.2741394, 0.961319, 2.715042, 1, -33.59032, 8.608704, -31.04364, 0, -0.223999, 0.9745789, 3.175156, 1
609837, 224916, lying, baseline, 32.70602, 7.192062, -31.04866, -0.02638245, -0.2731781, 0.9615936, 2.708435, 1, -33.59038, 8.608719, -31.04379, -7.629395E-05, -0.2236176, 0.9746704, 3.184662, 1
609845, 224917, lying, baseline, 32.70598, 7.191971, -31.0489, -0.02653503, -0.2741394, 0.961319, 2.715179, 1, -33.59038, 8.611008, -31.04488, 0.0001525879, -0.2232208, 0.974762, 3.176407, 1
609862, 224919, lying, baseline, 32.70598, 7.188995, -31.04924, -0.02955627, -0.2746582, 0.9610748, 2.741089, 1, -33.59085, 8.613068, -31.04887, 0.000289917, -0.2240906, 0.9745636, 3.184494, 1
609870, 224920, lying, baseline, 32.70598, 7.188995, -31.0493, -0.02687073, -0.2746582, 0.9611511, 2.740814, 1, -33.59085, 8.613251, -31.04892, 0.0002441406, -0.2234192, 0.9747162, 3.176315, 1
609878, 224921, lying, baseline, 32.70598, 7.188995, -31.04936, -0.02955627, -0.2751007, 0.9609528, 2.740982, 1, -33.59085, 8.613388, -31.0491, 0.0002441406, -0.2234344, 0.9747162, 3.176636, 1
609895, 224923, lying, baseline, 32.70561, 7.188995, -31.05, -0.02949524, -0.2766266, 0.9605103, 2.740799, 1, -33.59114, 8.615219, -31.05403, 0.0002441406, -0.2235565, 0.9746857, 3.164841, 1
609903, 224924, lying, baseline, 32.70436, 7.190247, -31.05121, -0.02862549, -0.2757874, 0.9607849, 2.74086, 1, -33.59123, 8.615723, -31.0571, 0.0001983643, -0.223526, 0.9746857, 3.162247, 1
609912, 224925, lying, baseline, 32.70435, 7.192154, -31.05305, -0.02825928, -0.2761841, 0.9606781, 2.695145, 1, -33.59154, 8.615723, -31.06035, 0.0003204346, -0.2236481, 0.9746552, 3.16214, 1
609928, 224927, lying, baseline, 32.70378, 7.192978, -31.05315, -0.02919006, -0.2754059, 0.9608765, 2.740707, 1, -33.59267, 8.615723, -31.06303, 0.0005187988, -0.2235565, 0.9746857, 3.167267, 1
609937, 224928, lying, baseline, 32.70357, 7.190247, -31.05324, -0.02879333, -0.276886, 0.9604645, 2.694168, 1, -33.59297, 8.615219, -31.06638, 0.000579834, -0.2238617, 0.9746094, 3.167175, 1
609945, 224929, lying, baseline, 32.70357, 7.188263, -31.05354, -0.02859497, -0.2766724, 0.9605255, 2.66774, 1, -33.59297, 8.61467, -31.07031, 0.0005950928, -0.2236481, 0.9746552, 3.167419, 1
609962, 224931, lying, baseline, 32.70357, 7.187271, -31.05447, -0.02928162, -0.2770691, 0.9603882, 2.747955, 1, -33.59499, 8.613251, -31.07793, 0.001174927, -0.2231903, 0.974762, 3.162003, 1
609970, 224932, lying, baseline, 32.70357, 7.186462, -31.05501, -0.0291748, -0.280304, 0.9594574, 2.733475, 1, -33.59836, 8.613068, -31.08162, 0.001449585, -0.2231445, 0.9747772, 3.146591, 1
609978, 224933, lying, baseline, 32.70378, 7.186127, -31.05542, -0.02915955, -0.2802582, 0.9594727, 2.728088, 1, -33.59854, 8.608627, -31.08273, 0.001785278, -0.2223969, 0.9749451, 3.146805, 1
609995, 224935, lying, baseline, 32.70418, 7.184021, -31.05591, -0.0291748, -0.2808838, 0.9592896, 2.720032, 1, -33.60014, 8.60202, -31.08871, 0.001739502, -0.2213135, 0.9751892, 3.146713, 1
610003, 224936, lying, baseline, 32.70418, 7.179764, -31.05704, -0.0282135, -0.2821655, 0.9589386, 2.662323, 1, -33.60094, 8.601089, -31.0894, 0.001861572, -0.2211914, 0.9752197, 3.146423, 1
610012, 224937, lying, baseline, 32.70424, 7.174973, -31.05878, -0.02871704, -0.2809753, 0.9592743, 2.662354, 1, -33.60165, 8.598907, -31.0956, 0.00201416, -0.2206573, 0.9753418, 3.151718, 1
610028, 224939, lying, baseline, 32.70905, 7.174973, -31.0602, -0.03089905, -0.2807159, 0.9592743, 2.718658, 1, -33.60165, 8.598129, -31.10048, 0.002075195, -0.2209625, 0.9752655, 3.163864, 1
610037, 224940, lying, baseline, 32.71092, 7.174973, -31.0602, -0.03120422, -0.2807159, 0.9592743, 2.720016, 1, -33.60165, 8.598129, -31.10139, 0.001541138, -0.2206268, 0.9753418, 3.163666, 1
610045, 224941, lying, baseline, 32.71144, 7.174973, -31.0602, -0.03128052, -0.2807312, 0.959259, 2.720108, 1, -33.60135, 8.598129, -31.10225, 0.001449585, -0.2205811, 0.9753571, 3.151474, 1
610062, 224943, lying, baseline, 32.71173, 7.174973, -31.0602, -0.03034973, -0.2784424, 0.9599609, 2.719711, 1, -33.60089, 8.598129, -31.10356, 0.001556396, -0.2203217, 0.9754181, 3.151428, 1
610070, 224944, lying, baseline, 32.71387, 7.174973, -31.0602, -0.03167725, -0.277832, 0.9600983, 2.721573, 1, -33.60014, 8.598129, -31.10356, 0.001586914, -0.2202606, 0.9754333, 3.151367, 1
610078, 224945, lying, baseline, 32.71478, 7.177597, -31.0602, -0.0300293, -0.2788391, 0.9598541, 2.719788, 1, -33.59973, 8.598907, -31.10367, 0.001373291, -0.2203827, 0.9754028, 3.148804, 1
610095, 224947, lying, baseline, 32.72064, 7.187271, -31.05943, -0.02975464, -0.2772369, 0.9603271, 2.718567, 1, -33.59758, 8.602524, -31.1041, 0.001205444, -0.219986, 0.9754944, 3.151291, 1
610103, 224948, lying, baseline, 32.72305, 7.191376, -31.05858, -0.02981567, -0.2779541, 0.9601135, 2.697205, 1, -33.59656, 8.607346, -31.10432, 0.001037598, -0.2207031, 0.9753265, 3.148392, 1
610112, 224949, lying, baseline, 32.72305, 7.193604, -31.05809, -0.02981567, -0.2775421, 0.9602356, 2.697067, 1, -33.59622, 8.610321, -31.10489, 0.00100708, -0.2209778, 0.9752655, 3.150574, 1
610128, 224951, lying, baseline, 32.72305, 7.196228, -31.05809, -0.02998352, -0.2778625, 0.960144, 2.718399, 1, -33.59619, 8.611664, -31.10719, 0.002441406, -0.219696, 0.9755554, 3.148331, 1
610137, 224952, lying, baseline, 32.71056, 7.192627, -31.06264, -0.03701782, -0.2833405, 0.9582977, 2.646286, 1, -33.59599, 8.612762, -31.1087, 0.002410889, -0.2197876, 0.9755402, 3.14621, 1
610153, 224954, lying, baseline, 32.67484, 7.214951, -31.04741, -0.03967285, -0.2974701, 0.9538879, 2.670792, 1, -33.61777, 8.640778, -31.19435, -0.0006866455, -0.2266235, 0.9739685, 3.056961, 1
610162, 224955, lying, baseline, 32.62964, 7.191025, -31.05545, -0.03967285, -0.2771759, 0.9599915, 2.825287, 1, -33.64409, 8.634796, -31.17978, -0.01243591, -0.2333221, 0.9723053, 3.139877, 1
610170, 224956, lying, baseline, 32.60422, 7.185776, -31.0533, -0.03619385, -0.273468, 0.9611969, 2.561234, 1, -33.67082, 8.62767, -31.17717, -0.00769043, -0.2315369, 0.9727783, 3.059784, 1
610187, 224958, lying, baseline, 32.59875, 7.185989, -31.05647, -0.05622864, -0.2904053, 0.955246, 2.383087, 1, -33.66953, 8.65184, -31.18243, -0.008804321, -0.2315826, 0.9727631, 3.069473, 1
610195, 224959, lying, baseline, 32.59935, 7.186188, -31.05669, -0.05249023, -0.2829437, 0.9576874, 2.436325, 1, -33.71077, 8.636871, -31.12823, -0.0008544922, -0.2308502, 0.9729767, 3.000381, 1
