Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
580793, 221430, truthful, baseline, 32.84804, 7.082947, -31.02394, 0.01757813, -0.2630768, 0.9645996, 2.578217, 1, -33.48087, 8.413086, -30.58159, 0.03715515, -0.2194061, 0.9749146, 2.88063, 1
580801, 221431, truthful, baseline, 32.84846, 7.082947, -31.02477, 0.01728821, -0.263443, 0.9645081, 2.543549, 1, -33.48006, 8.411713, -30.57442, 0.03701782, -0.2194214, 0.9749146, 2.880539, 1
580801, 221431, truthful, baseline, 32.84846, 7.082947, -31.02477, 0.01728821, -0.263443, 0.9645081, 2.543549, 1, -33.48006, 8.411713, -30.57442, 0.03701782, -0.2194214, 0.9749146, 2.880539, 1
580818, 221433, truthful, baseline, 32.84883, 7.083649, -31.02499, 0.01731873, -0.2633667, 0.9645386, 2.595078, 1, -33.47813, 8.407349, -30.5647, 0.03598022, -0.2191162, 0.9750214, 2.898621, 1
580826, 221434, truthful, baseline, 32.85008, 7.083649, -31.02499, 0.01712036, -0.2633514, 0.9645386, 2.595032, 1, -33.47751, 8.407028, -30.55887, 0.03585815, -0.2192383, 0.9750061, 2.89888, 1
580843, 221436, truthful, baseline, 32.83292, 7.115646, -31.00926, 0.01145935, -0.2884064, 0.957428, 2.308014, 1, -33.47751, 8.404175, -30.54579, 0.03585815, -0.2197418, 0.974884, 2.905945, 1
580851, 221437, truthful, baseline, 32.78983, 7.109116, -31.02132, -0.009490967, -0.3103027, 0.9505768, 2.104263, 1, -33.45169, 8.449799, -30.79108, 0.01629639, -0.2178192, 0.9758453, 2.931091, 1
580860, 221438, truthful, baseline, 32.78691, 7.127899, -30.99513, 0.003845215, -0.2702789, 0.9627686, 2.444702, 1, -33.46613, 8.45787, -30.79965, 0.01828003, -0.2224274, 0.974762, 2.920395, 1
580876, 221440, truthful, baseline, 32.78262, 7.110077, -31.01064, 0.006484985, -0.2903137, 0.9568939, 2.358719, 1, -33.48828, 8.441467, -30.70021, 0.02532959, -0.2210693, 0.9749146, 2.913132, 1
580885, 221441, truthful, baseline, 32.78175, 7.121765, -31.01175, 0.002258301, -0.280426, 0.9598694, 2.415634, 1, -33.50735, 8.421097, -30.58046, 0.02662659, -0.2225952, 0.9745331, 2.898758, 1
580893, 221442, truthful, baseline, 32.78142, 7.122925, -31.01207, 0.008163452, -0.2817383, 0.9594421, 2.443405, 1, -33.49074, 8.44252, -30.69806, 0.02532959, -0.2217102, 0.9747772, 2.913132, 1
580910, 221444, truthful, baseline, 32.78265, 7.122208, -31.01207, 0.01281738, -0.2816162, 0.9594269, 2.462189, 1, -33.4747, 8.465561, -30.81783, 0.02198792, -0.2211609, 0.9749756, 2.909332, 1
