Timestamp, Truthstatus, questionStatus, Left pupil_Diameter_mm, Right pupil_diameter_mm
469034, truthful, baseline, 2.718079, 2.928574
469042, truthful, baseline, 2.965042, 2.84407
469051, truthful, baseline, 2.705185, 2.87999
469059, truthful, baseline, 2.832626, 2.88501
469076, truthful, baseline, 2.85321, 2.857712
469084, truthful, baseline, 2.735779, 2.997284
469092, truthful, baseline, 2.698563, 3.045364
469109, truthful, baseline, 2.731186, 2.93454
469117, truthful, baseline, 2.698837, 3.073425
469126, truthful, baseline, 2.70311, 3.09584
469142, truthful, baseline, 2.703186, 2.955322
469151, truthful, baseline, 2.707047, 2.946045
469159, truthful, baseline, 2.718521, 2.955643
469176, truthful, baseline, 3.002502, 3.100937
469184, truthful, baseline, 2.798309, 3.04425
469192, truthful, baseline, 2.888168, 2.987808
469209, truthful, baseline, 2.845062, 3.047104
469217, truthful, baseline, 2.89209, 3.018387
469226, truthful, baseline, 2.895996, 2.989914
469242, truthful, baseline, 2.896057, 2.987122
469251, truthful, baseline, 2.899979, 2.988403
469259, truthful, baseline, 2.895782, 2.989594
469276, truthful, baseline, 2.877441, 2.989792
469284, truthful, baseline, 2.863068, 2.994736
469292, truthful, baseline, 2.857376, 2.98967
469309, truthful, baseline, 2.447647, 2.896454
469317, truthful, baseline, 2.691757, 3.094345
469326, truthful, baseline, 2.991959, 3.128616
469342, truthful, baseline, 2.744095, 3.028717
469351, truthful, baseline, 2.809448, 3.050171
469359, truthful, baseline, 2.78743, 3.03476
469376, truthful, baseline, 2.506607, 3.162918
469384, truthful, baseline, 2.701019, 3.053452
469392, truthful, baseline, 2.853699, 3.094391
469409, truthful, baseline, 2.895081, 3.078217
469417, truthful, baseline, 2.977219, 3.113495
469426, truthful, baseline, 2.816071, 3.034195
469442, truthful, baseline, 2.971848, 3.158585
469451, truthful, baseline, 2.786087, 3.083618
469459, truthful, baseline, 2.827774, 2.929398
469476, truthful, baseline, 2.745224, 2.929062
469484, truthful, baseline, 2.786301, 2.920624
469492, truthful, baseline, 2.769119, 2.928375
469509, truthful, baseline, 2.769302, 2.994949
469517, truthful, baseline, 2.763931, 2.994324
469526, truthful, baseline, 2.533585, 2.908524
469542, truthful, baseline, 2.586563, 2.924164
469551, truthful, baseline, 2.660828, 2.932617
469559, truthful, baseline, 2.701111, 2.939606
469576, truthful, baseline, 2.710373, 2.939377
469584, truthful, baseline, 2.72258, 2.945877
469592, truthful, baseline, 2.734802, 2.952393
469609, truthful, baseline, 2.752869, 2.952423
469617, truthful, baseline, 2.759552, 2.946014
469626, truthful, baseline, 2.766251, 2.952637
469642, truthful, baseline, 2.752792, 2.969391
469651, truthful, baseline, 2.766098, 2.969315
469659, truthful, baseline, 2.766312, 2.969345
469676, truthful, baseline, 2.765259, 2.973709
469684, truthful, baseline, 2.765289, 2.986282
469692, truthful, baseline, 2.76799, 2.986221
469709, truthful, baseline, 2.767883, 2.986282
469717, truthful, baseline, 2.767746, 2.98613
469725, truthful, baseline, 2.798935, 2.865067
469742, truthful, baseline, 2.63562, 2.914337
469750, truthful, baseline, 2.579376, 2.876801
469759, truthful, baseline, 2.493179, 2.796432
469775, truthful, baseline, 2.461685, 2.994232
469784, truthful, baseline, 2.556976, 2.976334
469792, truthful, baseline, 2.589386, 2.993927
469809, truthful, baseline, 2.58963, 3.006317
469817, truthful, baseline, 2.622009, 3.001617
469825, truthful, baseline, 2.589661, 3.006241
469842, truthful, baseline, 2.589767, 3.011719
469850, truthful, baseline, 2.621872, 3.0112
469859, truthful, baseline, 2.631134, 3.006516
469875, truthful, baseline, 2.630981, 2.989655
469884, truthful, baseline, 2.621918, 2.977722
469892, truthful, baseline, 2.624374, 2.982346
469909, truthful, baseline, 2.639862, 2.981949
469917, truthful, baseline, 2.643768, 2.977875
469925, truthful, baseline, 2.643661, 2.977676
469942, truthful, baseline, 2.626984, 2.982666
469950, truthful, baseline, 2.644043, 2.942307
469959, truthful, baseline, 2.657257, 2.94136
469975, truthful, baseline, 2.64389, 2.980606
469984, truthful, baseline, 2.627121, 2.980728
469992, truthful, baseline, 2.626968, 2.980698
470009, truthful, baseline, 2.626953, 2.987198
470017, truthful, baseline, 2.581467, 2.995087
470025, truthful, baseline, 2.581375, 2.994537
470042, truthful, baseline, 2.580643, 2.99437
470050, truthful, baseline, 2.581177, 3.003174
470059, truthful, baseline, 2.638, 2.99408
