Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
2064348, 104955, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.5030148, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0.3021993
2064356, 104956, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.3659466, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0.0700551
2064356, 104956, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.3659466, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0.0700551
2064373, 104958, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.3463371, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0
2064381, 104959, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.3463371, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0
2064389, 104960, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.2736015, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0
2064406, 104962, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.2504921, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0
2064414, 104963, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.2504921, -31.66255, -3.494995, -19.53951, 0, 0, 0, -1, 0
2064423, 104964, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.2602196, -29.0443, -6.075577, -20.97064, 0, 0, 0, -1, 0
2064439, 104966, truthful, baseline, 35.29936, -6.961884, -20.54518, 0, 0, 0, -1, 0.331196, -29.0443, -6.075577, -20.97064, 0, 0, 0, -1, 0
2064448, 104967, truthful, baseline, 37.49263, -8.854996, -21.07941, 0, 0, 0, -1, 0.331196, -29.0443, -6.075577, -20.97064, 0, 0, 0, -1, 0
2064456, 104968, truthful, baseline, 37.18134, -7.029663, -20.71037, 0, 0, 0, -1, 0.4833917, -29.0443, -6.075577, -20.97064, 0, 0, 0, -1, 0
2064473, 104970, truthful, baseline, 37.54247, -7.50798, -20.97221, 0, 0, 0, -1, 0.4786134, -29.0443, -6.075577, -20.97064, 0, 0, 0, -1, 0.01316207
2064481, 104971, truthful, baseline, 37.07384, -7.009827, -20.89268, 0, 0, 0, -1, 0.4786134, -29.73859, -4.497375, -19.93166, 0, 0, 0, -1, 0.01316207
2064489, 104972, truthful, baseline, 37.0603, -7.032532, -20.88492, 0, 0, 0, -1, 0.5700032, -29.92393, -3.022354, -19.81456, 0, 0, 0, -1, 0.1003123
2064498, 104973, truthful, baseline, 37.07785, -7.030746, -20.88901, 0, 0, 0, -1, 0.5700032, -29.97641, -2.981522, -19.83353, 0, 0, 0, -1, 0.1003123
2064514, 104975, truthful, baseline, 36.99348, -6.973541, -20.92758, 0, 0, 0, -1, 0.5150254, -30.08263, -2.9673, -19.81847, 0, 0, 0, -1, 0.1672359
2064523, 104976, truthful, baseline, 36.94875, -7.003082, -20.8605, 0, 0, 0, -1, 0.5530775, -30.10555, -2.969208, -19.81438, 0, 0, 0, -1, 0.2407832
2064531, 104977, truthful, baseline, 36.99403, -7.072021, -20.82434, 0, 0, 0, -1, 0.5530775, -30.13554, -2.983414, -19.83823, 0, 0, 0, -1, 0.2407832
2064548, 104979, truthful, baseline, 36.91788, -7.089371, -20.80852, 0.4788208, -0.03967285, 0.8769989, 4.07814, 0.5191517, -30.23451, -3.030731, -19.77553, 0.513504, -0.07476807, 0.8548126, 3.986099, 0.2956751
2064556, 104980, truthful, baseline, 36.94623, -7.064346, -20.77643, 0.4650116, -0.04598999, 0.8840942, 4.019104, 0.5030608, -30.13751, -3.093765, -19.79906, 0.4774933, -0.05580139, 0.8768463, 3.943878, 0.3767684
2064564, 104981, truthful, baseline, 36.88536, -7.107208, -20.81021, 0.4726868, -0.02566528, 0.8808441, 4.104233, 0.5030608, -30.17728, -3.088806, -19.81349, 0.4914856, -0.04879761, 0.8695068, 4.013931, 0.3767684
2064581, 104983, truthful, baseline, 36.89046, -7.079437, -20.76913, 0.4545135, -0.02963257, 0.8902435, 4.119156, 0.5614868, -30.24467, -3.110764, -19.81052, 0.4915009, -0.04170227, 0.8698578, 4.028412, 0.4564169
2064589, 104984, truthful, baseline, 36.88011, -7.074844, -20.76779, 0.4525452, -0.02470398, 0.8913879, 4.151306, 0.5857478, -30.24774, -3.132156, -19.80312, 0.4783325, -0.04371643, 0.8770752, 3.997589, 0.530351
2064598, 104985, truthful, baseline, 36.89136, -7.073029, -20.75307, 0.4458466, -0.0269928, 0.8946838, 4.201218, 0.5874414, -30.28365, -3.114716, -19.79816, 0.485321, -0.04048157, 0.8733826, 4.015854, 0.5320902
