Timestamp, Frame Sequence, Truthstatus, Left Eye gaze origin x, Left Eye gaze origin y, Left Eye gaze origin z, Left eye gaze direction normalized x, Left eye gaze direction normalized y, Left eye gaze direction normalized z, left pupil diameter mm, left eye openness, Right Eye gaze origin x, Right Eye gaze origin y, Right Eye gaze origin z, Right eye gaze direction normalized x, Right eye gaze direction normalized y, Right eye gaze direction normalized z, right pupil diameter mm, right eye openness
2214757, 123008, truthful, baseline, 34.72552, -4.993546, -19.28175, -0.02534485, 0.1263123, 0.9916534, 3.109406, 1, -32.48914, -1.005814, -18.85292, 0.008789063, 0.1138763, 0.993454, 3.218094, 1
2214757, 123008, truthful, baseline, 34.72552, -4.993546, -19.28175, -0.02534485, 0.1263123, 0.9916534, 3.109406, 1, -32.48914, -1.005814, -18.85292, 0.008789063, 0.1138763, 0.993454, 3.218094, 1
2214765, 123009, truthful, baseline, 34.72438, -4.99353, -19.28156, -0.02604675, 0.1265411, 0.9916077, 3.107925, 1, -32.49568, -1.005814, -18.85243, 0.00982666, 0.1146545, 0.9933472, 3.21843, 1
2214773, 123010, truthful, baseline, 34.72078, -4.993515, -19.27968, -0.02557373, 0.1272278, 0.9915314, 3.10376, 1, -32.49831, -1.005371, -18.85243, 0.005233765, 0.1146851, 0.9933777, 3.218765, 1
2214790, 123012, truthful, baseline, 34.71176, -4.991974, -19.27933, -0.02604675, 0.1269836, 0.9915619, 3.103821, 1, -32.51003, -1.004425, -18.85243, 0.005325317, 0.1147003, 0.9933777, 3.222397, 1
2214798, 123013, truthful, baseline, 34.70532, -4.991074, -19.2793, -0.02655029, 0.1266937, 0.9915771, 3.094467, 1, -32.51379, -1.003326, -18.85243, 0.005615234, 0.114502, 0.9933929, 3.222137, 1
2214807, 123014, truthful, baseline, 34.70183, -4.985168, -19.27933, -0.02813721, 0.1271057, 0.9914856, 3.102921, 1, -32.5224, -1.001938, -18.85243, 0.006622314, 0.1141052, 0.9934387, 3.221695, 1
2214823, 123016, truthful, baseline, 34.69279, -4.982361, -19.27933, -0.03283691, 0.1269073, 0.9913635, 3.089371, 1, -32.52844, -1.001083, -18.85013, 0.002883911, 0.1131592, 0.9935608, 3.221008, 1
2214832, 123017, truthful, baseline, 34.69073, -4.981613, -19.27933, -0.03347778, 0.1268005, 0.9913483, 3.09111, 1, -32.53574, -0.9997864, -18.84998, 0.004104614, 0.1133881, 0.9935303, 3.221481, 1
2214840, 123018, truthful, baseline, 34.68665, -4.981506, -19.2793, -0.03414917, 0.1264648, 0.9913788, 3.090637, 1, -32.53893, -0.9994965, -18.84976, 0.003128052, 0.1128845, 0.9935913, 3.221008, 1
2214857, 123020, truthful, baseline, 34.67944, -4.981506, -19.27925, -0.03588867, 0.1268158, 0.991272, 3.090866, 1, -32.54721, -0.9994965, -18.8494, -4.577637E-05, 0.1123657, 0.9936523, 3.216858, 1
